gameDate,homeRoadFlag,goals,assists,points,plusMinus,powerPlayGoals,powerPlayPoints,gameWinningGoals,otGoals,shots,shifts,opponentAbbrev,pim,toi
2018-03-15,H,0,0,0,-2,0,0,0,0,0,16,TOR,0,11:58
2018-03-10,H,0,0,0,0,0,0,0,0,3,18,VGK,0,13:09
2018-03-08,R,0,0,0,0,0,0,0,0,2,19,OTT,0,14:17
2018-03-07,H,0,0,0,0,0,0,0,0,1,20,CGY,2,13:13
2018-03-05,H,0,0,0,0,0,0,0,0,1,23,TOR,0,16:48
2018-03-02,R,0,0,0,-1,0,0,0,0,3,20,FLA,0,13:01
2018-02-28,R,0,0,0,-1,0,0,0,0,1,14,TBL,0,10:04
2018-02-25,H,0,0,0,0,0,0,0,0,0,17,BOS,0,10:39
2018-02-24,R,0,0,0,0,0,0,0,0,1,17,WSH,0,11:24
2018-02-22,R,0,0,0,0,0,0,0,0,0,16,DET,0,11:09
2018-02-19,H,0,0,0,-1,0,0,0,0,2,15,WSH,0,9:17
2018-02-17,H,0,0,0,0,0,0,0,0,1,16,LAK,0,11:20
2018-02-15,R,0,0,0,0,0,0,0,0,0,17,OTT,0,10:15
2018-02-13,H,0,0,0,1,0,0,0,0,1,17,TBL,0,9:46
2018-02-11,H,0,0,0,0,0,0,0,0,1,12,COL,2,7:07
2018-02-10,R,0,0,0,-1,0,0,0,0,0,20,BOS,0,14:25
2018-02-08,H,0,0,0,0,0,0,0,0,1,14,NYI,0,10:14
2018-02-06,H,0,0,0,1,0,0,0,0,1,15,ANA,0,10:41
2018-02-03,H,0,0,0,0,0,0,0,0,0,13,STL,0,9:18
2018-02-01,H,0,0,0,0,0,0,0,0,0,14,FLA,0,9:29
2018-01-09,H,0,0,0,0,0,0,0,0,0,5,WPG,0,4:29
2018-01-07,R,0,0,0,0,0,0,0,0,0,18,PHI,0,12:57
2018-01-05,R,0,1,1,1,0,0,0,0,1,17,WPG,0,11:48
2018-01-04,R,0,0,0,0,0,0,0,0,0,17,MIN,0,14:07
2018-01-01,H,0,0,0,0,0,0,0,0,0,19,NYR,2,11:14
2017-12-29,R,1,0,1,1,0,0,0,0,3,20,NJD,0,12:24
2017-12-27,R,0,0,0,0,0,0,0,0,1,15,NYI,0,12:44
2017-12-23,R,0,0,0,0,0,0,0,0,3,20,CAR,0,14:22
2017-12-22,H,0,0,0,-1,0,0,0,0,1,20,PHI,0,13:11
2017-12-19,H,0,0,0,0,0,0,0,0,0,18,BOS,0,11:06
2017-11-25,R,0,0,0,0,0,0,0,0,0,6,MTL,0,5:28
2017-11-24,H,1,0,1,1,0,0,0,0,2,24,EDM,0,14:05
2017-11-22,H,0,1,1,1,0,0,0,0,2,19,MIN,0,12:04
2017-10-15,R,0,0,0,0,0,0,0,0,0,9,ANA,0,7:18
2017-10-14,R,0,0,0,0,0,0,0,0,1,17,LAK,0,10:38
2017-10-12,R,0,0,0,0,0,0,0,0,0,17,SJS,0,11:29
2017-10-09,H,0,0,0,-2,0,0,0,0,0,17,NJD,0,11:20
2017-10-07,R,0,0,0,-1,0,0,0,0,2,18,NYI,0,12:49
2017-10-05,H,0,0,0,0,0,0,0,0,0,17,MTL,0,12:34
