gameDate,homeRoadFlag,goals,assists,points,plusMinus,powerPlayGoals,powerPlayPoints,gameWinningGoals,otGoals,shots,shifts,opponentAbbrev,pim,toi
2020-02-06,H,0,0,0,0,0,0,0,0,0,10,WPG,0,5:49
2020-02-04,H,0,0,0,1,0,0,0,0,0,12,CAR,0,8:33
2020-02-01,R,0,0,0,-1,0,0,0,0,3,15,WPG,2,9:19
2019-12-18,H,0,0,0,0,0,0,0,0,1,12,EDM,0,6:46
2019-12-12,H,0,0,0,-1,0,0,0,0,1,12,VGK,0,9:50
2019-12-10,R,1,0,1,0,0,0,0,0,4,17,BUF,0,13:35
2019-12-07,H,0,0,0,0,0,0,0,0,1,14,TOR,5,7:36
2019-12-04,R,0,0,0,0,0,0,0,0,0,15,PIT,0,8:55
2019-12-02,R,0,0,0,1,0,0,0,0,0,15,CHI,0,10:13
2019-11-30,H,0,0,0,1,0,0,0,0,1,17,PIT,0,11:51
2019-11-29,R,0,0,0,0,0,0,0,0,0,19,DAL,0,12:12
2019-11-27,R,0,0,0,0,0,0,0,0,1,15,TBL,0,9:25
2019-11-25,R,0,0,0,0,0,0,0,0,0,12,NSH,0,9:01
