gameDate,homeRoadFlag,goals,assists,points,plusMinus,powerPlayGoals,powerPlayPoints,gameWinningGoals,otGoals,shots,shifts,opponentAbbrev,pim,toi
2024-04-18,H,0,0,0,0,0,0,0,0,0,13,ANA,0,12:08
2024-04-16,H,0,0,0,0,0,0,0,0,4,20,CHI,0,15:14
2024-02-17,H,0,0,0,-1,0,0,0,0,2,14,CAR,0,8:13
2024-02-12,H,0,0,0,-1,0,0,0,0,1,13,MIN,0,8:06
2024-02-08,R,0,0,0,0,0,0,0,0,2,17,ARI,0,12:28
2024-02-06,H,0,0,0,0,0,0,0,0,2,23,EDM,0,13:24
2024-01-27,R,0,0,0,0,0,0,0,0,1,12,DET,0,9:15
2024-01-26,R,0,0,0,1,0,0,0,0,0,17,NYR,0,12:53
2024-01-23,R,0,0,0,0,0,0,0,0,0,15,NYI,0,11:14
2024-01-22,R,0,0,0,0,0,0,0,0,1,20,NJD,0,13:54
2024-01-20,H,0,0,0,0,0,0,0,0,1,17,PIT,0,10:53
2024-01-15,H,0,0,0,0,0,0,0,0,1,20,NSH,0,11:18
2024-01-13,H,0,0,0,0,0,0,0,0,0,14,CGY,0,8:08
2024-01-11,H,0,0,0,0,0,0,0,0,1,15,BOS,0,12:46
2023-11-14,R,0,0,0,0,0,0,0,0,0,11,WSH,0,8:38
2023-11-10,H,0,1,1,1,0,0,0,0,3,18,SJS,0,12:51
2023-11-08,H,0,0,0,0,0,0,0,0,1,15,LAK,0,11:08
2023-11-02,H,0,0,0,0,0,0,0,0,1,16,WPG,0,10:20
2023-10-14,H,1,0,1,1,0,0,0,0,4,16,ANA,0,11:32
2023-10-12,R,0,1,1,1,0,0,0,0,0,17,SJS,0,11:09
