gameDate,homeRoadFlag,goals,assists,points,plusMinus,powerPlayGoals,powerPlayPoints,gameWinningGoals,otGoals,shots,shifts,opponentAbbrev,pim,toi
2015-04-11,H,0,0,0,1,0,0,0,0,1,18,CGY,0,10:23
2015-02-24,H,0,0,0,0,0,0,0,0,0,22,DAL,0,15:10
2015-02-19,R,0,0,0,-1,0,0,0,0,0,21,WSH,0,11:32
2015-02-16,H,0,0,0,0,0,0,0,0,3,23,EDM,0,14:07
2015-02-14,R,0,0,0,0,0,0,0,0,2,14,DET,0,8:25
2015-02-12,R,0,0,0,-1,0,0,0,0,0,12,NSH,0,11:57
2015-02-10,H,0,0,0,-1,0,0,0,0,1,12,MIN,0,6:45
2015-02-08,H,0,0,0,-2,0,0,0,0,0,16,COL,0,10:57
2015-02-06,H,0,0,0,0,0,0,0,0,0,13,CHI,0,10:43
2015-02-03,R,0,0,0,0,0,0,0,0,1,13,VAN,0,9:27
2015-02-02,R,0,0,0,0,0,0,0,0,1,7,CGY,0,4:24
2015-01-31,H,0,0,0,0,0,0,0,0,1,7,DAL,0,4:01
2015-01-21,H,0,0,0,1,0,0,0,0,2,14,CBJ,0,9:40
2015-01-18,H,0,0,0,0,0,0,0,0,1,9,ARI,0,7:23
2015-01-08,R,0,0,0,0,0,0,0,0,1,19,ARI,0,13:00
2015-01-05,H,0,0,0,0,0,0,0,0,0,22,SJS,0,14:08
2015-01-03,H,1,0,1,1,0,0,0,0,2,20,TOR,0,14:53
2014-12-31,H,0,0,0,0,0,0,0,0,1,18,NYI,0,12:01
2014-12-29,H,0,0,0,-1,0,0,0,0,1,12,MIN,0,6:08
2014-12-11,R,0,0,0,0,0,0,0,0,0,17,COL,0,11:31
2014-12-09,R,0,0,0,-1,0,0,0,0,1,19,DAL,0,12:36
2014-11-13,R,0,0,0,0,0,0,0,0,2,13,CAR,0,8:14
2014-11-11,R,0,0,0,0,0,0,0,0,0,15,MTL,0,8:27
2014-11-08,R,0,0,0,0,0,0,0,0,0,11,OTT,0,7:10
2014-11-06,H,0,0,0,-1,0,0,0,0,0,10,PIT,0,6:43
2014-11-04,H,0,0,0,0,0,0,0,0,0,14,NSH,0,7:30
2014-11-02,R,0,0,0,0,0,0,0,0,0,8,CHI,0,5:47
2014-11-01,R,0,0,0,0,0,0,0,0,0,14,NYR,2,7:36
2014-10-30,R,0,0,0,0,0,0,0,0,0,11,NJD,0,8:59
2014-10-28,R,0,0,0,-1,0,0,0,0,0,12,NYI,0,10:45
2014-10-26,H,0,0,0,0,0,0,0,0,1,10,COL,0,8:27
2014-10-24,H,0,0,0,-2,0,0,0,0,2,19,TBL,0,15:20
2014-10-21,H,0,0,0,1,0,0,0,0,3,22,CAR,0,15:38
2014-10-19,H,0,0,0,0,0,0,0,0,2,23,CGY,0,13:59
2014-10-17,H,0,0,0,-1,0,0,0,0,1,16,NSH,0,10:48
2014-10-12,R,0,0,0,-1,0,0,0,0,2,22,LAK,0,15:19
2014-10-11,R,0,0,0,0,0,0,0,0,1,21,SJS,0,13:03
2014-10-09,R,0,0,0,1,0,0,0,0,2,20,ARI,0,14:34
