gameDate,homeRoadFlag,goals,assists,points,plusMinus,powerPlayGoals,powerPlayPoints,gameWinningGoals,otGoals,shots,shifts,opponentAbbrev,pim,toi
2020-03-09,R,0,0,0,-1,0,0,0,0,5,20,BUF,0,15:39
2020-03-07,R,0,0,0,0,0,0,0,0,1,14,PIT,0,12:57
2020-03-05,R,1,2,3,3,0,0,0,0,4,19,NYR,0,14:06
2020-03-04,H,0,0,0,0,0,0,0,0,0,18,PHI,0,15:14
2020-03-01,R,0,1,1,1,0,0,0,0,2,16,MIN,4,13:11
2020-02-27,R,0,0,0,-1,0,0,0,0,3,19,WPG,0,16:57
2020-02-25,H,0,0,0,-2,0,0,0,0,3,18,WPG,0,14:39
2020-02-22,R,0,1,1,3,0,0,0,0,1,23,OTT,0,15:58
2020-02-20,R,0,0,0,1,0,0,0,0,3,21,WSH,0,16:48
2020-02-18,R,0,0,0,-2,0,0,0,0,1,21,DET,0,15:38
2020-02-15,H,0,0,0,0,0,0,0,0,4,23,DAL,0,16:54
2020-02-14,R,0,0,0,-2,0,0,0,0,8,19,PIT,2,15:45
2020-02-12,R,0,0,0,0,0,0,0,0,1,20,BOS,0,20:17
2020-02-10,H,0,0,0,0,0,0,0,0,4,25,ARI,0,21:36
2020-02-08,H,1,0,1,0,0,0,1,1,6,21,TOR,0,21:22
2020-02-06,H,0,1,1,1,0,0,0,0,2,21,ANA,0,17:53
2020-02-04,R,0,0,0,0,0,0,0,0,3,26,NJD,0,20:39
2020-02-02,H,0,1,1,1,0,0,0,0,1,22,CBJ,0,20:53
2020-02-01,H,0,0,0,1,0,0,0,0,1,21,FLA,0,16:57
2020-01-30,R,1,0,1,1,0,0,0,0,2,22,BUF,0,16:54
2020-01-27,H,0,0,0,-1,0,0,0,0,3,22,WSH,0,21:17
2020-01-18,H,1,0,1,-1,0,0,0,0,3,25,VGK,0,19:09
2020-01-16,R,2,0,2,2,1,1,1,0,5,24,PHI,0,15:38
2020-01-15,H,0,1,1,1,0,0,0,0,1,22,CHI,0,20:57
2020-01-13,H,0,0,0,0,0,0,0,0,2,23,CGY,0,21:13
2020-01-11,R,1,0,1,1,0,0,1,1,4,23,OTT,0,20:26
2020-01-09,H,0,0,0,-1,0,0,0,0,2,20,EDM,0,18:36
2020-01-07,R,0,2,2,-1,0,0,0,0,1,21,DET,0,21:22
2020-01-06,H,0,1,1,2,0,0,0,0,4,25,WPG,0,19:25
2019-11-09,R,0,0,0,0,0,0,0,0,3,17,MTL,0,14:14
2019-11-07,R,0,1,1,0,0,0,0,0,1,21,OTT,2,15:32
2019-11-05,R,0,0,0,0,0,0,0,0,2,20,TOR,0,14:27
2019-11-02,H,0,0,0,0,0,0,0,0,5,19,CHI,0,16:47
2019-10-30,H,0,0,0,0,0,0,0,0,0,22,VAN,0,15:45
2019-10-27,R,0,0,0,-1,0,0,0,0,2,22,CHI,2,15:24
2019-10-26,R,0,1,1,0,0,0,0,0,3,23,MIN,0,16:08
2019-10-24,R,0,0,0,-1,0,0,0,0,3,17,STL,0,14:47
2019-10-22,R,0,0,0,0,0,0,0,0,0,20,WPG,0,13:47
2019-10-19,H,1,0,1,0,1,1,0,0,4,18,CGY,0,14:20
2019-10-17,H,0,0,0,-2,0,0,0,0,2,20,BUF,6,15:56
2019-10-15,H,0,0,0,-2,0,0,0,0,3,18,CAR,0,17:18
2019-10-13,H,0,0,0,-2,0,0,0,0,1,19,VGK,0,14:49
2019-10-12,H,1,1,2,1,0,0,0,0,1,19,NSH,2,12:26
2019-10-09,R,0,0,0,-3,0,0,0,0,2,22,VAN,0,16:16
2019-10-08,R,1,2,3,2,0,0,0,0,2,29,CGY,0,19:02
2019-10-05,R,0,1,1,-2,0,0,0,0,1,20,EDM,0,14:59
