gameDate,homeRoadFlag,goals,assists,points,plusMinus,powerPlayGoals,powerPlayPoints,gameWinningGoals,otGoals,shots,shifts,opponentAbbrev,pim,toi
2025-03-15,R,0,0,0,0,0,0,0,0,3,18,MIN,0,13:24
2025-03-13,R,0,0,0,0,0,0,0,0,2,21,PIT,0,12:29
2025-03-08,R,0,0,0,0,0,0,0,0,1,18,LAK,0,11:41
2025-03-07,R,0,0,0,2,0,0,0,0,1,17,ANA,2,12:46
2025-03-05,R,0,0,0,-1,0,0,0,0,0,13,LAK,0,10:38
2025-03-02,R,1,0,1,1,0,0,0,0,3,19,DAL,0,11:02
2025-03-01,H,0,0,0,0,0,0,0,0,1,16,LAK,0,12:45
2025-02-27,R,0,0,0,-1,0,0,0,0,1,17,WSH,0,12:48
2025-02-25,H,0,0,0,0,0,0,0,0,0,19,SEA,0,13:37
2025-02-23,H,0,0,0,0,0,0,0,0,0,20,COL,7,14:48
2025-02-22,H,0,0,0,-1,0,0,0,0,1,18,WPG,0,13:01
2025-02-08,H,1,0,1,0,0,0,0,0,1,18,CHI,0,12:39
2025-02-06,H,0,0,0,0,0,0,0,0,0,15,FLA,0,11:30
2025-02-04,H,0,0,0,0,0,0,0,0,1,16,EDM,0,10:30
2025-01-31,R,0,0,0,0,0,0,0,0,1,18,COL,0,10:14
2025-01-27,H,0,0,0,0,0,0,0,0,1,16,VAN,0,11:47
2025-01-23,H,0,0,0,0,0,0,0,0,0,14,VGK,0,10:13
2025-01-20,R,1,0,1,0,0,0,0,0,3,18,VGK,0,10:55
2025-01-18,R,0,0,0,1,0,0,0,0,0,17,UTA,0,12:23
2025-01-16,H,0,0,0,0,0,0,0,0,0,18,CGY,5,12:17
2025-01-11,H,0,0,0,0,0,0,0,0,0,11,CBJ,0,9:08
2025-01-09,H,0,0,0,0,0,0,0,0,0,21,ANA,2,15:08
2025-01-07,R,0,0,0,0,0,0,0,0,0,17,MIN,0,13:49
2025-01-04,R,0,0,0,-2,0,0,0,0,1,16,CBJ,0,12:27
2025-01-03,H,0,0,0,0,0,0,0,0,1,17,OTT,5,12:41
2024-12-31,R,0,1,1,2,0,0,0,0,1,21,CHI,0,13:17
2024-12-29,H,1,0,1,0,0,0,0,0,2,16,BUF,0,10:49
2024-12-27,H,0,1,1,1,0,0,0,0,0,18,NSH,0,11:06
2024-12-23,R,0,0,0,0,0,0,0,0,0,16,DET,0,12:29
2024-12-20,R,0,0,0,0,0,0,0,0,1,16,FLA,0,11:50
2024-12-19,R,0,0,0,-1,0,0,0,0,2,15,TBL,0,9:32
2024-12-17,H,0,0,0,-1,0,0,0,0,1,18,NJD,2,11:44
2024-12-15,H,0,0,0,0,0,0,0,0,2,19,NYR,0,12:59
2024-12-14,R,0,0,0,0,0,0,0,0,1,21,DAL,0,10:22
2024-12-12,H,0,0,0,0,0,0,0,0,0,12,SJS,5,9:45
2024-12-10,R,0,0,0,0,0,0,0,0,0,12,VAN,0,9:47
2024-12-07,R,0,0,0,-1,0,0,0,0,0,16,EDM,0,8:58
2024-12-05,R,0,0,0,0,0,0,0,0,0,17,CGY,2,10:42
2024-12-03,R,0,0,0,-1,0,0,0,0,0,17,WPG,2,12:46
2024-11-27,R,0,0,0,0,0,0,0,0,1,18,NJD,0,10:22
2024-11-25,R,0,0,0,0,0,0,0,0,1,14,NYR,0,12:52
2024-11-23,R,0,0,0,0,0,0,0,0,2,14,NYI,0,9:44
2024-11-21,H,1,0,1,1,0,0,0,0,1,17,SJS,0,10:49
2024-11-19,H,0,0,0,-1,0,0,0,0,1,17,MIN,0,11:53
2024-11-17,R,0,0,0,-1,0,0,0,0,2,19,CAR,0,15:02
2024-11-16,R,1,0,1,1,0,0,0,0,2,18,BOS,0,12:09
2024-11-14,R,0,0,0,-1,0,0,0,0,1,21,BUF,0,14:14
2024-11-12,H,0,0,0,0,0,0,0,0,2,19,BOS,0,11:45
2024-11-09,H,0,0,0,-2,0,0,0,0,0,20,WSH,0,13:34
2024-11-07,H,0,0,0,0,0,0,0,0,1,20,UTA,0,15:05
2024-11-05,H,0,0,0,0,0,0,0,0,0,16,TBL,0,13:31
2024-11-02,H,0,1,1,1,0,0,0,0,2,13,TOR,2,8:52
2024-10-31,R,1,0,1,1,0,0,0,0,2,15,PHI,0,11:28
2024-10-19,H,0,0,0,-1,0,0,0,0,1,12,CAR,0,9:56
2024-10-15,H,0,0,0,0,0,0,0,0,1,12,MIN,0,10:59
2024-10-11,R,0,0,0,-1,0,0,0,0,0,13,VGK,0,9:30
2024-10-10,R,0,1,1,2,0,0,0,0,1,17,SJS,2,12:24
2024-10-08,R,0,0,0,0,0,0,0,0,2,16,SEA,2,9:33
