,gameId,homeRoadFlag,gameDate
0,2024021047,R,2025-03-13
1,2024021014,H,2025-03-09
2,2024020983,R,2025-03-05
3,2024020939,H,2025-02-27
4,2024020906,H,2025-02-23
5,2024020864,R,2025-02-06
6,2024020814,R,2025-01-30
7,2024020786,R,2025-01-25
8,2024020770,R,2025-01-23
9,2024020665,H,2025-01-10
10,2024020637,R,2025-01-06
11,2024020605,H,2025-01-02
12,2024020579,R,2024-12-29
13,2024020547,R,2024-12-23
14,2024020524,H,2024-12-20
15,2024020494,R,2024-12-16
16,2024020463,R,2024-12-12
17,2024020419,R,2024-12-06
18,2024020379,R,2024-11-30
19,2024020351,R,2024-11-27
20,2024020327,H,2024-11-23
21,2024020292,R,2024-11-18
22,2024020268,R,2024-11-15
23,2024020221,H,2024-11-08
24,2024020188,R,2024-11-03
25,2024020164,H,2024-10-31
26,2024020127,R,2024-10-26
27,2024020092,R,2024-10-22
28,2024020066,H,2024-10-17
29,2024020031,H,2024-10-12
