,gameId,homeRoadFlag,gameDate
0,2010021199,R,2011-04-06
1,2010021039,R,2011-03-14
2,2010020653,H,2011-01-13
3,2010020604,H,2011-01-06
4,2010020548,R,2010-12-29
5,2010020501,H,2010-12-21
6,2010020480,R,2010-12-18
7,2010020466,R,2010-12-16
8,2010020406,R,2010-12-08
9,2010020357,H,2010-11-30
10,2010020343,R,2010-11-27
11,2010020293,H,2010-11-20
12,2010020265,R,2010-11-17
13,2010020253,H,2010-11-15
14,2010020226,H,2010-11-11
15,2010020210,H,2010-11-09
16,2010020198,H,2010-11-06
17,2010020162,R,2010-11-02
18,2010020156,H,2010-10-30
19,2010020128,H,2010-10-27
20,2010020113,R,2010-10-24
21,2010020110,R,2010-10-23
22,2010020090,R,2010-10-21
23,2010020022,H,2010-10-09
