,gameId,homeRoadFlag,gameDate
0,2024021053,H,2025-03-14
1,2024021033,H,2025-03-11
2,2024021020,H,2025-03-09
3,2024021002,H,2025-03-07
4,2024020986,R,2025-03-05
5,2024020981,R,2025-03-04
6,2024020944,H,2025-02-27
7,2024020919,R,2025-02-25
8,2024020908,R,2025-02-23
9,2024020899,R,2025-02-22
10,2024020888,R,2025-02-08
11,2024020837,H,2025-02-02
12,2024020806,R,2025-01-28
13,2024020787,H,2025-01-25
14,2024020756,H,2025-01-21
15,2024020709,R,2025-01-16
16,2024020687,R,2025-01-12
17,2024020661,R,2025-01-09
18,2024020618,R,2025-01-03
19,2024020598,H,2024-12-31
20,2024020578,H,2024-12-29
21,2024020568,H,2024-12-28
22,2024020557,R,2024-12-23
23,2024020542,R,2024-12-22
24,2024020511,H,2024-12-18
25,2024020459,R,2024-12-12
26,2024020445,R,2024-12-09
27,2024020392,H,2024-12-01
28,2024020343,H,2024-11-25
29,2024020291,R,2024-11-18
30,2024020256,H,2024-11-13
31,2024020222,H,2024-11-08
32,2024020203,H,2024-11-05
33,2024020191,H,2024-11-03
34,2024020163,R,2024-10-31
35,2024020152,R,2024-10-29
36,2024020128,R,2024-10-26
37,2024020105,H,2024-10-22
38,2024020090,H,2024-10-20
39,2024020074,R,2024-10-18
40,2024020060,H,2024-10-16
41,2024020037,R,2024-10-12
