,gameId,homeRoadFlag,gameDate
0,2013020601,H,2013-12-31
1,2013020592,H,2013-12-29
2,2013020518,H,2013-12-17
3,2013020497,R,2013-12-14
4,2013020472,R,2013-12-11
5,2013020449,H,2013-12-08
6,2013020430,H,2013-12-05
7,2013020408,H,2013-12-02
8,2013020400,R,2013-11-30
9,2013020387,H,2013-11-29
10,2013020322,R,2013-11-20
11,2013020315,R,2013-11-19
12,2013020307,H,2013-11-17
13,2013020291,H,2013-11-15
14,2013020274,H,2013-11-13
15,2013020249,R,2013-11-09
16,2013020233,R,2013-11-07
17,2013020223,H,2013-11-05
18,2013020214,H,2013-11-03
19,2013020196,H,2013-11-01
20,2013020145,H,2013-10-24
21,2013020134,H,2013-10-22
22,2013020115,R,2013-10-19
23,2013020102,R,2013-10-17
24,2013020082,R,2013-10-15
25,2013020081,R,2013-10-14
26,2013020072,H,2013-10-12
27,2013020054,H,2013-10-10
28,2013020042,R,2013-10-08
