,gameId,homeRoadFlag,gameDate
0,2024021051,R,2025-03-14
1,2024021011,R,2025-03-08
2,2024020994,H,2025-03-06
3,2024020964,H,2025-03-02
4,2024020946,H,2025-02-28
5,2024020924,R,2025-02-25
6,2024020913,R,2025-02-23
7,2024020875,R,2025-02-07
8,2024020856,R,2025-02-04
9,2024020823,H,2025-01-31
10,2024020805,R,2025-01-28
11,2024020774,H,2025-01-24
12,2024020753,H,2025-01-21
13,2024020739,H,2025-01-19
14,2024020715,H,2025-01-16
15,2024020693,R,2025-01-14
16,2024020673,R,2025-01-11
17,2024020643,R,2025-01-07
18,2024020628,H,2025-01-04
19,2024020608,H,2025-01-02
20,2024020577,R,2024-12-29
21,2024020563,H,2024-12-27
22,2024020525,H,2024-12-20
23,2024020508,H,2024-12-18
24,2024020494,H,2024-12-16
25,2024020483,H,2024-12-14
26,2024020466,H,2024-12-12
27,2024020442,H,2024-12-08
28,2024020423,R,2024-12-06
29,2024020409,R,2024-12-04
30,2024020391,H,2024-12-01
31,2024020373,H,2024-11-29
32,2024020339,R,2024-11-25
33,2024020325,R,2024-11-23
34,2024020303,H,2024-11-20
35,2024020281,R,2024-11-16
36,2024020262,H,2024-11-14
37,2024020241,R,2024-11-11
38,2024020230,R,2024-11-09
39,2024020216,H,2024-11-07
40,2024020168,H,2024-11-01
41,2024020132,H,2024-10-26
42,2024020095,R,2024-10-22
43,2024020077,H,2024-10-19
44,2024020054,H,2024-10-15
45,2024020032,H,2024-10-12
46,2024020017,R,2024-10-10
