,gameId,homeRoadFlag,gameDate
0,2022021287,H,2023-04-11
1,2022021268,R,2023-04-08
2,2022021252,R,2023-04-06
3,2022021150,H,2023-03-25
4,2022021136,H,2023-03-23
5,2022021122,H,2023-03-21
6,2022021091,H,2023-03-17
7,2022021039,R,2023-03-11
8,2022021014,R,2023-03-07
9,2022021002,H,2023-03-05
10,2022020968,H,2023-03-01
11,2022020932,H,2023-02-24
12,2022020916,R,2023-02-21
13,2022020891,R,2023-02-18
14,2022020876,R,2023-02-16
15,2022020836,H,2023-02-11
16,2022020822,H,2023-02-09
17,2022020807,H,2023-02-06
18,2022020792,R,2023-01-28
19,2022020778,R,2023-01-26
20,2022020757,H,2023-01-24
21,2022020735,R,2023-01-21
22,2022020719,H,2023-01-19
23,2022020695,R,2023-01-16
24,2022020681,R,2023-01-14
25,2022020659,H,2023-01-11
26,2022020643,H,2023-01-08
27,2022020612,H,2023-01-05
28,2022020535,R,2022-12-23
29,2022020525,R,2022-12-22
30,2022020510,H,2022-12-20
31,2022020489,H,2022-12-17
32,2022020473,R,2022-12-15
33,2022020445,R,2022-12-11
34,2022020432,R,2022-12-09
35,2022020413,H,2022-12-07
36,2022020397,H,2022-12-05
37,2022020382,H,2022-12-03
38,2022020367,H,2022-12-01
39,2022020353,H,2022-11-29
40,2022020324,H,2022-11-25
41,2022020292,H,2022-11-21
42,2022020280,R,2022-11-19
43,2022020265,R,2022-11-17
44,2022020250,R,2022-11-15
45,2022020225,H,2022-11-12
46,2022020214,R,2022-11-10
47,2022020182,R,2022-11-05
48,2022020149,R,2022-11-01
49,2022020130,H,2022-10-29
50,2022020112,H,2022-10-27
51,2022020083,R,2022-10-22
52,2022020053,R,2022-10-18
53,2022020026,H,2022-10-15
54,2022020012,H,2022-10-13
