,gameId,homeRoadFlag,gameDate
0,2011021078,R,2012-03-18
1,2011021049,R,2012-03-14
2,2011021027,H,2012-03-11
3,2011021020,R,2012-03-10
4,2011021002,H,2012-03-08
5,2011020941,H,2012-02-28
6,2011020926,R,2012-02-26
7,2011020806,H,2012-02-09
8,2011020789,H,2012-02-07
9,2011020766,R,2012-02-03
10,2011020753,R,2012-02-01
11,2011020726,R,2012-01-24
12,2011020704,R,2012-01-21
13,2011020676,H,2012-01-17
14,2011020654,H,2012-01-14
15,2011020643,H,2012-01-13
16,2011020625,R,2012-01-10
17,2011020613,R,2012-01-08
18,2011020601,R,2012-01-07
19,2011020592,R,2012-01-05
20,2011020503,R,2011-12-22
21,2011020453,H,2011-12-15
22,2011020442,H,2011-12-13
23,2011020427,H,2011-12-10
24,2011020410,H,2011-12-08
25,2011020394,R,2011-12-06
26,2011020370,R,2011-12-02
27,2011020362,R,2011-12-01
28,2011020352,R,2011-11-29
29,2011020338,H,2011-11-27
30,2011020321,H,2011-11-25
31,2011020301,R,2011-11-23
32,2011020293,H,2011-11-21
33,2011020282,R,2011-11-19
34,2011020260,R,2011-11-17
35,2011020016,R,2011-10-08
