,gameId,homeRoadFlag,gameDate
0,2022021311,R,2023-04-13
1,2022021284,R,2023-04-10
2,2022021238,H,2023-04-04
3,2022021168,R,2023-03-26
4,2022021114,R,2023-03-19
5,2022020914,R,2023-02-21
6,2022020853,H,2023-02-13
7,2022020826,R,2023-02-09
8,2022020810,R,2023-02-06
9,2022020787,H,2023-01-27
10,2022020765,H,2023-01-24
11,2022020731,H,2023-01-20
12,2022020715,H,2023-01-18
13,2022020692,R,2023-01-15
14,2022020667,R,2023-01-12
15,2022020638,R,2023-01-08
16,2022020619,H,2023-01-05
17,2022020570,R,2022-12-29
18,2022020542,R,2022-12-23
19,2022020402,H,2022-12-05
