,gameId,homeRoadFlag,gameDate
0,2008021218,R,2009-04-11
1,2008021189,R,2009-04-07
2,2008021137,H,2009-03-31
3,2008021117,R,2009-03-28
4,2008020980,R,2009-03-08
5,2008020941,H,2009-03-03
6,2008020889,R,2009-02-22
7,2008020830,R,2009-02-14
8,2008020777,H,2009-02-07
9,2008020598,H,2009-01-08
10,2008020585,H,2009-01-06
11,2008020555,H,2009-01-01
12,2008020527,R,2008-12-28
13,2008020487,R,2008-12-21
14,2008020474,H,2008-12-20
15,2008020460,H,2008-12-18
16,2008020431,H,2008-12-13
17,2008020407,R,2008-12-10
18,2008020385,R,2008-12-06
19,2008020336,H,2008-11-29
20,2008020323,H,2008-11-28
21,2008020268,H,2008-11-19
22,2008020228,H,2008-11-13
23,2008020196,H,2008-11-08
24,2008020105,H,2008-10-25
25,2008020082,R,2008-10-21
26,2008020065,R,2008-10-18
27,2008020025,R,2008-10-11
