,gameId,homeRoadFlag,gameDate
0,2024021027,H,2025-03-11
1,2024021013,H,2025-03-09
2,2024020977,H,2025-03-04
3,2024020956,R,2025-03-01
4,2024020864,H,2025-02-06
5,2024020816,H,2025-01-30
6,2024020809,R,2025-01-29
7,2024020772,R,2025-01-24
8,2024020698,R,2025-01-14
9,2024020644,H,2025-01-07
10,2024020635,R,2025-01-05
11,2024020414,H,2024-12-05
12,2024020362,H,2024-11-29
13,2024020338,H,2024-11-25
14,2024020302,H,2024-11-20
15,2024020278,H,2024-11-16
16,2024020258,R,2024-11-14
17,2024020210,R,2024-11-07
18,2024020108,R,2024-10-23
19,2024020071,R,2024-10-17
20,2024020035,R,2024-10-12
