,gameId,homeRoadFlag,gameDate
0,2024021019,R,2025-03-09
1,2024020979,H,2025-03-04
2,2024020897,R,2025-02-22
3,2024020889,R,2025-02-08
4,2024020840,H,2025-02-02
5,2024020783,R,2025-01-25
6,2024020724,R,2025-01-18
7,2024020685,R,2025-01-12
8,2024020657,R,2025-01-09
9,2024020595,H,2024-12-31
10,2024020556,R,2024-12-23
11,2024020508,H,2024-12-18
12,2024020395,R,2024-12-02
13,2024020357,R,2024-11-27
14,2024020291,H,2024-11-18
15,2024020230,R,2024-11-09
16,2024020174,R,2024-11-02
17,2024020109,R,2024-10-24
18,2024020066,R,2024-10-17
19,2024020039,H,2024-10-13
