,gameId,homeRoadFlag,gameDate
0,2024021045,H,2025-03-13
1,2024021026,R,2025-03-11
2,2024020990,R,2025-03-06
3,2024020976,R,2025-03-04
4,2024020948,H,2025-03-01
5,2024020924,H,2025-02-25
6,2024020902,H,2025-02-22
7,2024020882,H,2025-02-08
8,2024020865,H,2025-02-06
9,2024020846,R,2025-02-04
10,2024020840,R,2025-02-02
11,2024020820,R,2025-01-30
12,2024020782,H,2025-01-25
13,2024020757,R,2025-01-22
14,2024020745,R,2025-01-20
15,2024020711,H,2025-01-16
16,2024020660,H,2025-01-09
17,2024020645,R,2025-01-07
18,2024020625,H,2025-01-04
19,2024020606,H,2025-01-02
20,2024020594,H,2024-12-31
21,2024020561,H,2024-12-27
22,2024020535,R,2024-12-21
23,2024020514,H,2024-12-19
24,2024020491,R,2024-12-15
25,2024020449,H,2024-12-10
26,2024020439,R,2024-12-08
27,2024020422,R,2024-12-06
28,2024020404,R,2024-12-03
29,2024020390,R,2024-12-01
30,2024020368,H,2024-11-29
31,2024020355,H,2024-11-27
32,2024020328,H,2024-11-23
33,2024020311,H,2024-11-21
34,2024020288,R,2024-11-18
35,2024020267,H,2024-11-15
36,2024020251,R,2024-11-12
37,2024020234,R,2024-11-09
38,2024020204,R,2024-11-05
39,2024020171,H,2024-11-01
40,2024020155,H,2024-10-30
41,2024020142,H,2024-10-28
42,2024020051,H,2024-10-15
43,2024020018,R,2024-10-10
