,gameId,homeRoadFlag,gameDate
0,2019020989,H,2020-02-27
1,2019020906,R,2020-02-16
2,2019020841,R,2020-02-07
3,2019020785,R,2020-01-31
4,2019020767,R,2020-01-22
5,2019020759,R,2020-01-20
6,2019020749,H,2020-01-18
7,2019020740,H,2020-01-17
8,2019020717,R,2020-01-14
9,2019020705,H,2020-01-12
10,2019020657,R,2020-01-05
11,2019020595,R,2019-12-28
12,2019020566,H,2019-12-22
13,2019020379,H,2019-11-27
14,2019020363,H,2019-11-24
15,2019020337,R,2019-11-21
16,2019020313,R,2019-11-16
17,2019020235,R,2019-11-06
18,2019020222,H,2019-11-04
19,2019020199,R,2019-11-01
20,2019020184,H,2019-10-29
21,2019020159,H,2019-10-25
22,2019020137,H,2019-10-22
23,2019020103,R,2019-10-17
24,2019020066,H,2019-10-12
25,2019020040,H,2019-10-08
26,2019020025,R,2019-10-05
