,gameId,homeRoadFlag,gameDate
0,2015021212,H,2016-04-07
1,2015021197,H,2016-04-05
2,2015021176,R,2016-04-02
3,2015021160,R,2016-03-31
4,2015021138,R,2016-03-28
5,2015021126,H,2016-03-26
6,2015021064,H,2016-03-18
7,2015021050,H,2016-03-16
8,2015021035,H,2016-03-14
9,2015021017,H,2016-03-11
10,2015021003,H,2016-03-09
11,2015020990,H,2016-03-07
12,2015020970,R,2016-03-05
13,2015020943,R,2016-03-01
14,2015020928,H,2016-02-27
15,2015020913,H,2016-02-25
16,2015020901,R,2016-02-23
17,2015020841,H,2016-02-15
18,2015020152,H,2015-10-30
19,2015020134,R,2015-10-28
20,2015020121,R,2015-10-26
21,2015020119,R,2015-10-25
