,gameId,homeRoadFlag,gameDate
0,2024021054,R,2025-03-14
1,2024021038,H,2025-03-12
2,2024021024,H,2025-03-10
3,2024020999,R,2025-03-07
4,2024020988,R,2025-03-06
5,2024020958,H,2025-03-01
6,2024020942,H,2025-02-27
7,2024020929,H,2025-02-25
8,2024020915,H,2025-02-23
9,2024020890,R,2025-02-09
10,2024020878,R,2025-02-08
11,2024020854,H,2025-02-04
12,2024020825,H,2025-01-31
13,2024020790,R,2025-01-26
14,2024020766,R,2025-01-23
15,2024020717,H,2025-01-16
16,2024020704,H,2025-01-14
17,2024020668,H,2025-01-10
18,2024020652,H,2025-01-08
19,2024020628,R,2025-01-04
20,2024020611,R,2025-01-02
21,2024020588,R,2024-12-30
22,2024020564,H,2024-12-27
23,2024020556,H,2024-12-23
24,2024020526,R,2024-12-20
25,2024020510,H,2024-12-18
26,2024020487,R,2024-12-14
27,2024020469,R,2024-12-12
28,2024020454,H,2024-12-10
29,2024020426,R,2024-12-07
30,2024020395,H,2024-12-02
31,2024020375,H,2024-11-29
32,2024020346,R,2024-11-26
33,2024020333,R,2024-11-24
34,2024020326,R,2024-11-23
35,2024020306,R,2024-11-21
36,2024020292,H,2024-11-18
37,2024020270,H,2024-11-15
38,2024020254,H,2024-11-13
39,2024020201,R,2024-11-05
40,2024020115,H,2024-10-24
41,2024020104,H,2024-10-22
42,2024020044,R,2024-10-14
