,gameId,homeRoadFlag,gameDate
0,2023021296,R,2024-04-16
1,2023020942,R,2024-02-29
2,2023020918,R,2024-02-25
3,2023020874,H,2024-02-19
4,2023020862,R,2024-02-17
5,2023020741,R,2024-01-24
6,2023020574,H,2024-01-02
7,2023020546,H,2023-12-29
8,2023020397,R,2023-12-07
9,2023020371,R,2023-12-03
10,2023020321,H,2023-11-27
11,2023020268,R,2023-11-19
12,2023020210,R,2023-11-11
13,2023020194,H,2023-11-09
14,2023020176,R,2023-11-06
15,2023020120,H,2023-10-28
16,2023020063,H,2023-10-20
17,2023020035,H,2023-10-16
18,2023020022,H,2023-10-14
