,gameId,homeRoadFlag,gameDate
0,2019021055,H,2020-03-07
1,2019021011,H,2020-03-01
2,2019020872,R,2020-02-11
3,2019020810,H,2020-02-03
4,2019020796,R,2020-02-01
5,2019020698,R,2020-01-11
6,2019020635,R,2020-01-02
7,2019020623,R,2019-12-31
8,2019020584,H,2019-12-27
9,2019020574,R,2019-12-23
10,2019020565,H,2019-12-22
11,2019020504,R,2019-12-14
12,2019020483,R,2019-12-10
13,2019020420,H,2019-12-02
14,2019020391,R,2019-11-29
15,2019020381,H,2019-11-27
16,2019020366,H,2019-11-25
17,2019020347,R,2019-11-22
18,2019020332,H,2019-11-20
19,2019020306,R,2019-11-16
20,2019020287,R,2019-11-14
21,2019020263,H,2019-11-10
22,2019020241,R,2019-11-07
23,2019020235,H,2019-11-06
24,2019020174,H,2019-10-27
25,2019020147,H,2019-10-24
26,2019020124,H,2019-10-20
27,2019020109,R,2019-10-18
28,2019020061,H,2019-10-12
29,2019020006,H,2019-10-03
