,gameId,homeRoadFlag,gameDate
0,2024021059,H,2025-03-15
1,2024021040,H,2025-03-13
2,2024021007,R,2025-03-08
3,2024020985,R,2025-03-05
4,2024020971,H,2025-03-03
5,2024020945,R,2025-02-28
6,2024020918,R,2025-02-25
7,2024020900,H,2025-02-22
8,2024020869,R,2025-02-06
9,2024020459,H,2024-12-12
10,2024020446,R,2024-12-10
11,2024020419,H,2024-12-06
12,2024020394,H,2024-12-02
13,2024020352,R,2024-11-27
14,2024020274,H,2024-11-16
15,2024020245,H,2024-11-12
16,2024020220,H,2024-11-08
17,2024020195,H,2024-11-05
18,2024020189,R,2024-11-03
19,2024020143,R,2024-10-28
20,2024020125,R,2024-10-26
21,2024020091,H,2024-10-21
22,2024020079,H,2024-10-19
23,2024020058,H,2024-10-16
24,2024020026,H,2024-10-12
25,2024020006,R,2024-10-09
