,gameId,homeRoadFlag,gameDate
0,2018021262,H,2019-04-06
1,2018021221,H,2019-04-01
2,2018021204,R,2019-03-30
3,2018021192,R,2019-03-28
4,2018021169,R,2019-03-25
5,2018021136,H,2019-03-21
6,2018021033,R,2019-03-07
7,2018021022,R,2019-03-05
8,2018021013,H,2019-03-03
9,2018020989,R,2019-02-28
10,2018020977,R,2019-02-26
11,2018020966,R,2019-02-25
12,2018020948,H,2019-02-23
13,2018020865,H,2019-02-12
14,2018020858,H,2019-02-10
15,2018020848,R,2019-02-09
16,2018020824,H,2019-02-07
17,2018020782,H,2019-02-01
18,2018020758,H,2019-01-21
19,2018020733,H,2019-01-18
20,2018020703,R,2019-01-13
21,2018020685,R,2019-01-11
22,2018020660,R,2019-01-08
23,2018020623,R,2019-01-03
24,2018020606,R,2018-12-31
25,2018020580,H,2018-12-28
26,2018020547,R,2018-12-22
27,2018020531,R,2018-12-20
28,2018020517,R,2018-12-18
29,2018020497,H,2018-12-15
30,2018020470,R,2018-12-11
31,2018020450,H,2018-12-08
32,2018020430,H,2018-12-06
33,2018020417,H,2018-12-04
34,2018020342,R,2018-11-23
35,2018020325,R,2018-11-21
36,2018020296,R,2018-11-17
37,2018020280,R,2018-11-15
38,2018020267,R,2018-11-13
39,2018020248,H,2018-11-10
40,2018020228,H,2018-11-08
41,2018020192,R,2018-11-02
42,2018020019,R,2018-10-06
