,gameId,homeRoadFlag,gameDate
0,2024021044,R,2025-03-13
1,2024021002,R,2025-03-07
2,2024020987,R,2025-03-05
3,2024020964,R,2025-03-02
4,2024020957,H,2025-03-01
5,2024020926,H,2025-02-25
6,2024020910,H,2025-02-23
7,2024020883,H,2025-02-08
8,2024020851,H,2025-02-04
9,2024020841,R,2025-02-02
10,2024020796,H,2025-01-27
11,2024020783,H,2025-01-25
12,2024020743,R,2025-01-20
13,2024020734,R,2025-01-18
14,2024020700,H,2025-01-14
15,2024020677,H,2025-01-11
16,2024020646,R,2025-01-07
17,2024020617,H,2025-01-03
18,2024020592,R,2024-12-31
19,2024020582,H,2024-12-29
20,2024020548,R,2024-12-23
21,2024020512,R,2024-12-19
22,2024020501,H,2024-12-17
23,2024020483,R,2024-12-14
24,2024020465,H,2024-12-12
25,2024020435,R,2024-12-07
26,2024020417,R,2024-12-05
27,2024020381,H,2024-11-30
28,2024020348,R,2024-11-27
29,2024020330,R,2024-11-23
30,2024020312,H,2024-11-21
31,2024020296,H,2024-11-19
32,2024020272,R,2024-11-16
33,2024020257,R,2024-11-14
34,2024020248,H,2024-11-12
35,2024020229,H,2024-11-09
36,2024020199,H,2024-11-05
37,2024020181,H,2024-11-02
38,2024020162,R,2024-10-31
39,2024020150,R,2024-10-29
40,2024020126,R,2024-10-26
41,2024020110,R,2024-10-24
42,2024020099,H,2024-10-22
43,2024020052,H,2024-10-15
44,2024020023,R,2024-10-11
45,2024020003,R,2024-10-08
