,gameId,homeRoadFlag,gameDate
0,2021021207,H,2022-04-29
1,2021021297,H,2022-04-28
2,2021021266,R,2022-04-24
3,2021021163,R,2022-04-12
4,2021021151,H,2022-04-09
5,2021021070,H,2022-03-30
6,2021021057,H,2022-03-28
7,2021021042,R,2022-03-26
8,2021021010,R,2022-03-22
9,2021020989,H,2022-03-19
10,2021020960,H,2022-03-15
11,2021020940,H,2022-03-12
12,2021020913,H,2022-03-09
13,2021020532,R,2022-03-07
14,2021020869,R,2022-03-03
15,2021020853,R,2022-03-01
16,2021020831,R,2022-02-26
17,2021020648,H,2022-02-20
18,2021020681,R,2022-02-19
19,2021020808,R,2022-02-02
20,2021020791,R,2022-01-31
21,2021020766,H,2022-01-27
22,2021020750,R,2022-01-25
23,2021020730,H,2022-01-22
24,2021020709,H,2022-01-20
25,2021020585,R,2022-01-03
26,2021020569,R,2022-01-01
27,2021020448,H,2021-12-14
28,2021020426,H,2021-12-11
29,2021020396,H,2021-12-07
30,2021020381,H,2021-12-05
31,2021020350,H,2021-12-01
32,2021020324,R,2021-11-27
33,2021020300,R,2021-11-24
34,2021020241,R,2021-11-16
35,2021020228,R,2021-11-14
36,2021020195,R,2021-11-11
37,2021020158,H,2021-11-05
38,2021020146,H,2021-11-03
39,2021020134,H,2021-11-01
40,2021020124,R,2021-10-30
41,2021020101,H,2021-10-27
42,2021020065,R,2021-10-22
43,2021020061,R,2021-10-21
44,2021020049,H,2021-10-19
