,gameId,homeRoadFlag,gameDate
0,2009021102,R,2010-03-25
1,2009021006,R,2010-03-13
2,2009020971,H,2010-03-07
3,2009020952,H,2010-03-05
4,2009020938,H,2010-03-03
5,2009020925,R,2010-03-02
6,2009020854,H,2010-02-05
7,2009020837,H,2010-02-03
8,2009020811,R,2010-01-30
9,2009020800,R,2010-01-28
10,2009020785,R,2010-01-26
11,2009020770,R,2010-01-23
12,2009020737,R,2010-01-19
13,2009020707,R,2010-01-16
14,2009020700,H,2010-01-14
15,2009020668,R,2010-01-09
16,2009020635,H,2010-01-05
17,2009020618,R,2010-01-02
18,2009020607,H,2009-12-31
19,2009020587,R,2009-12-29
20,2009020564,R,2009-12-26
21,2009020542,H,2009-12-22
22,2009020529,H,2009-12-20
23,2009020500,H,2009-12-16
24,2009020460,R,2009-12-11
25,2009020448,H,2009-12-09
26,2009020412,H,2009-12-04
27,2009020391,H,2009-12-01
28,2009020379,R,2009-11-28
29,2009020359,R,2009-11-27
30,2009020352,R,2009-11-25
31,2009020324,R,2009-11-21
32,2009020305,R,2009-11-19
33,2009020282,H,2009-11-15
34,2009020267,H,2009-11-13
35,2009020252,H,2009-11-11
36,2009020240,H,2009-11-09
37,2009020215,R,2009-11-05
38,2009020176,H,2009-10-30
39,2009020169,R,2009-10-29
40,2009020150,H,2009-10-26
41,2009020140,H,2009-10-24
42,2009020102,H,2009-10-17
43,2009020085,R,2009-10-15
44,2009020071,H,2009-10-12
45,2009020058,H,2009-10-10
46,2009020041,R,2009-10-08
47,2009020007,H,2009-10-02
