,gameId,homeRoadFlag,gameDate
0,2014021204,H,2015-04-09
1,2014021167,R,2015-04-04
2,2014021078,R,2015-03-21
3,2014021060,R,2015-03-19
4,2014021033,R,2015-03-15
5,2014020861,H,2015-02-19
6,2014020847,H,2015-02-17
7,2014020835,R,2015-02-15
8,2014020818,R,2015-02-13
9,2014020801,R,2015-02-10
10,2014020786,R,2015-02-08
11,2014020698,H,2015-01-27
12,2014020684,H,2015-01-20
13,2014020676,R,2015-01-19
14,2014020646,H,2015-01-15
15,2014020613,H,2015-01-10
16,2014020568,R,2015-01-03
17,2014020522,R,2014-12-27
18,2014020507,R,2014-12-23
19,2014020481,R,2014-12-20
20,2014020423,H,2014-12-11
21,2014020348,R,2014-11-29
22,2014020325,R,2014-11-26
23,2014020280,H,2014-11-20
24,2014020252,R,2014-11-15
25,2014020142,R,2014-10-30
26,2014020126,H,2014-10-28
27,2014020111,H,2014-10-25
28,2014020090,R,2014-10-22
29,2014020070,R,2014-10-18
30,2014020024,H,2014-10-11
