,gameId,homeRoadFlag,gameDate
0,2022021306,R,2023-04-13
1,2022021273,H,2023-04-09
2,2022021268,R,2023-04-08
3,2022021206,H,2023-04-01
4,2022021193,R,2023-03-30
5,2022021177,H,2023-03-28
6,2022021099,H,2023-03-18
7,2022021066,H,2023-03-14
8,2022021030,R,2023-03-09
9,2022020848,H,2023-02-12
10,2022020749,H,2023-01-22
11,2022020464,R,2022-12-13
12,2022020337,R,2022-11-26
13,2022020324,H,2022-11-25
14,2022020312,R,2022-11-23
15,2022020238,H,2022-11-13
16,2022020199,H,2022-11-08
17,2022020159,R,2022-11-02
18,2022020091,H,2022-10-23
19,2022020056,R,2022-10-19
