,gameId,homeRoadFlag,gameDate
0,2024021042,R,2025-03-13
1,2024021021,R,2025-03-10
2,2024021011,H,2025-03-08
3,2024020995,H,2025-03-06
4,2024020981,H,2025-03-04
5,2024020937,R,2025-02-27
6,2024020921,R,2025-02-25
7,2024020892,R,2025-02-22
8,2024020874,H,2025-02-07
9,2024020851,R,2025-02-04
10,2024020833,H,2025-02-01
11,2024020819,H,2025-01-30
12,2024020777,H,2025-01-25
13,2024020754,H,2025-01-21
14,2024020735,R,2025-01-18
15,2024020718,R,2025-01-16
16,2024020691,H,2025-01-13
17,2024020658,R,2025-01-09
18,2024020641,R,2025-01-07
19,2024020618,H,2025-01-03
20,2024020601,H,2024-12-31
21,2024020569,R,2024-12-28
22,2024020544,H,2024-12-22
23,2024020518,H,2024-12-19
24,2024020495,H,2024-12-16
25,2024020477,H,2024-12-14
26,2024020453,H,2024-12-10
27,2024020435,H,2024-12-07
28,2024020405,R,2024-12-03
29,2024020385,R,2024-11-30
30,2024020332,H,2024-11-23
31,2024020315,H,2024-11-21
32,2024020294,R,2024-11-19
33,2024020274,R,2024-11-16
34,2024020249,H,2024-11-12
35,2024020235,R,2024-11-09
36,2024020207,H,2024-11-06
37,2024020190,R,2024-11-03
38,2024020142,R,2024-10-28
39,2024020121,H,2024-10-25
40,2024020103,H,2024-10-22
41,2024020077,R,2024-10-19
42,2024020056,H,2024-10-15
43,2024020040,H,2024-10-13
44,2024020008,H,2024-10-09
