,gameId,homeRoadFlag,gameDate
0,2024021001,R,2025-03-07
1,2024020980,R,2025-03-04
2,2024020952,H,2025-03-01
3,2024020938,H,2025-02-27
4,2024020922,R,2025-02-25
5,2024020893,H,2025-02-22
6,2024020871,R,2025-02-07
7,2024020848,H,2025-02-04
8,2024020830,H,2025-02-01
9,2024020811,R,2025-01-29
10,2024020798,R,2025-01-27
11,2024020769,R,2025-01-23
12,2024020748,R,2025-01-20
13,2024020720,R,2025-01-17
14,2024020671,H,2025-01-11
15,2024020658,H,2025-01-09
16,2024020634,R,2025-01-05
17,2024020593,R,2024-12-31
18,2024020581,H,2024-12-29
19,2024020499,H,2024-12-17
20,2024020421,R,2024-12-06
21,2024020380,H,2024-11-30
22,2024020326,H,2024-11-23
23,2024020279,H,2024-11-16
24,2024020252,H,2024-11-13
25,2024020241,H,2024-11-11
26,2024020214,R,2024-11-07
27,2024020198,R,2024-11-05
28,2024020180,H,2024-11-02
29,2024020163,H,2024-10-31
30,2024020133,R,2024-10-26
31,2024020102,R,2024-10-22
32,2024020088,R,2024-10-20
