,gameId,homeRoadFlag,gameDate
0,2012020622,R,2013-04-14
1,2012020614,R,2013-04-13
2,2012020535,H,2013-04-02
3,2012020502,H,2013-03-29
4,2012020484,H,2013-03-26
5,2012020456,R,2013-03-23
6,2012020438,R,2013-03-20
7,2012020411,H,2013-03-16
8,2012020321,R,2013-03-04
9,2012020303,R,2013-03-02
10,2012020290,R,2013-02-28
11,2012020279,H,2013-02-26
12,2012020267,R,2013-02-24
13,2012020257,R,2013-02-23
14,2012020193,H,2013-02-14
15,2012020169,R,2013-02-10
16,2012020113,H,2013-02-02
17,2012020028,R,2013-01-22
