,gameId,homeRoadFlag,gameDate
0,2024021064,H,2025-03-15
1,2024021047,H,2025-03-13
2,2024021034,H,2025-03-11
3,2024021010,H,2025-03-08
4,2024020987,H,2025-03-05
5,2024020972,R,2025-03-03
6,2024020946,R,2025-02-28
7,2024020917,H,2025-02-24
8,2024020904,H,2025-02-22
9,2024020861,H,2025-02-05
10,2024020832,R,2025-02-01
11,2024020808,R,2025-01-29
12,2024020794,R,2025-01-27
13,2024020782,R,2025-01-25
14,2024020760,H,2025-01-22
15,2024020736,R,2025-01-18
16,2024020719,R,2025-01-16
17,2024020691,R,2025-01-13
18,2024020667,R,2025-01-10
19,2024020629,H,2025-01-04
20,2024020602,H,2025-01-01
21,2024020569,H,2024-12-28
22,2024020528,R,2024-12-21
23,2024020513,R,2024-12-19
24,2024020499,R,2024-12-17
25,2024020475,R,2024-12-14
26,2024020450,R,2024-12-10
27,2024020434,H,2024-12-07
28,2024020255,R,2024-11-13
29,2024020242,R,2024-11-11
30,2024020218,H,2024-11-07
31,2024020192,R,2024-11-04
32,2024020176,H,2024-11-02
33,2024020160,H,2024-10-30
34,2024020124,H,2024-10-26
35,2024020043,R,2024-10-14
36,2024020024,R,2024-10-12
37,2024020012,R,2024-10-10
