,gameId,homeRoadFlag,gameDate
0,2024021015,H,2025-03-09
1,2024020942,R,2025-02-27
2,2024020894,R,2025-02-22
3,2024020845,R,2025-02-04
4,2024020813,R,2025-01-30
5,2024020784,H,2025-01-25
6,2024020741,R,2025-01-20
7,2024020733,R,2025-01-18
8,2024020683,R,2025-01-11
9,2024020646,H,2025-01-07
10,2024020605,R,2025-01-02
11,2024020526,H,2024-12-20
12,2024020509,H,2024-12-18
13,2024020476,H,2024-12-14
14,2024020467,H,2024-12-12
15,2024020434,R,2024-12-07
16,2024020363,H,2024-11-29
17,2024020315,R,2024-11-21
18,2024020219,R,2024-11-07
19,2024020153,R,2024-10-29
20,2024020112,R,2024-10-24
21,2024020033,H,2024-10-12
