,gameId,homeRoadFlag,gameDate
0,2024021022,R,2025-03-10
1,2024020998,R,2025-03-07
2,2024020948,R,2025-03-01
3,2024020935,H,2025-02-27
4,2024020928,R,2025-02-25
5,2024020894,H,2025-02-22
6,2024020877,H,2025-02-08
7,2024020857,R,2025-02-04
8,2024020834,R,2025-02-01
9,2024020794,H,2025-01-27
10,2024020781,H,2025-01-25
11,2024020762,H,2025-01-23
12,2024020727,R,2025-01-18
13,2024020710,R,2025-01-16
14,2024020684,H,2025-01-12
15,2024020664,H,2025-01-10
16,2024020642,H,2025-01-07
17,2024020606,R,2025-01-02
18,2024020559,H,2024-12-27
19,2024020548,H,2024-12-23
20,2024020522,H,2024-12-20
21,2024020462,R,2024-12-12
22,2024020388,H,2024-12-01
23,2024020365,H,2024-11-29
24,2024020350,H,2024-11-27
25,2024020324,H,2024-11-23
26,2024020293,R,2024-11-18
27,2024020282,R,2024-11-16
28,2024020252,R,2024-11-13
29,2024020220,R,2024-11-08
30,2024020206,R,2024-11-06
31,2024020179,H,2024-11-02
32,2024020136,H,2024-10-27
33,2024020111,H,2024-10-24
34,2024020063,H,2024-10-17
35,2024020028,H,2024-10-12
36,2024020014,H,2024-10-10
