,gameId,homeRoadFlag,gameDate
0,2022021272,H,2023-04-08
1,2022021255,R,2023-04-06
2,2022021237,H,2023-04-04
3,2022021214,R,2023-04-01
4,2022021169,H,2023-03-26
5,2022021119,H,2023-03-20
6,2022021089,H,2023-03-16
7,2022021052,H,2023-03-11
8,2022021011,H,2023-03-06
9,2022020982,H,2023-03-02
10,2022020961,R,2023-02-28
11,2022020950,R,2023-02-26
12,2022020923,R,2023-02-23
13,2022020913,R,2023-02-21
14,2022020882,R,2023-02-17
15,2022020854,H,2023-02-13
16,2022020845,H,2023-02-11
17,2022020802,R,2023-01-31
18,2022020781,R,2023-01-27
19,2022020757,R,2023-01-24
20,2022020747,R,2023-01-22
21,2022020742,R,2023-01-21
22,2022020729,H,2023-01-19
23,2022020661,H,2023-01-11
24,2022020647,H,2023-01-09
25,2022020635,R,2023-01-07
26,2022020621,H,2023-01-05
27,2022020608,H,2023-01-03
28,2022020571,R,2022-12-29
29,2022020557,H,2022-12-27
30,2022020531,H,2022-12-22
31,2022020516,H,2022-12-20
32,2022020496,H,2022-12-17
33,2022020472,R,2022-12-15
34,2022020457,R,2022-12-13
35,2022020439,R,2022-12-10
36,2022020406,R,2022-12-06
