,gameId,homeRoadFlag,gameDate
0,2018021266,R,2019-04-06
1,2018021255,H,2019-04-05
2,2018021240,H,2019-04-03
3,2018021016,R,2019-03-03
4,2018020958,H,2019-02-24
5,2018020925,R,2019-02-20
6,2018020912,H,2019-02-18
7,2018020900,H,2019-02-16
8,2018020883,H,2019-02-14
9,2018020857,H,2019-02-10
10,2018020820,R,2019-02-05
11,2018020781,R,2019-02-01
12,2018020762,H,2019-01-22
13,2018020707,R,2019-01-14
14,2018020650,R,2019-01-06
15,2018020612,H,2019-01-01
16,2018020562,H,2018-12-23
17,2018020536,R,2018-12-20
18,2018020522,H,2018-12-18
19,2018020509,H,2018-12-16
20,2018020473,R,2018-12-11
21,2018020404,R,2018-12-01
22,2018020374,H,2018-11-27
23,2018020351,R,2018-11-24
24,2018020261,R,2018-11-12
25,2018020188,R,2018-11-01
26,2018020162,H,2018-10-28
27,2018020116,H,2018-10-21
28,2018020068,H,2018-10-13
29,2018020056,R,2018-10-11
30,2018020030,H,2018-10-07
31,2018020024,R,2018-10-06
32,2018020009,R,2018-10-04
