,gameId,homeRoadFlag,gameDate
0,2024020986,R,2025-03-05
1,2024020959,H,2025-03-01
2,2024020899,R,2025-02-22
3,2024020856,H,2025-02-04
4,2024020818,R,2025-01-30
5,2024020787,H,2025-01-25
6,2024020769,H,2025-01-23
7,2024020725,R,2025-01-18
8,2024020697,R,2025-01-14
9,2024020675,R,2025-01-11
10,2024020661,R,2025-01-09
11,2024020648,H,2025-01-07
12,2024020636,H,2025-01-05
13,2024020609,R,2025-01-02
14,2024020557,R,2024-12-23
15,2024020527,H,2024-12-20
16,2024020481,R,2024-12-14
17,2024020458,R,2024-12-11
18,2024020424,H,2024-12-06
19,2024020408,H,2024-12-04
20,2024020370,H,2024-11-29
21,2024020360,R,2024-11-27
22,2024020317,H,2024-11-22
23,2024020298,R,2024-11-19
24,2024020271,H,2024-11-15
25,2024020238,H,2024-11-10
