,gameId,homeRoadFlag,gameDate
0,2013021229,R,2014-04-13
1,2013021211,R,2014-04-11
2,2013021189,R,2014-04-08
3,2013021030,R,2014-03-18
4,2013021003,H,2014-03-14
5,2013020940,R,2014-03-06
6,2013020884,H,2014-02-26
7,2013020878,R,2014-02-08
8,2013020840,R,2014-02-03
9,2013020753,H,2014-01-21
10,2013020646,H,2014-01-06
11,2013020572,R,2013-12-27
12,2013020519,R,2013-12-17
13,2013020453,R,2013-12-08
14,2013020436,R,2013-12-06
15,2013020387,R,2013-11-29
16,2013020281,R,2013-11-14
17,2013020243,H,2013-11-08
18,2013020209,H,2013-11-02
19,2013020127,R,2013-10-21
20,2013020112,R,2013-10-19
21,2013020048,R,2013-10-10
