,gameId,homeRoadFlag,gameDate
0,2022021306,H,2023-04-13
1,2022021281,H,2023-04-10
2,2022021254,R,2023-04-06
3,2022021211,H,2023-04-01
4,2022021182,H,2023-03-28
5,2022021155,R,2023-03-25
6,2022021117,R,2023-03-20
7,2022021106,R,2023-03-18
8,2022021085,R,2023-03-16
9,2022021070,H,2023-03-14
10,2022021022,R,2023-03-08
11,2022021009,H,2023-03-06
12,2022020966,R,2023-02-28
13,2022020687,H,2023-01-14
14,2022020640,H,2023-01-08
15,2022020625,H,2023-01-06
16,2022020605,H,2023-01-03
17,2022020583,R,2022-12-31
18,2022020568,R,2022-12-29
19,2022020540,H,2022-12-23
20,2022020152,H,2022-11-01
21,2022020140,H,2022-10-30
22,2022020116,H,2022-10-27
23,2022020103,H,2022-10-25
24,2022020087,H,2022-10-23
25,2022020072,H,2022-10-21
26,2022020019,R,2022-10-13
