,gameId,homeRoadFlag,gameDate
0,2015020817,R,2016-02-11
1,2015020773,H,2016-02-05
2,2015020758,H,2016-02-03
3,2015020742,H,2016-01-27
4,2015020729,R,2016-01-25
5,2015020722,R,2016-01-24
6,2015020696,R,2016-01-21
7,2015020631,H,2016-01-11
8,2015020605,H,2016-01-07
9,2015020595,H,2016-01-05
10,2015020577,R,2016-01-02
11,2015020562,H,2015-12-31
12,2015020548,H,2015-12-29
13,2015020534,H,2015-12-27
14,2015020514,H,2015-12-22
15,2015020496,R,2015-12-20
16,2015020484,R,2015-12-19
17,2015020474,R,2015-12-17
18,2015020459,R,2015-12-15
19,2015020416,H,2015-12-08
20,2015020385,H,2015-12-04
21,2015020366,H,2015-12-01
22,2015020341,R,2015-11-27
23,2015020316,R,2015-11-24
24,2015020291,H,2015-11-20
25,2015020274,H,2015-11-17
26,2015020260,R,2015-11-15
27,2015020243,R,2015-11-13
28,2015020235,R,2015-11-12
29,2015020222,R,2015-11-10
30,2015020209,H,2015-11-07
31,2015020190,H,2015-11-05
32,2015020178,R,2015-11-03
33,2015020163,R,2015-10-31
34,2015020087,H,2015-10-20
35,2015020061,R,2015-10-16
36,2015020003,H,2015-10-07
