,gameId,homeRoadFlag,gameDate
0,2024021024,R,2025-03-10
1,2024020985,R,2025-03-05
2,2024020961,R,2025-03-02
3,2024020912,R,2025-02-23
4,2024020884,R,2025-02-08
5,2024020853,R,2025-02-04
6,2024020833,R,2025-02-01
7,2024020807,H,2025-01-29
8,2024020780,R,2025-01-25
9,2024020744,H,2025-01-20
10,2024020726,R,2025-01-18
11,2024020707,H,2025-01-16
12,2024020693,H,2025-01-14
13,2024020659,R,2025-01-09
14,2024020644,R,2025-01-07
15,2024020623,H,2025-01-04
16,2024020607,R,2025-01-02
17,2024020590,H,2024-12-31
18,2024020559,R,2024-12-27
19,2024020546,H,2024-12-23
20,2024020532,H,2024-12-21
21,2024020508,R,2024-12-18
22,2024020479,R,2024-12-14
23,2024020459,H,2024-12-12
24,2024020433,R,2024-12-07
25,2024020406,H,2024-12-04
26,2024020378,R,2024-11-30
27,2024020333,H,2024-11-24
28,2024020301,H,2024-11-20
29,2024020253,R,2024-11-13
30,2024020227,H,2024-11-09
31,2024020181,R,2024-11-02
32,2024020161,H,2024-10-31
33,2024020110,H,2024-10-24
