,gameId,homeRoadFlag,gameDate
0,2024021055,R,2025-03-15
1,2024021045,R,2025-03-13
2,2024021018,H,2025-03-09
3,2024020985,H,2025-03-05
4,2024020966,H,2025-03-02
5,2024020905,H,2025-02-22
6,2024020863,R,2025-02-06
7,2024020839,R,2025-02-02
8,2024020805,H,2025-01-28
9,2024020793,H,2025-01-26
10,2024020774,R,2025-01-24
11,2024020743,H,2025-01-20
12,2024020721,R,2025-01-17
13,2024020688,H,2025-01-12
14,2024020663,H,2025-01-09
15,2024020630,H,2025-01-04
16,2024020591,H,2024-12-31
17,2024020565,R,2024-12-27
18,2024020557,H,2024-12-23
19,2024020519,H,2024-12-19
20,2024020477,R,2024-12-14
21,2024020468,R,2024-12-12
22,2024020423,H,2024-12-06
23,2024020405,H,2024-12-03
24,2024020374,H,2024-11-29
25,2024020358,R,2024-11-27
26,2024020322,R,2024-11-23
27,2024020301,R,2024-11-20
28,2024020270,R,2024-11-15
29,2024020256,R,2024-11-13
30,2024020244,H,2024-11-11
31,2024020223,R,2024-11-08
32,2024020207,R,2024-11-06
33,2024020183,H,2024-11-02
34,2024020147,H,2024-10-28
35,2024020118,H,2024-10-25
36,2024020064,R,2024-10-17
37,2024020049,R,2024-10-15
38,2024020023,H,2024-10-11
39,2024020010,H,2024-10-09
