,gameId,homeRoadFlag,gameDate
0,2015020774,R,2016-02-05
1,2015020754,H,2016-02-02
2,2015020737,R,2016-01-26
3,2015020667,H,2016-01-16
4,2015020550,H,2015-12-29
5,2015020532,R,2015-12-27
6,2015020476,H,2015-12-17
7,2015020442,H,2015-12-12
8,2015020433,H,2015-12-11
9,2015020398,R,2015-12-06
10,2015020377,R,2015-12-03
11,2015020351,H,2015-11-28
12,2015020299,R,2015-11-21
13,2015020261,R,2015-11-16
14,2015020215,R,2015-11-09
15,2015020208,H,2015-11-07
16,2015020153,H,2015-10-30
17,2015020109,R,2015-10-24
18,2015020057,H,2015-10-15
