,gameId,homeRoadFlag,gameDate
0,2022021165,H,2023-03-26
1,2022021134,R,2023-03-22
2,2022021072,H,2023-03-14
3,2022021041,R,2023-03-11
4,2022021004,H,2023-03-05
5,2022020970,R,2023-03-01
6,2022020952,H,2023-02-26
7,2022020901,H,2023-02-19
8,2022020892,R,2023-02-18
9,2022020865,H,2023-02-15
10,2022020830,R,2023-02-10
11,2022020796,R,2023-01-28
12,2022020763,H,2023-01-24
13,2022020740,R,2023-01-21
14,2022020710,H,2023-01-17
15,2022020685,R,2023-01-14
16,2022020625,R,2023-01-06
17,2022020554,H,2022-12-27
18,2022020492,H,2022-12-17
19,2022020416,R,2022-12-07
20,2022020341,R,2022-11-27
21,2022020297,R,2022-11-21
22,2022020239,R,2022-11-13
23,2022020172,H,2022-11-03
24,2022020141,H,2022-10-30
25,2022020098,R,2022-10-25
26,2022020060,R,2022-10-20
