,gameId,homeRoadFlag,gameDate
0,2024021055,H,2025-03-15
1,2024021036,R,2025-03-12
2,2024021021,H,2025-03-10
3,2024021006,R,2025-03-08
4,2024020989,R,2025-03-06
5,2024020974,H,2025-03-04
6,2024020953,H,2025-03-01
7,2024020940,R,2025-02-27
8,2024020919,H,2025-02-25
9,2024020895,H,2025-02-22
10,2024020885,R,2025-02-08
11,2024020835,H,2025-02-02
12,2024020822,H,2025-01-31
13,2024020799,H,2025-01-28
14,2024020767,R,2025-01-23
15,2024020755,R,2025-01-21
16,2024020720,H,2025-01-17
17,2024020705,H,2025-01-15
18,2024020670,H,2025-01-11
19,2024020654,R,2025-01-09
20,2024020637,H,2025-01-06
21,2024020610,R,2025-01-02
22,2024020595,R,2024-12-31
23,2024020582,R,2024-12-29
24,2024020558,H,2024-12-27
25,2024020552,R,2024-12-23
26,2024020521,H,2024-12-20
27,2024020497,R,2024-12-17
28,2024020480,R,2024-12-14
29,2024020457,H,2024-12-11
30,2024020426,H,2024-12-07
31,2024020410,H,2024-12-05
32,2024020397,H,2024-12-03
33,2024020364,H,2024-11-29
34,2024020347,H,2024-11-27
35,2024020317,R,2024-11-22
36,2024020305,R,2024-11-20
37,2024020239,H,2024-11-11
38,2024020224,H,2024-11-09
39,2024020213,R,2024-11-07
40,2024020194,H,2024-11-05
41,2024020179,R,2024-11-02
42,2024020140,H,2024-10-28
43,2024020122,H,2024-10-26
44,2024020095,H,2024-10-22
45,2024020085,R,2024-10-19
46,2024020057,R,2024-10-16
47,2024020012,H,2024-10-10
48,2024020001,H,2024-10-04
