,gameId,homeRoadFlag,gameDate
0,2022021304,H,2023-04-13
1,2022021251,R,2023-04-06
2,2022021200,R,2023-03-31
3,2022021156,R,2023-03-25
4,2022021111,H,2023-03-19
5,2022021054,R,2023-03-12
6,2022020976,H,2023-03-02
7,2022020937,R,2023-02-25
8,2022020925,R,2023-02-23
9,2022020890,R,2023-02-18
10,2022020841,R,2023-02-11
11,2022020809,H,2023-02-06
12,2022020784,H,2023-01-27
13,2022020701,R,2023-01-16
14,2022020613,R,2023-01-05
15,2022020591,R,2023-01-01
16,2022020489,R,2022-12-17
17,2022020387,H,2022-12-03
18,2022020362,R,2022-11-30
19,2022020314,R,2022-11-23
20,2022020232,R,2022-11-12
21,2022020190,H,2022-11-06
22,2022020108,R,2022-10-26
23,2022020089,H,2022-10-23
24,2022020023,R,2022-10-14
