,gameId,homeRoadFlag,gameDate
0,2024021057,R,2025-03-15
1,2024021033,R,2025-03-11
2,2024020998,H,2025-03-07
3,2024020967,H,2025-03-03
4,2024020950,H,2025-03-01
5,2024020923,H,2025-02-25
6,2024020893,R,2025-02-22
7,2024020890,H,2025-02-09
8,2024020849,H,2025-02-04
9,2024020831,H,2025-02-01
10,2024020804,R,2025-01-28
11,2024020754,R,2025-01-21
12,2024020729,H,2025-01-18
13,2024020708,R,2025-01-16
14,2024020697,H,2025-01-14
15,2024020679,R,2025-01-11
16,2024020665,H,2025-01-10
17,2024020650,H,2025-01-08
18,2024020620,H,2025-01-04
19,2024020589,H,2024-12-31
20,2024020571,R,2024-12-28
21,2024020541,H,2024-12-22
22,2024020503,R,2024-12-17
23,2024020480,H,2024-12-14
24,2024020430,R,2024-12-07
25,2024020400,H,2024-12-03
26,2024020366,H,2024-11-29
27,2024020335,R,2024-11-25
28,2024020310,H,2024-11-21
29,2024020286,R,2024-11-17
30,2024020253,H,2024-11-13
31,2024020229,R,2024-11-09
32,2024020205,H,2024-11-06
33,2024020177,H,2024-11-02
34,2024020151,H,2024-10-29
35,2024020108,H,2024-10-23
36,2024020080,R,2024-10-19
37,2024020049,H,2024-10-15
