,gameId,homeRoadFlag,gameDate
0,2024021066,H,2025-03-16
1,2024021049,R,2025-03-14
2,2024021036,H,2025-03-12
3,2024020943,R,2025-02-27
4,2024020902,R,2025-02-22
5,2024020873,H,2025-02-07
6,2024020826,R,2025-02-01
7,2024020792,H,2025-01-26
8,2024020746,H,2025-01-20
9,2024020732,H,2025-01-18
10,2024020690,H,2025-01-13
11,2024020664,R,2025-01-10
12,2024020651,H,2025-01-08
13,2024020592,H,2024-12-31
14,2024020558,R,2024-12-27
15,2024020529,R,2024-12-21
16,2024020427,H,2024-12-07
17,2024020407,H,2024-12-04
18,2024020390,H,2024-12-01
19,2024020363,R,2024-11-29
20,2024020357,H,2024-11-27
21,2024020318,R,2024-11-23
22,2024020313,H,2024-11-21
23,2024020266,R,2024-11-14
24,2024020237,H,2024-11-10
25,2024020206,H,2024-11-06
26,2024020176,R,2024-11-02
27,2024020167,R,2024-10-31
28,2024020144,R,2024-10-28
29,2024020132,R,2024-10-26
30,2024020120,H,2024-10-25
31,2024020100,H,2024-10-22
32,2024020070,H,2024-10-17
33,2024020055,R,2024-10-15
34,2024020036,R,2024-10-12
35,2024020005,R,2024-10-08
