,gameId,homeRoadFlag,gameDate
0,2022021204,R,2023-04-01
1,2022021113,H,2023-03-19
2,2022021078,H,2023-03-15
3,2022021045,R,2023-03-11
4,2022020983,R,2023-03-02
5,2022020897,R,2023-02-19
6,2022020779,R,2023-01-26
7,2022020741,H,2023-01-21
8,2022020670,H,2023-01-12
9,2022020642,R,2023-01-08
10,2022020515,R,2022-12-20
11,2022020482,R,2022-12-16
12,2022020422,H,2022-12-08
13,2022020407,R,2022-12-06
14,2022020384,R,2022-12-03
15,2022020334,R,2022-11-26
16,2022020269,H,2022-11-17
17,2022020199,R,2022-11-08
18,2022020146,H,2022-10-31
19,2022020115,R,2022-10-27
20,2022020095,R,2022-10-24
