,gameId,homeRoadFlag,gameDate
0,2019021076,H,2020-03-10
1,2019021051,H,2020-03-07
2,2019020984,R,2020-02-27
3,2019020944,H,2020-02-21
4,2019020928,H,2020-02-19
5,2019020900,R,2020-02-15
6,2019020881,R,2020-02-13
7,2019020842,H,2020-02-07
8,2019020816,R,2020-02-04
9,2019020797,R,2020-02-01
10,2019020777,H,2020-01-29
11,2019020771,H,2020-01-27
12,2019020753,R,2020-01-18
13,2019020737,H,2020-01-16
14,2019020722,R,2020-01-14
15,2019020687,R,2020-01-09
16,2019020626,H,2020-01-01
17,2019020598,H,2019-12-28
18,2019020567,H,2019-12-22
19,2019020548,R,2019-12-20
20,2019020523,H,2019-12-16
21,2019020499,H,2019-12-13
22,2019020478,H,2019-12-10
23,2019020461,H,2019-12-07
24,2019020445,H,2019-12-05
25,2019020416,R,2019-12-01
26,2019020402,H,2019-11-29
27,2019020371,H,2019-11-25
28,2019020342,H,2019-11-21
29,2019020327,H,2019-11-19
30,2019020301,R,2019-11-16
31,2019020284,R,2019-11-13
32,2019020230,H,2019-11-05
33,2019020212,H,2019-11-02
34,2019020186,H,2019-10-29
35,2019020166,H,2019-10-26
36,2019020152,H,2019-10-24
37,2019020117,R,2019-10-19
38,2019020094,R,2019-10-16
39,2019020082,R,2019-10-14
40,2019020055,H,2019-10-10
41,2019020039,R,2019-10-08
42,2019020024,R,2019-10-05
43,2019020010,H,2019-10-03
