,gameId,homeRoadFlag,gameDate
0,2014020841,R,2015-02-16
1,2014020823,R,2015-02-14
2,2014020811,R,2015-02-12
3,2014020799,R,2015-02-10
4,2014020777,R,2015-02-07
5,2014020757,H,2015-02-04
6,2014020744,R,2015-02-02
7,2014020706,H,2015-01-27
8,2014020685,R,2015-01-20
9,2014020666,R,2015-01-17
10,2014020592,H,2015-01-06
11,2014020525,R,2014-12-27
12,2014020510,H,2014-12-23
13,2014020434,H,2014-12-12
14,2014020420,R,2014-12-10
15,2014020360,H,2014-12-01
16,2014020332,R,2014-11-27
17,2014020319,R,2014-11-25
18,2014020306,H,2014-11-22
19,2014020294,H,2014-11-21
20,2014020227,R,2014-11-11
21,2014020215,R,2014-11-09
22,2014020197,R,2014-11-07
23,2014020174,R,2014-11-04
24,2014020046,R,2014-10-14
25,2014020031,R,2014-10-11
