,gameId,homeRoadFlag,gameDate
0,2024021056,R,2025-03-15
1,2024021026,H,2025-03-11
2,2024020997,H,2025-03-07
3,2024020979,R,2025-03-04
4,2024020966,R,2025-03-02
5,2024020758,H,2025-01-22
6,2024020737,H,2025-01-19
7,2024020707,R,2025-01-16
8,2024020695,H,2025-01-14
9,2024020674,H,2025-01-11
10,2024020656,R,2025-01-09
11,2024020640,R,2025-01-06
12,2024020622,R,2025-01-04
13,2024020598,R,2024-12-31
14,2024020560,H,2024-12-27
15,2024020545,H,2024-12-23
16,2024020534,H,2024-12-21
17,2024020501,R,2024-12-17
18,2024020474,H,2024-12-14
19,2024020461,H,2024-12-12
20,2024020446,H,2024-12-10
21,2024020420,H,2024-12-06
22,2024020393,R,2024-12-02
23,2024020365,R,2024-11-29
24,2024020348,H,2024-11-27
25,2024020336,H,2024-11-25
26,2024020309,H,2024-11-21
27,2024020276,R,2024-11-16
28,2024020246,R,2024-11-12
29,2024020231,R,2024-11-09
30,2024020212,H,2024-11-07
31,2024020173,R,2024-11-01
32,2024020159,R,2024-10-30
33,2024020137,H,2024-10-27
34,2024020111,R,2024-10-24
35,2024020080,H,2024-10-19
36,2024020062,R,2024-10-17
37,2024020050,R,2024-10-15
38,2024020031,R,2024-10-12
39,2024020015,H,2024-10-10
40,2024020001,R,2024-10-04
