,gameId,homeRoadFlag,gameDate
0,2024021061,H,2025-03-15
1,2024021043,H,2025-03-13
2,2024021004,H,2025-03-08
3,2024020991,H,2025-03-06
4,2024020977,H,2025-03-04
5,2024020938,R,2025-02-27
6,2024020922,H,2025-02-25
7,2024020892,H,2025-02-22
8,2024020881,H,2025-02-08
9,2024020854,R,2025-02-04
10,2024020836,R,2025-02-02
11,2024020809,R,2025-01-29
12,2024020795,H,2025-01-27
13,2024020763,R,2025-01-23
14,2024020751,H,2025-01-21
15,2024020722,R,2025-01-18
16,2024020712,R,2025-01-16
17,2024020689,H,2025-01-13
18,2024020675,H,2025-01-11
19,2024020657,H,2025-01-09
20,2024020599,R,2024-12-31
21,2024020568,R,2024-12-28
22,2024020550,R,2024-12-23
23,2024020535,H,2024-12-21
24,2024020507,R,2024-12-18
25,2024020476,R,2024-12-14
26,2024020449,R,2024-12-10
27,2024020441,H,2024-12-08
28,2024020240,H,2024-11-11
29,2024020225,R,2024-11-09
30,2024020175,H,2024-11-02
31,2024020162,H,2024-10-31
32,2024020148,R,2024-10-29
33,2024020123,H,2024-10-26
34,2024020092,H,2024-10-22
35,2024020082,H,2024-10-19
36,2024020071,R,2024-10-17
37,2024020056,R,2024-10-15
38,2024020022,R,2024-10-11
