,gameId,homeRoadFlag,gameDate
0,2022021300,H,2023-04-13
1,2022021267,R,2023-04-08
2,2022021249,R,2023-04-06
3,2022021139,R,2023-03-23
4,2022021101,H,2023-03-18
5,2022021042,H,2023-03-11
6,2022020536,R,2023-03-04
7,2022020951,R,2023-02-26
8,2022020865,R,2023-02-15
9,2022020814,H,2023-02-07
10,2022020715,R,2023-01-18
11,2022020610,R,2023-01-04
12,2022020605,R,2023-01-03
13,2022020519,R,2022-12-21
14,2022020470,H,2022-12-15
15,2022020421,H,2022-12-08
16,2022020347,R,2022-11-28
17,2022020248,H,2022-11-15
18,2022020180,H,2022-11-05
19,2022020110,R,2022-10-26
20,2022020080,H,2022-10-22
21,2022020031,R,2022-10-15
