,gameId,homeRoadFlag,gameDate
0,2012020714,R,2013-04-27
1,2012020697,H,2013-04-25
2,2012020429,H,2013-03-19
3,2012020410,H,2013-03-16
4,2012020402,R,2013-03-15
5,2012020389,H,2013-03-13
6,2012020368,H,2013-03-10
7,2012020360,R,2013-03-09
8,2012020340,H,2013-03-07
9,2012020324,H,2013-03-05
10,2012020320,R,2013-03-04
11,2012020304,R,2013-03-02
12,2012020293,R,2013-02-28
13,2012020263,H,2013-02-24
14,2012020250,R,2013-02-23
15,2012020207,R,2013-02-16
16,2012020170,R,2013-02-10
17,2012020122,R,2013-02-03
18,2012020078,R,2013-01-29
