,gameId,homeRoadFlag,gameDate
0,2022021302,H,2023-04-13
1,2022021124,H,2023-03-21
2,2022021091,R,2023-03-17
3,2022021061,R,2023-03-13
4,2022021006,H,2023-03-06
5,2022020958,H,2023-02-28
6,2022020930,R,2023-02-24
7,2022020912,H,2023-02-21
8,2022020854,R,2023-02-13
9,2022020753,R,2023-01-23
10,2022020709,R,2023-01-17
11,2022020990,H,2023-01-09
12,2022020592,R,2023-01-01
13,2022020492,R,2022-12-17
14,2022020457,H,2022-12-13
15,2022020426,H,2022-12-09
16,2022020361,R,2022-11-30
17,2022020327,H,2022-11-25
18,2022020301,R,2022-11-22
19,2022020257,R,2022-11-16
20,2022020252,H,2022-11-15
21,2022020228,H,2022-11-12
22,2022020174,R,2022-11-04
23,2022020131,H,2022-10-29
24,2022020084,R,2022-10-22
25,2022020013,H,2022-10-13
