,name,d_zone_shift_starts,giveaways,goals,high_danger_goals,high_danger_shots,hits,low_danger_goals,low_danger_shots,medium_danger_goals,medium_danger_shots,missed_shots,o_zone_shift_starts,penalty_minutes,points,rebound_goals,rebounds,shifts,shot_attempts,shots_on_goal,takeaways,faceoffs_lost,faceoffs_won,games_played,icetime,on_ice_corsi_percentage,on_ice_fenwick_percentage,penalties_drawn,player_id,shifts,shots_blocked_by_player,assists,position_encoded
1308,Joel Kellman,59.0,8.0,4.0,1.0,1.0,33.0,0.0,39.0,3.0,15.0,11.0,58.0,10.0,9.0,1.0,2.0,633.0,69.0,44.0,11.0,153.0,139.0,38,25988.0,0.91,0.9299999999999999,4.0,8481516,633.0,20.0,5.0,0
1309,Joel Kiviranta,370.0,35.0,19.0,7.0,37.0,349.0,7.0,189.0,5.0,84.0,74.0,303.0,72.0,37.0,2.0,20.0,3633.0,399.0,236.0,67.0,21.0,6.0,219,142071.0,2.5300000000000002,2.49,30.0,8481641,3633.0,88.0,18.0,2
1310,Joel L'Esperance,42.0,12.0,5.0,2.0,3.0,39.0,2.0,38.0,1.0,14.0,21.0,53.0,10.0,5.0,1.0,4.0,538.0,69.0,34.0,8.0,41.0,33.0,33,21289.0,1.44,1.3900000000000001,2.0,8480769,538.0,5.0,0.0,0
1311,Joel Lundqvist,74.0,12.0,1.0,0.0,1.0,116.0,1.0,49.0,0.0,7.0,25.0,81.0,20.0,6.0,0.0,2.0,607.0,72.0,32.0,13.0,47.0,29.0,43,27888.0,0.45,0.46,8.0,8468548,607.0,14.0,5.0,0
1312,Joel Perrault,18.0,2.0,3.0,1.0,2.0,20.0,0.0,18.0,2.0,8.0,3.0,21.0,4.0,4.0,2.0,3.0,228.0,37.0,25.0,2.0,75.0,57.0,16,9615.0,1.4700000000000002,1.49,3.0,8469584,228.0,4.0,1.0,0
1313,Joel Persson,20.0,8.0,0.0,0.0,0.0,6.0,0.0,26.0,0.0,0.0,9.0,32.0,2.0,2.0,0.0,0.0,243.0,33.0,17.0,2.0,0.0,0.0,13,11913.0,0.48,0.48,0.0,8480940,243.0,10.0,2.0,1
1314,Joel Rechlicz,8.0,1.0,0.0,0.0,0.0,30.0,0.0,10.0,0.0,1.0,3.0,30.0,75.0,1.0,0.0,1.0,196.0,15.0,8.0,1.0,0.0,0.0,26,6286.0,1.05,1.25,12.0,8474383,196.0,3.0,1.0,3
1315,Joel Teasdale,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,28.0,2.0,1.0,1.0,1.0,0.0,2,1304.0,0.47,0.47,0.0,8480034,28.0,1.0,1.0,2
1316,Joel Vermin,49.0,3.0,0.0,0.0,2.0,23.0,0.0,13.0,0.0,8.0,10.0,47.0,4.0,4.0,0.0,0.0,351.0,30.0,13.0,5.0,1.0,3.0,24,15091.0,0.98,0.98,3.0,8477326,351.0,9.0,4.0,3
1317,Joel Ward,2233.0,265.0,132.0,51.0,171.0,555.0,37.0,955.0,44.0,428.0,447.0,1943.0,261.0,302.0,21.0,88.0,15567.0,1934.0,1107.0,407.0,997.0,914.0,714,675671.0,4.87,4.91,142.0,8468208,15567.0,496.0,170.0,3
1318,Joey Anderson,367.0,42.0,19.0,6.0,20.0,145.0,6.0,174.0,7.0,56.0,72.0,213.0,18.0,39.0,3.0,19.0,2607.0,322.0,178.0,68.0,16.0,12.0,151,115194.0,2.68,2.52,14.0,8479315,2607.0,55.0,20.0,3
1319,Joey Crabb,481.0,50.0,21.0,4.0,19.0,306.0,2.0,175.0,15.0,66.0,74.0,300.0,100.0,54.0,1.0,10.0,3085.0,332.0,186.0,67.0,83.0,36.0,179,136625.0,2.0,2.0300000000000002,30.0,8470156,3085.0,91.0,33.0,3
1320,Joey Hishon,16.0,2.0,1.0,0.0,1.0,3.0,0.0,15.0,1.0,8.0,5.0,26.0,0.0,2.0,0.0,0.0,189.0,29.0,19.0,5.0,43.0,35.0,13,7888.0,0.44,0.46,3.0,8475767,189.0,7.0,1.0,0
1321,Joey Keane,3.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,10.0,2.0,0.0,0.0,0.0,41.0,5.0,2.0,0.0,0.0,0.0,2,1992.0,1.13,1.02,1.0,8480466,41.0,0.0,0.0,1
1322,Joffrey Lupul,1004.0,192.0,128.0,41.0,111.0,568.0,38.0,889.0,49.0,380.0,367.0,1534.0,241.0,259.0,19.0,75.0,8645.0,1749.0,1013.0,154.0,114.0,75.0,408,404010.0,4.11,4.0600000000000005,122.0,8470207,8645.0,178.0,131.0,2
1323,Johan Franzen,994.0,172.0,138.0,43.0,93.0,496.0,40.0,1119.0,55.0,367.0,445.0,1809.0,235.0,284.0,21.0,64.0,8716.0,1885.0,1134.0,141.0,439.0,454.0,380,402534.0,4.81,4.74,94.0,8471309,8716.0,146.0,146.0,3
1324,Johan Harju,8.0,1.0,1.0,0.0,0.0,9.0,1.0,13.0,0.0,5.0,4.0,24.0,2.0,3.0,0.0,2.0,121.0,22.0,14.0,0.0,3.0,2.0,10,5084.0,0.58,0.59,1.0,8474085,121.0,2.0,2.0,2
1325,Johan Larsson,1890.0,136.0,53.0,13.0,55.0,720.0,16.0,554.0,24.0,196.0,261.0,804.0,244.0,134.0,11.0,30.0,9500.0,1010.0,544.0,183.0,2647.0,2599.0,488,430023.0,4.32,4.34,104.0,8475728,9500.0,276.0,81.0,0
1326,Johan Motin,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,1,848.0,0.26,0.2,0.0,8474662,21.0,0.0,0.0,1
1327,Johan Sundstrom,11.0,3.0,0.0,0.0,0.0,4.0,0.0,13.0,0.0,3.0,3.0,22.0,6.0,1.0,0.0,1.0,147.0,16.0,13.0,5.0,7.0,4.0,11,5719.0,0.52,0.53,2.0,8476445,147.0,2.0,1.0,0
1328,John Albert,6.0,0.0,1.0,0.0,0.0,8.0,1.0,5.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,61.0,6.0,5.0,1.0,12.0,9.0,9,2761.0,0.45,0.48,0.0,8474012,61.0,3.0,0.0,0
1329,John Beecher,244.0,8.0,7.0,2.0,10.0,112.0,4.0,29.0,1.0,9.0,10.0,25.0,24.0,10.0,2.0,4.0,858.0,57.0,38.0,13.0,227.0,273.0,52,33146.0,0.32,0.33,5.0,8481556,858.0,34.0,3.0,0
1330,John Carlson,3989.0,962.0,151.0,32.0,83.0,875.0,90.0,3089.0,29.0,219.0,1039.0,3873.0,320.0,673.0,12.0,161.0,26734.0,4834.0,2352.0,588.0,4.0,1.0,1008,1427773.0,7.66,7.720000000000001,137.0,8474590,26734.0,1966.0,522.0,1
1331,John Erskine,587.0,151.0,9.0,0.0,4.0,597.0,9.0,335.0,0.0,7.0,98.0,418.0,314.0,33.0,0.0,14.0,5316.0,545.0,248.0,43.0,0.0,0.0,270,254211.0,2.73,2.7199999999999998,61.0,8467365,5316.0,431.0,24.0,1
1332,John Gilmour,98.0,35.0,2.0,1.0,2.0,33.0,1.0,100.0,0.0,6.0,33.0,132.0,18.0,5.0,0.0,5.0,868.0,158.0,75.0,12.0,0.0,0.0,37,37761.0,1.35,1.3900000000000001,2.0,8477337,868.0,43.0,3.0,1
1333,John Hayden,390.0,41.0,17.0,4.0,15.0,541.0,4.0,256.0,9.0,77.0,93.0,386.0,220.0,37.0,5.0,14.0,3574.0,452.0,255.0,66.0,65.0,29.0,249,150603.0,3.71,3.7600000000000002,69.0,8477401,3574.0,119.0,20.0,3
1334,John Klingberg,1776.0,674.0,83.0,15.0,51.0,428.0,52.0,1631.0,16.0,122.0,562.0,2880.0,255.0,411.0,4.0,109.0,16567.0,2917.0,1242.0,251.0,0.0,1.0,632,859793.0,5.63,5.53,102.0,8475906,16567.0,747.0,328.0,1
1335,John Leonard,92.0,19.0,6.0,2.0,6.0,43.0,1.0,109.0,3.0,17.0,38.0,157.0,4.0,17.0,0.0,11.0,1095.0,162.0,94.0,18.0,2.0,1.0,70,45832.0,1.73,1.65,4.0,8481077,1095.0,34.0,11.0,2
1336,John Ludvig,62.0,9.0,3.0,0.0,1.0,72.0,3.0,34.0,0.0,2.0,13.0,26.0,37.0,5.0,0.0,2.0,542.0,53.0,24.0,3.0,0.0,0.0,33,23376.0,0.48,0.46,7.0,8481206,542.0,33.0,2.0,1
1337,John Madden,1235.0,84.0,32.0,9.0,24.0,189.0,11.0,378.0,12.0,112.0,115.0,533.0,52.0,74.0,8.0,20.0,5617.0,648.0,399.0,146.0,1746.0,1871.0,262,240093.0,1.6,1.5899999999999999,48.0,8466371,5617.0,178.0,42.0,0
1338,John Marino,1411.0,169.0,18.0,6.0,19.0,276.0,7.0,424.0,5.0,33.0,145.0,766.0,102.0,106.0,2.0,32.0,8482.0,753.0,331.0,193.0,0.0,0.0,328,408064.0,2.39,2.39,55.0,8478507,8482.0,385.0,88.0,1
1339,John McCarthy,116.0,17.0,3.0,1.0,12.0,67.0,1.0,92.0,1.0,28.0,25.0,179.0,12.0,6.0,1.0,9.0,1369.0,169.0,107.0,18.0,111.0,102.0,88,51569.0,1.9,1.93,5.0,8473562,1369.0,29.0,3.0,0
1340,John McFarland,7.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,49.0,4.0,2.0,0.0,0.0,0.0,3,1784.0,0.33,0.31,0.0,8475756,49.0,3.0,0.0,2
1341,John Mitchell,1493.0,169.0,70.0,20.0,58.0,820.0,29.0,710.0,21.0,240.0,287.0,1322.0,237.0,177.0,9.0,40.0,10316.0,1377.0,721.0,233.0,2316.0,2385.0,547,474081.0,4.23,4.23,113.0,8470750,10316.0,390.0,107.0,0
1342,John Moore,1371.0,235.0,38.0,6.0,18.0,649.0,26.0,1040.0,6.0,55.0,334.0,1498.0,217.0,118.0,3.0,49.0,12925.0,1632.0,779.0,79.0,0.0,0.0,544,574786.0,5.53,5.5,46.0,8475186,12925.0,582.0,80.0,1
1343,John Negrin,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,5.0,2.0,1.0,0.0,0.0,49.0,8.0,3.0,1.0,0.0,0.0,3,1798.0,0.62,0.58,0.0,8474076,49.0,3.0,1.0,1
1344,John Persson,18.0,0.0,1.0,0.0,0.0,18.0,0.0,14.0,1.0,6.0,4.0,22.0,6.0,1.0,0.0,0.0,174.0,27.0,16.0,1.0,2.0,0.0,10,7222.0,0.48,0.5,4.0,8476367,174.0,6.0,0.0,2
1345,John Quenneville,66.0,14.0,2.0,0.0,3.0,61.0,1.0,62.0,1.0,20.0,29.0,84.0,6.0,5.0,0.0,5.0,682.0,103.0,56.0,11.0,9.0,7.0,42,30244.0,2.08,2.0300000000000002,7.0,8477961,682.0,17.0,3.0,0
1346,John Ramage,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,43.0,4.0,4.0,0.0,0.0,0.0,2,1939.0,0.84,0.83,0.0,8475829,43.0,5.0,0.0,1
1347,John Scott,237.0,52.0,5.0,3.0,9.0,428.0,0.0,113.0,2.0,28.0,42.0,359.0,374.0,11.0,2.0,7.0,3159.0,214.0,108.0,34.0,3.0,0.0,286,121981.0,3.75,3.78,80.0,8473722,3159.0,105.0,6.0,2
1348,John Tavares,2228.0,986.0,456.0,203.0,583.0,796.0,105.0,2913.0,148.0,1367.0,1315.0,5384.0,453.0,1038.0,102.0,353.0,24487.0,6176.0,3548.0,829.0,9136.0,10537.0,1108,1287335.0,8.7,8.64,331.0,8475166,24487.0,463.0,582.0,0
1349,John Zeiler,32.0,3.0,0.0,0.0,0.0,51.0,0.0,11.0,0.0,1.0,8.0,43.0,42.0,1.0,0.0,1.0,296.0,14.0,4.0,3.0,7.0,8.0,31,11960.0,0.92,0.9,10.0,8470113,296.0,10.0,1.0,3
1350,John-Michael Liles,1382.0,288.0,43.0,14.0,29.0,497.0,20.0,1086.0,9.0,86.0,350.0,2107.0,164.0,211.0,10.0,60.0,13420.0,1817.0,851.0,171.0,1.0,3.0,523,630743.0,4.8100000000000005,4.86,103.0,8468639,13420.0,833.0,168.0,1
1351,Johnathan Kovacevic,385.0,146.0,9.0,1.0,8.0,167.0,8.0,196.0,0.0,15.0,74.0,179.0,73.0,28.0,1.0,20.0,2787.0,367.0,145.0,45.0,0.0,0.0,143,144521.0,1.47,1.46,23.0,8480192,2787.0,172.0,19.0,1
1352,Johnny Boychuk,2567.0,410.0,54.0,9.0,29.0,1467.0,39.0,2133.0,6.0,51.0,669.0,1874.0,311.0,208.0,5.0,107.0,17844.0,3204.0,1544.0,135.0,0.0,4.0,721,869753.0,5.82,5.85,101.0,8470187,17844.0,1326.0,154.0,1
1353,Johnny Gaudreau,1683.0,779.0,243.0,77.0,203.0,103.0,73.0,1884.0,93.0,616.0,701.0,3857.0,146.0,743.0,34.0,156.0,17125.0,3527.0,2002.0,451.0,19.0,9.0,763,868854.0,6.46,6.43,262.0,8476346,17125.0,151.0,500.0,2
1354,Johnny Oduya,2678.0,377.0,33.0,2.0,7.0,534.0,23.0,1040.0,8.0,46.0,375.0,1830.0,265.0,153.0,3.0,31.0,18507.0,1712.0,718.0,217.0,0.0,1.0,699,844680.0,4.63,4.72,97.0,8469665,18507.0,1227.0,120.0,1
1355,Jon Disalvatore,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,20.0,2.0,2.0,0.0,0.0,0.0,1,867.0,0.48,0.5,0.0,8468584,20.0,0.0,0.0,3
1356,Jon Kalinski,13.0,2.0,1.0,1.0,1.0,23.0,0.0,15.0,0.0,3.0,3.0,40.0,0.0,5.0,0.0,1.0,225.0,27.0,16.0,3.0,44.0,32.0,22,9654.0,0.9400000000000001,1.0,3.0,8474177,225.0,10.0,4.0,2
1357,Jon Lizotte,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,18.0,1.0,1.0,0.0,0.0,0.0,1,883.0,0.25,0.3,0.0,8481489,18.0,4.0,0.0,1
1358,Jon Matsumoto,18.0,3.0,2.0,1.0,1.0,13.0,1.0,10.0,0.0,3.0,3.0,16.0,4.0,2.0,0.0,2.0,157.0,21.0,11.0,4.0,53.0,31.0,14,5818.0,1.31,1.33,1.0,8473444,157.0,4.0,0.0,0
1359,Jon Merrill,1313.0,231.0,22.0,3.0,8.0,494.0,13.0,710.0,6.0,42.0,266.0,1253.0,291.0,109.0,2.0,30.0,13203.0,1107.0,494.0,126.0,0.0,0.0,612,633904.0,5.2299999999999995,5.27,51.0,8475750,13203.0,782.0,87.0,1
1360,Jon Sim,316.0,25.0,23.0,4.0,22.0,215.0,7.0,189.0,12.0,116.0,71.0,314.0,88.0,41.0,6.0,25.0,2639.0,400.0,256.0,53.0,20.0,15.0,159,111983.0,1.3,1.34,52.0,8465024,2639.0,69.0,18.0,2
1361,Jonah Gadjovich,108.0,32.0,6.0,2.0,23.0,279.0,1.0,77.0,3.0,38.0,41.0,159.0,202.0,14.0,1.0,11.0,1476.0,179.0,97.0,18.0,5.0,2.0,118,59156.0,1.53,1.56,51.0,8479981,1476.0,33.0,8.0,2
1362,Jonas Andersson,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,2.0,1.0,0.0,0.0,0.0,4,1453.0,0.45,0.5,0.0,8467906,32.0,1.0,0.0,3
1363,Jonas Brodin,3293.0,286.0,54.0,12.0,24.0,419.0,35.0,1353.0,7.0,70.0,382.0,2220.0,244.0,240.0,5.0,55.0,21082.0,2174.0,1065.0,272.0,0.0,0.0,803,1069571.0,5.54,5.61,83.0,8476463,21082.0,1387.0,186.0,1
1364,Jonas Frogren,110.0,17.0,1.0,0.0,0.0,74.0,1.0,17.0,0.0,1.0,6.0,49.0,28.0,7.0,0.0,3.0,798.0,31.0,12.0,12.0,1.0,0.0,41,33056.0,0.42,0.43,8.0,8467531,798.0,41.0,6.0,1
1365,Jonas Holos,126.0,17.0,0.0,0.0,0.0,19.0,0.0,61.0,0.0,1.0,26.0,98.0,10.0,6.0,0.0,1.0,951.0,85.0,36.0,9.0,0.0,0.0,39,42242.0,0.47,0.46,3.0,8474730,951.0,32.0,6.0,1
1366,Jonas Junland,3.0,2.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,2.0,2.0,15.0,2.0,2.0,0.0,1.0,99.0,10.0,7.0,0.0,0.0,0.0,4,3840.0,1.2000000000000002,1.0499999999999998,0.0,8473510,99.0,1.0,2.0,1
1367,Jonas Rondbjerg,94.0,8.0,3.0,1.0,8.0,22.0,1.0,57.0,1.0,26.0,21.0,80.0,8.0,10.0,0.0,6.0,952.0,114.0,70.0,26.0,5.0,1.0,63,39487.0,1.39,1.39,5.0,8480007,952.0,28.0,7.0,3
1368,Jonas Siegenthaler,1117.0,180.0,8.0,1.0,4.0,388.0,6.0,441.0,1.0,8.0,146.0,647.0,163.0,57.0,1.0,23.0,7108.0,709.0,307.0,74.0,0.0,0.0,312,345869.0,2.75,2.77,53.0,8478399,7108.0,520.0,49.0,1
1369,Jonatan Berggren,102.0,26.0,17.0,6.0,12.0,22.0,5.0,112.0,6.0,29.0,41.0,191.0,18.0,34.0,4.0,10.0,1296.0,181.0,112.0,19.0,3.0,3.0,79,61928.0,0.9299999999999999,0.98,11.0,8481013,1296.0,35.0,17.0,3
1370,Jonathan Cheechoo,192.0,47.0,17.0,4.0,15.0,186.0,8.0,294.0,5.0,73.0,113.0,365.0,69.0,43.0,3.0,24.0,2304.0,478.0,269.0,47.0,9.0,5.0,127,104366.0,1.18,1.2,29.0,8467357,2304.0,36.0,26.0,3
1371,Jonathan Dahlen,129.0,23.0,12.0,7.0,17.0,16.0,3.0,73.0,2.0,47.0,32.0,185.0,12.0,22.0,2.0,9.0,1207.0,178.0,105.0,21.0,1.0,0.0,61,50479.0,0.52,0.54,5.0,8479373,1207.0,34.0,10.0,0
1372,Jonathan Davidsson,1.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,1.0,2.0,9.0,0.0,1.0,0.0,1.0,58.0,6.0,3.0,0.0,0.0,0.0,6,1988.0,0.57,0.63,0.0,8480247,58.0,1.0,1.0,3
1373,Jonathan Drouin,960.0,308.0,96.0,33.0,86.0,397.0,27.0,1021.0,36.0,281.0,365.0,2276.0,193.0,337.0,13.0,62.0,11248.0,1838.0,1023.0,299.0,1118.0,869.0,564,555788.0,5.64,5.53,93.0,8477494,11248.0,163.0,241.0,2
1374,Jonathan Ericsson,2717.0,498.0,26.0,3.0,8.0,1086.0,21.0,938.0,2.0,33.0,304.0,1779.0,499.0,124.0,2.0,40.0,17235.0,1430.0,675.0,119.0,0.0,1.0,671,751402.0,5.45,5.359999999999999,104.0,8470318,17235.0,520.0,98.0,1
1375,Jonathan Gruden,29.0,3.0,1.0,0.0,2.0,39.0,1.0,8.0,0.0,2.0,3.0,10.0,5.0,1.0,0.0,0.0,203.0,15.0,9.0,4.0,17.0,9.0,16,7724.0,0.73,0.6699999999999999,2.0,8480836,203.0,6.0,0.0,0
1376,Jonathan Huberdeau,1671.0,636.0,223.0,78.0,240.0,667.0,54.0,1567.0,91.0,628.0,593.0,3617.0,376.0,715.0,38.0,164.0,18247.0,3055.0,1842.0,453.0,202.0,141.0,829,890353.0,7.03,6.97,273.0,8476456,18247.0,323.0,492.0,2
1377,Jonathan Marchessault,1068.0,356.0,230.0,87.0,194.0,751.0,76.0,1905.0,67.0,528.0,642.0,2373.0,299.0,487.0,30.0,164.0,12643.0,3457.0,1985.0,376.0,924.0,686.0,637,652720.0,6.24,6.16,133.0,8476539,12643.0,157.0,257.0,0
1378,Jonathan Racine,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,25.0,3.0,0.0,0.0,0.0,0.0,1,935.0,0.35,0.33,0.0,8476411,25.0,4.0,0.0,1
1379,Jonathan Rheault,8.0,2.0,0.0,0.0,0.0,12.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,73.0,7.0,5.0,0.0,1.0,0.0,5,3171.0,0.54,0.58,0.0,8473616,73.0,4.0,0.0,3
1380,Jonathan Toews,3192.0,452.0,348.0,144.0,342.0,602.0,75.0,2001.0,129.0,875.0,665.0,4696.0,543.0,828.0,72.0,170.0,24993.0,3892.0,2553.0,812.0,8478.0,11474.0,1003,1183064.0,7.9399999999999995,7.83,306.0,8473604,24993.0,370.0,480.0,0
1381,Jonathon Blum,266.0,43.0,7.0,1.0,2.0,80.0,5.0,110.0,1.0,9.0,38.0,264.0,22.0,24.0,0.0,11.0,2237.0,182.0,83.0,33.0,0.0,0.0,110,102915.0,2.39,2.42,7.0,8474164,2237.0,166.0,17.0,1
1382,Joni Pitkanen,918.0,150.0,24.0,8.0,19.0,237.0,12.0,750.0,4.0,47.0,268.0,1190.0,216.0,140.0,2.0,47.0,7275.0,1179.0,548.0,146.0,0.0,0.0,266,400072.0,2.6900000000000004,2.67,39.0,8470137,7275.0,454.0,116.0,1
1383,Jonny Brodzinski,218.0,33.0,15.0,2.0,14.0,126.0,7.0,269.0,6.0,60.0,94.0,295.0,40.0,36.0,1.0,21.0,2352.0,436.0,249.0,40.0,263.0,267.0,158,98747.0,4.01,4.09,15.0,8477380,2352.0,58.0,21.0,0
1384,Joona Koppanen,30.0,3.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,126.0,9.0,6.0,4.0,27.0,27.0,9,5122.0,0.6699999999999999,0.74,1.0,8479533,126.0,4.0,1.0,2
1385,Joona Luoto,22.0,9.0,1.0,1.0,2.0,21.0,0.0,20.0,0.0,3.0,9.0,26.0,2.0,1.0,1.0,0.0,269.0,30.0,16.0,6.0,0.0,1.0,23,11561.0,0.79,0.8,0.0,8481649,269.0,11.0,0.0,2
1386,Joonas Donskoi,882.0,193.0,80.0,32.0,96.0,197.0,16.0,579.0,32.0,306.0,250.0,1309.0,116.0,208.0,22.0,62.0,9341.0,1231.0,731.0,203.0,65.0,43.0,473,411927.0,3.83,3.86,104.0,8475820,9341.0,231.0,128.0,3
1387,Joonas Kemppainen,145.0,9.0,2.0,0.0,1.0,36.0,1.0,26.0,1.0,15.0,7.0,86.0,4.0,5.0,0.0,4.0,812.0,52.0,35.0,28.0,232.0,227.0,44,33100.0,0.38,0.39,0.0,8478564,812.0,18.0,3.0,0
1388,Joonas Nattinen,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1,105.0,0.0,0.0,0.0,8475198,2.0,1.0,0.0,0
1389,Joonas Rask,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2,961.0,0.35,0.25,0.0,8475893,25.0,0.0,1.0,0
1390,Jordan Caron,219.0,23.0,12.0,4.0,15.0,195.0,3.0,156.0,5.0,45.0,47.0,270.0,78.0,28.0,2.0,10.0,2300.0,283.0,169.0,24.0,11.0,3.0,157,99637.0,2.63,2.57,13.0,8475150,2300.0,47.0,16.0,3
1391,Jordan Eberle,1867.0,566.0,299.0,97.0,268.0,545.0,85.0,2112.0,117.0,822.0,854.0,3953.0,251.0,701.0,50.0,164.0,22088.0,4070.0,2348.0,575.0,213.0,152.0,1017,1073410.0,7.91,7.859999999999999,209.0,8474586,22088.0,403.0,402.0,3
1392,Jordan Greenway,973.0,120.0,52.0,23.0,81.0,647.0,11.0,559.0,18.0,189.0,229.0,957.0,281.0,152.0,13.0,68.0,7470.0,1069.0,600.0,148.0,167.0,99.0,401,353763.0,3.2199999999999998,3.3,85.0,8478413,7470.0,250.0,100.0,2
1393,Jordan Gross,40.0,14.0,3.0,1.0,2.0,17.0,2.0,49.0,0.0,5.0,19.0,79.0,8.0,7.0,0.0,2.0,527.0,83.0,37.0,3.0,0.0,0.0,25,24881.0,2.23,2.2,4.0,8480913,527.0,25.0,4.0,1
1394,Jordan Harris,282.0,59.0,8.0,0.0,1.0,89.0,6.0,151.0,2.0,18.0,48.0,173.0,56.0,32.0,1.0,15.0,2665.0,270.0,122.0,34.0,0.0,0.0,131,141218.0,1.33,1.33,20.0,8480887,2665.0,195.0,24.0,1
1395,Jordan Hendry,103.0,18.0,3.0,0.0,1.0,96.0,2.0,112.0,1.0,3.0,38.0,167.0,18.0,9.0,0.0,1.0,1419.0,166.0,78.0,21.0,1.0,0.0,91,61874.0,1.8599999999999999,1.83,17.0,8472370,1419.0,62.0,6.0,1
1396,Jordan Kyrou,537.0,170.0,115.0,26.0,70.0,63.0,41.0,856.0,48.0,249.0,311.0,1091.0,88.0,262.0,7.0,50.0,6403.0,1559.0,864.0,189.0,33.0,24.0,334,323813.0,3.15,3.15,71.0,8479385,6403.0,114.0,147.0,0
1397,Jordan Lavallee-Smotherman,4.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,22.0,2.0,1.0,0.0,0.0,0.0,2,799.0,0.33,0.38,0.0,8471778,22.0,0.0,0.0,2
1398,Jordan Leopold,1344.0,171.0,45.0,8.0,18.0,316.0,26.0,714.0,11.0,50.0,197.0,1320.0,145.0,129.0,9.0,22.0,10666.0,1177.0,585.0,83.0,0.0,0.0,423,516354.0,3.38,3.4,40.0,8467917,10666.0,620.0,84.0,1
1399,Jordan Martinook,2080.0,151.0,80.0,32.0,116.0,829.0,23.0,993.0,25.0,375.0,509.0,1402.0,307.0,198.0,12.0,121.0,12793.0,1851.0,975.0,301.0,1100.0,900.0,639,541992.0,5.03,5.05,118.0,8476921,12793.0,315.0,118.0,2
1400,Jordan Nolan,340.0,79.0,24.0,6.0,22.0,618.0,7.0,311.0,11.0,101.0,135.0,540.0,297.0,52.0,7.0,21.0,4997.0,574.0,299.0,46.0,25.0,6.0,375,212294.0,4.08,4.02,94.0,8475325,4997.0,67.0,28.0,0
1401,Jordan Oesterle,783.0,210.0,19.0,5.0,7.0,318.0,11.0,618.0,3.0,35.0,208.0,924.0,69.0,85.0,0.0,32.0,8287.0,1017.0,452.0,77.0,0.0,1.0,371,398951.0,4.98,4.86,30.0,8477851,8287.0,562.0,66.0,1
1402,Jordan Schmaltz,54.0,9.0,0.0,0.0,0.0,18.0,0.0,25.0,0.0,1.0,5.0,91.0,12.0,5.0,0.0,0.0,745.0,41.0,21.0,2.0,0.0,0.0,42,29785.0,1.44,1.46,2.0,8476877,745.0,44.0,5.0,1
1403,Jordan Schroeder,188.0,30.0,18.0,2.0,16.0,112.0,11.0,178.0,5.0,55.0,61.0,366.0,14.0,42.0,2.0,13.0,2448.0,310.0,188.0,51.0,360.0,311.0,165,105623.0,3.04,3.06,10.0,8475147,2448.0,55.0,24.0,0
1404,Jordan Spence,169.0,32.0,4.0,0.0,3.0,102.0,4.0,172.0,0.0,8.0,56.0,291.0,14.0,33.0,0.0,11.0,1849.0,313.0,127.0,10.0,0.0,0.0,101,94926.0,1.81,1.85,6.0,8481606,1849.0,87.0,29.0,1
1405,Jordan Staal,5119.0,526.0,245.0,91.0,320.0,2227.0,66.0,1754.0,88.0,983.0,867.0,3807.0,510.0,607.0,41.0,192.0,26737.0,3773.0,2190.0,610.0,8752.0,10446.0,1090,1204667.0,8.780000000000001,8.61,244.0,8473533,26737.0,483.0,362.0,0
