,name,d_zone_shift_starts,giveaways,goals,high_danger_goals,high_danger_shots,hits,low_danger_goals,low_danger_shots,medium_danger_goals,medium_danger_shots,missed_shots,o_zone_shift_starts,penalty_minutes,points,rebound_goals,rebounds,shifts,shot_attempts,shots_on_goal,takeaways,faceoffs_lost,faceoffs_won,games_played,icetime,on_ice_corsi_percentage,on_ice_fenwick_percentage,penalties_drawn,player_id,shifts,shots_blocked_by_player,assists,position_encoded
727,David Backes,3223.0,264.0,225.0,92.0,229.0,2373.0,57.0,1880.0,76.0,605.0,754.0,3044.0,878.0,507.0,39.0,156.0,20843.0,3211.0,1960.0,423.0,4680.0,4680.0,843,899543.0,7.07,7.2,280.0,8470655,20843.0,596.0,282.0,3
728,David Booth,891.0,126.0,99.0,31.0,93.0,606.0,30.0,971.0,38.0,371.0,371.0,1247.0,178.0,186.0,19.0,86.0,8150.0,1815.0,1064.0,146.0,74.0,66.0,409,369344.0,4.27,4.23,133.0,8471266,8150.0,101.0,87.0,2
729,David Broll,10.0,5.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,2.0,1.0,9.0,5.0,1.0,0.0,0.0,67.0,7.0,3.0,2.0,0.0,0.0,5,2455.0,0.43,0.43,1.0,8476304,67.0,2.0,1.0,2
730,David Clarkson,854.0,119.0,102.0,35.0,95.0,993.0,27.0,1001.0,40.0,347.0,358.0,1389.0,693.0,174.0,14.0,73.0,9017.0,1738.0,1085.0,130.0,276.0,170.0,482,412966.0,4.33,4.29,208.0,8470920,9017.0,130.0,72.0,3
731,David Desharnais,935.0,147.0,87.0,40.0,105.0,201.0,21.0,433.0,26.0,230.0,170.0,2089.0,160.0,282.0,23.0,46.0,10953.0,1000.0,598.0,205.0,3351.0,3484.0,524,494138.0,4.92,4.9,104.0,8471976,10953.0,247.0,195.0,0
732,David Farrance,5.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,45.0,4.0,3.0,0.0,0.0,0.0,2,2175.0,0.48,0.52,1.0,8480063,45.0,1.0,0.0,1
733,David Gust,8.0,1.0,1.0,0.0,1.0,3.0,0.0,4.0,1.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,72.0,13.0,7.0,1.0,0.0,0.0,4,3409.0,0.55,0.54,1.0,8480328,72.0,1.0,0.0,3
734,David Gustafsson,150.0,14.0,4.0,0.0,8.0,60.0,3.0,72.0,1.0,23.0,26.0,106.0,6.0,14.0,0.0,6.0,1411.0,136.0,77.0,24.0,238.0,253.0,113,59334.0,2.02,2.04,11.0,8481019,1411.0,47.0,10.0,0
735,David Hale,326.0,44.0,4.0,0.0,1.0,170.0,3.0,91.0,1.0,2.0,27.0,149.0,67.0,18.0,0.0,6.0,2349.0,138.0,67.0,23.0,0.0,0.0,112,100957.0,1.28,1.27,19.0,8468502,2349.0,78.0,14.0,1
736,David Jiricek,86.0,22.0,1.0,0.0,1.0,32.0,1.0,62.0,0.0,2.0,22.0,106.0,24.0,10.0,0.0,5.0,875.0,101.0,43.0,11.0,0.0,0.0,47,41998.0,0.86,0.85,3.0,8483460,875.0,52.0,9.0,1
737,David Jones,1126.0,113.0,102.0,39.0,103.0,684.0,29.0,637.0,34.0,293.0,291.0,1316.0,116.0,185.0,21.0,52.0,9422.0,1283.0,742.0,140.0,123.0,111.0,436,397228.0,3.75,3.81,71.0,8470877,9422.0,213.0,83.0,3
738,David Kampf,2087.0,110.0,43.0,13.0,78.0,403.0,11.0,459.0,19.0,202.0,180.0,581.0,98.0,130.0,3.0,49.0,9348.0,923.0,559.0,226.0,2801.0,2967.0,477,408227.0,2.94,2.96,74.0,8480144,9348.0,177.0,87.0,0
739,David Kase,5.0,2.0,1.0,0.0,0.0,4.0,0.0,6.0,1.0,2.0,3.0,9.0,0.0,1.0,0.0,0.0,100.0,13.0,5.0,2.0,0.0,1.0,7,4178.0,0.89,0.6799999999999999,1.0,8478436,100.0,2.0,0.0,3
740,David Koci,39.0,18.0,3.0,1.0,5.0,101.0,1.0,32.0,1.0,1.0,9.0,66.0,227.0,4.0,1.0,0.0,814.0,50.0,29.0,6.0,0.0,0.0,115,30069.0,1.24,1.21,40.0,8468626,814.0,13.0,1.0,2
741,David Krejci,2172.0,482.0,225.0,80.0,201.0,677.0,62.0,1582.0,83.0,672.0,681.0,3638.0,335.0,758.0,47.0,106.0,20795.0,3147.0,1774.0,472.0,6543.0,6781.0,969,1051513.0,7.92,7.83,196.0,8471276,20795.0,544.0,533.0,0
742,David Laliberte,10.0,0.0,2.0,0.0,0.0,13.0,0.0,9.0,2.0,6.0,7.0,17.0,6.0,3.0,1.0,0.0,124.0,19.0,8.0,1.0,0.0,1.0,11,5138.0,0.52,0.48,2.0,8471336,124.0,2.0,1.0,3
743,David Legwand,1915.0,308.0,107.0,41.0,110.0,270.0,30.0,818.0,36.0,327.0,283.0,1816.0,221.0,291.0,25.0,74.0,13268.0,1557.0,972.0,308.0,3817.0,3548.0,587,586350.0,3.98,3.9699999999999998,80.0,8467330,13268.0,219.0,184.0,0
744,David Liffiton,6.0,0.0,1.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,2.0,7.0,7.0,1.0,0.0,1.0,48.0,5.0,2.0,1.0,0.0,0.0,4,1790.0,0.56,0.57,2.0,8470656,48.0,3.0,0.0,1
745,David McIntyre,11.0,1.0,1.0,0.0,0.0,8.0,0.0,7.0,1.0,2.0,3.0,10.0,2.0,2.0,0.0,1.0,107.0,13.0,6.0,1.0,5.0,2.0,7,4584.0,0.38,0.4,0.0,8473511,107.0,3.0,1.0,0
746,David Moss,1262.0,116.0,63.0,30.0,81.0,617.0,17.0,851.0,16.0,251.0,320.0,1122.0,133.0,147.0,17.0,57.0,8718.0,1489.0,863.0,151.0,444.0,324.0,418,350394.0,3.59,3.6,73.0,8469664,8718.0,230.0,84.0,3
747,David Musil,15.0,2.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,1.0,10.0,2.0,2.0,0.0,0.0,109.0,7.0,3.0,1.0,0.0,0.0,4,4753.0,0.43,0.41,0.0,8476426,109.0,8.0,2.0,1
748,David Pastrnak,1118.0,714.0,348.0,107.0,243.0,562.0,111.0,2465.0,130.0,735.0,944.0,3199.0,290.0,727.0,37.0,166.0,14088.0,4542.0,2499.0,412.0,95.0,45.0,674,732463.0,6.09,6.03,253.0,8477956,14088.0,215.0,379.0,3
749,David Perron,2302.0,373.0,297.0,99.0,238.0,1338.0,98.0,2218.0,100.0,698.0,809.0,4034.0,757.0,740.0,36.0,175.0,23719.0,4164.0,2345.0,540.0,317.0,202.0,1069,1094329.0,9.19,9.17,352.0,8474102,23719.0,286.0,443.0,2
750,David Rundblad,119.0,67.0,4.0,0.0,1.0,85.0,3.0,189.0,1.0,6.0,61.0,312.0,30.0,25.0,0.0,6.0,2012.0,321.0,135.0,23.0,0.0,0.0,113,93027.0,2.91,2.7800000000000002,11.0,8475182,2012.0,92.0,21.0,1
751,David Savard,3227.0,402.0,53.0,6.0,33.0,1418.0,37.0,1416.0,10.0,72.0,436.0,1945.0,391.0,227.0,4.0,64.0,19427.0,2168.0,1085.0,167.0,0.0,2.0,795,982253.0,5.67,5.73,73.0,8475233,19427.0,1443.0,174.0,1
752,David Schlemko,974.0,203.0,17.0,1.0,9.0,412.0,11.0,711.0,5.0,47.0,213.0,1085.0,124.0,93.0,1.0,31.0,9672.0,1161.0,554.0,90.0,0.0,0.0,414,430248.0,5.77,5.79,36.0,8473673,9672.0,703.0,76.0,1
753,David Sloane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1,404.0,0.67,0.71,0.0,8475068,12.0,1.0,0.0,3
754,David Steckel,1659.0,117.0,28.0,11.0,36.0,536.0,7.0,350.0,10.0,128.0,132.0,592.0,93.0,67.0,5.0,10.0,6210.0,665.0,382.0,129.0,1756.0,2523.0,346,256708.0,2.67,2.73,48.0,8469483,6210.0,230.0,39.0,0
755,David Ullstrom,79.0,9.0,6.0,1.0,7.0,55.0,2.0,59.0,3.0,27.0,25.0,96.0,12.0,13.0,0.0,5.0,750.0,118.0,68.0,12.0,12.0,16.0,49,30495.0,0.99,1.01,5.0,8474666,750.0,9.0,7.0,2
756,David Van Der Gulik,56.0,8.0,2.0,1.0,3.0,60.0,0.0,54.0,1.0,17.0,17.0,55.0,10.0,13.0,1.0,8.0,656.0,87.0,57.0,15.0,34.0,16.0,49,23882.0,3.46,3.63,5.0,8470189,656.0,23.0,11.0,2
757,David Warsofsky,84.0,29.0,2.0,0.0,0.0,11.0,2.0,130.0,0.0,2.0,43.0,167.0,8.0,11.0,0.0,5.0,1174.0,186.0,89.0,11.0,0.0,0.0,55,52153.0,2.6999999999999997,2.7,5.0,8474660,1174.0,63.0,9.0,1
758,David Wolf,7.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,1.0,2.0,9.0,2.0,0.0,0.0,0.0,46.0,4.0,1.0,1.0,1.0,1.0,3,1689.0,0.5,0.41,0.0,8477913,46.0,0.0,0.0,2
759,Davis Drewiske,321.0,57.0,5.0,2.0,2.0,89.0,3.0,171.0,0.0,5.0,59.0,273.0,57.0,25.0,0.0,10.0,2697.0,281.0,119.0,16.0,0.0,1.0,135,122035.0,2.49,2.5,14.0,8474518,2697.0,190.0,20.0,1
760,Dawson Mercer,562.0,125.0,64.0,19.0,78.0,92.0,13.0,319.0,32.0,194.0,142.0,728.0,61.0,131.0,15.0,49.0,5361.0,755.0,449.0,118.0,622.0,398.0,246,247570.0,1.52,1.5,33.0,8482110,5361.0,141.0,67.0,0
761,Daymond Langkow,598.0,107.0,45.0,18.0,48.0,212.0,12.0,376.0,15.0,135.0,158.0,731.0,64.0,116.0,10.0,30.0,4825.0,687.0,401.0,145.0,1594.0,1300.0,221,228414.0,2.21,2.2,37.0,8462036,4825.0,136.0,71.0,0
762,Dean Arsene,22.0,6.0,0.0,0.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,15.0,31.0,0.0,0.0,1.0,238.0,11.0,4.0,0.0,0.0,0.0,13,10099.0,0.34,0.33,5.0,8467583,238.0,13.0,0.0,1
763,Dean Kukan,320.0,56.0,5.0,2.0,3.0,128.0,3.0,181.0,0.0,15.0,47.0,359.0,46.0,30.0,2.0,7.0,3063.0,276.0,152.0,30.0,0.0,0.0,153,138142.0,3.06,3.09,15.0,8478567,3063.0,146.0,25.0,1
764,Dean McAmmond,268.0,49.0,13.0,4.0,17.0,46.0,4.0,139.0,5.0,43.0,53.0,190.0,44.0,33.0,1.0,5.0,2144.0,251.0,146.0,69.0,611.0,501.0,124,90673.0,0.94,0.95,25.0,8458536,2144.0,39.0,20.0,0
765,Declan Carlile,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,1,687.0,0.55,0.73,0.0,8483398,20.0,2.0,0.0,1
766,Declan Chisholm,59.0,14.0,3.0,0.0,1.0,13.0,3.0,43.0,0.0,5.0,16.0,69.0,8.0,9.0,0.0,2.0,615.0,79.0,33.0,6.0,0.0,0.0,33,32298.0,1.1800000000000002,1.16,0.0,8480990,615.0,39.0,6.0,1
767,Denis Gauthier,182.0,35.0,2.0,0.0,0.0,182.0,2.0,61.0,0.0,1.0,26.0,97.0,80.0,4.0,0.0,5.0,1268.0,101.0,36.0,10.0,0.0,0.0,65,56681.0,0.41,0.42,16.0,8462050,1268.0,104.0,2.0,1
768,Denis Grebeshkov,439.0,127.0,14.0,3.0,5.0,95.0,9.0,150.0,2.0,13.0,56.0,355.0,72.0,61.0,2.0,12.0,3173.0,255.0,112.0,47.0,0.0,1.0,130,162710.0,1.49,1.48,23.0,8470268,3173.0,151.0,47.0,1
769,Denis Gurianov,429.0,148.0,52.0,15.0,51.0,274.0,20.0,602.0,17.0,160.0,242.0,839.0,60.0,112.0,6.0,40.0,5610.0,1104.0,571.0,78.0,3.0,1.0,298,244254.0,3.42,3.37,39.0,8478495,5610.0,107.0,60.0,3
770,Denis Malgin,333.0,86.0,41.0,10.0,36.0,223.0,14.0,355.0,17.0,111.0,129.0,589.0,50.0,81.0,4.0,23.0,4285.0,651.0,373.0,118.0,341.0,220.0,255,185180.0,2.7,2.68,48.0,8478843,4285.0,93.0,40.0,0
771,Dennis Cholowski,165.0,83.0,10.0,3.0,6.0,43.0,5.0,205.0,2.0,11.0,79.0,427.0,28.0,29.0,0.0,8.0,2548.0,315.0,143.0,15.0,0.0,1.0,117,125656.0,2.67,2.56,7.0,8479395,2548.0,117.0,19.0,1
772,Dennis Everberg,181.0,14.0,3.0,1.0,9.0,84.0,1.0,69.0,1.0,21.0,28.0,144.0,10.0,12.0,0.0,9.0,1154.0,125.0,71.0,20.0,3.0,0.0,70,46992.0,0.74,0.77,14.0,8477902,1154.0,53.0,9.0,3
773,Dennis Gilbert,105.0,22.0,3.0,0.0,0.0,196.0,3.0,74.0,0.0,1.0,27.0,117.0,78.0,14.0,0.0,3.0,1538.0,110.0,48.0,10.0,0.0,0.0,82,63014.0,2.3200000000000003,2.38,19.0,8478502,1538.0,110.0,11.0,1
774,Dennis Rasmussen,376.0,28.0,9.0,3.0,16.0,128.0,2.0,111.0,4.0,42.0,31.0,229.0,24.0,21.0,3.0,10.0,2216.0,213.0,138.0,41.0,404.0,343.0,139,86877.0,1.3199999999999998,1.35,20.0,8477929,2216.0,84.0,12.0,0
775,Dennis Seidenberg,2358.0,237.0,35.0,3.0,17.0,1361.0,28.0,1345.0,4.0,39.0,354.0,1699.0,273.0,197.0,3.0,63.0,16604.0,2088.0,1047.0,133.0,1.0,0.0,634,837306.0,4.63,4.64,73.0,8469619,16604.0,1336.0,162.0,1
776,Dennis Wideman,2039.0,487.0,72.0,20.0,42.0,668.0,40.0,1664.0,12.0,88.0,614.0,2468.0,269.0,302.0,1.0,66.0,16429.0,2707.0,1180.0,217.0,1.0,1.0,591,830434.0,4.52,4.52,117.0,8469770,16429.0,1005.0,230.0,1
777,Derek Armstrong,59.0,10.0,5.0,1.0,4.0,89.0,0.0,42.0,4.0,16.0,14.0,110.0,55.0,9.0,1.0,4.0,779.0,74.0,48.0,7.0,133.0,122.0,62,31022.0,1.12,1.08,18.0,8459064,779.0,11.0,4.0,0
778,Derek Boogaard,85.0,12.0,1.0,0.0,4.0,172.0,1.0,38.0,0.0,23.0,22.0,128.0,205.0,9.0,0.0,2.0,1072.0,80.0,43.0,9.0,0.0,0.0,131,42360.0,1.33,1.31,45.0,8469647,1072.0,15.0,8.0,2
779,Derek Dorsett,1274.0,61.0,51.0,21.0,54.0,1131.0,14.0,662.0,16.0,212.0,228.0,970.0,1018.0,127.0,14.0,55.0,9131.0,1133.0,700.0,122.0,107.0,70.0,514,382700.0,4.55,4.63,334.0,8473432,9131.0,254.0,76.0,3
780,Derek Forbort,2229.0,370.0,17.0,1.0,3.0,858.0,14.0,703.0,2.0,19.0,245.0,1023.0,249.0,95.0,2.0,25.0,12536.0,1156.0,480.0,99.0,1.0,1.0,496,574239.0,3.98,4.04,57.0,8475762,12536.0,859.0,78.0,1
781,Derek Grant,1851.0,93.0,57.0,27.0,75.0,471.0,11.0,537.0,19.0,196.0,222.0,789.0,153.0,132.0,11.0,39.0,7939.0,983.0,586.0,123.0,1890.0,2071.0,428,322980.0,4.02,4.03,39.0,8474683,7939.0,259.0,75.0,0
782,Derek Joslin,223.0,32.0,4.0,1.0,6.0,111.0,3.0,130.0,0.0,4.0,40.0,245.0,53.0,16.0,0.0,5.0,2110.0,224.0,100.0,23.0,0.0,1.0,116,89287.0,2.3200000000000003,2.26,18.0,8471810,2110.0,93.0,12.0,1
783,Derek MacKenzie,1769.0,111.0,49.0,20.0,63.0,1468.0,9.0,578.0,20.0,159.0,219.0,971.0,289.0,121.0,10.0,30.0,9802.0,981.0,581.0,213.0,2354.0,2669.0,564,390353.0,4.82,4.53,142.0,8468001,9802.0,276.0,72.0,0
784,Derek Meech,149.0,37.0,4.0,1.0,2.0,97.0,3.0,132.0,0.0,13.0,39.0,256.0,37.0,14.0,1.0,4.0,1688.0,219.0,108.0,12.0,2.0,0.0,108,75214.0,2.19,2.15,5.0,8470061,1688.0,56.0,10.0,1
785,Derek Morris,1551.0,141.0,21.0,3.0,9.0,551.0,17.0,812.0,1.0,25.0,301.0,1471.0,240.0,104.0,3.0,33.0,10992.0,1235.0,545.0,89.0,2.0,2.0,389,479852.0,2.81,2.8,46.0,8464966,10992.0,627.0,83.0,1
786,Derek Peltier,20.0,5.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,1.0,36.0,2.0,0.0,0.0,0.0,268.0,13.0,8.0,1.0,0.0,0.0,14,10370.0,0.9199999999999999,0.97,0.0,8471396,268.0,17.0,0.0,1
787,Derek Roy,1304.0,330.0,109.0,42.0,118.0,179.0,29.0,918.0,38.0,345.0,367.0,1746.0,216.0,315.0,29.0,67.0,10452.0,1833.0,1014.0,281.0,3373.0,3200.0,466,506831.0,3.8200000000000003,3.7800000000000002,142.0,8469485,10452.0,260.0,206.0,0
788,Derek Ryan,1668.0,231.0,81.0,29.0,103.0,281.0,19.0,578.0,33.0,253.0,263.0,1423.0,146.0,202.0,17.0,65.0,10616.0,1165.0,671.0,303.0,2179.0,2664.0,570,443925.0,4.67,4.61,84.0,8478585,10616.0,246.0,121.0,0
789,Derek Smith,162.0,36.0,2.0,0.0,1.0,47.0,2.0,138.0,0.0,6.0,54.0,210.0,24.0,14.0,0.0,7.0,1775.0,195.0,91.0,21.0,1.0,2.0,94,78860.0,2.58,2.53,12.0,8473953,1775.0,99.0,12.0,1
790,Derek Stepan,2836.0,357.0,182.0,58.0,174.0,630.0,55.0,1949.0,69.0,554.0,680.0,3746.0,216.0,514.0,36.0,134.0,20097.0,3373.0,1997.0,516.0,7031.0,6129.0,889,910530.0,6.96,7.0,115.0,8474613,20097.0,474.0,332.0,0
791,Derek Whitmore,2.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,35.0,5.0,2.0,1.0,0.0,0.0,2,1502.0,0.66,0.64,1.0,8474500,35.0,1.0,0.0,2
792,Derick Brassard,1957.0,415.0,214.0,65.0,174.0,1467.0,76.0,1718.0,73.0,582.0,552.0,3819.0,429.0,541.0,30.0,126.0,20927.0,3264.0,1922.0,423.0,5510.0,5238.0,995,943756.0,8.39,8.31,202.0,8473544,20927.0,216.0,327.0,0
793,Derrick Pouliot,453.0,148.0,8.0,1.0,6.0,226.0,2.0,351.0,5.0,22.0,133.0,703.0,81.0,54.0,1.0,10.0,4996.0,584.0,246.0,71.0,0.0,0.0,226,228969.0,4.96,4.84,16.0,8476884,4996.0,264.0,46.0,1
794,Deryk Engelland,1999.0,266.0,30.0,1.0,5.0,1284.0,23.0,971.0,6.0,36.0,283.0,1396.0,529.0,127.0,2.0,49.0,14124.0,1486.0,729.0,152.0,0.0,1.0,671,662557.0,4.8,4.84,121.0,8468674,14124.0,1023.0,97.0,1
795,Devante Smith-Pelly,831.0,112.0,44.0,11.0,47.0,801.0,7.0,527.0,26.0,181.0,224.0,808.0,127.0,101.0,5.0,31.0,6747.0,912.0,531.0,74.0,166.0,92.0,395,297725.0,3.43,3.5,63.0,8475758,6747.0,228.0,57.0,3
796,Devin Setoguchi,934.0,232.0,120.0,54.0,135.0,781.0,34.0,983.0,32.0,349.0,386.0,1686.0,169.0,244.0,28.0,98.0,9894.0,1927.0,1081.0,172.0,63.0,32.0,471,432214.0,4.41,4.41,144.0,8471682,9894.0,167.0,124.0,3
797,Devin Shore,826.0,104.0,51.0,16.0,63.0,476.0,14.0,432.0,21.0,199.0,212.0,1006.0,73.0,137.0,10.0,49.0,7969.0,881.0,482.0,147.0,794.0,709.0,443,331913.0,4.09,4.11,57.0,8476913,7969.0,284.0,86.0,0
798,Devon Toews,1539.0,223.0,52.0,12.0,30.0,344.0,28.0,957.0,12.0,77.0,256.0,1476.0,100.0,235.0,5.0,60.0,10616.0,1563.0,808.0,226.0,1.0,0.0,397,549886.0,3.21,3.2,49.0,8478038,10616.0,526.0,183.0,1
799,Dillon Dube,499.0,115.0,57.0,14.0,57.0,387.0,22.0,439.0,21.0,185.0,181.0,784.0,95.0,127.0,7.0,30.0,6008.0,878.0,500.0,91.0,214.0,187.0,325,255327.0,3.06,3.04,64.0,8479346,6008.0,84.0,70.0,0
800,Dillon Heatherington,43.0,8.0,0.0,0.0,2.0,33.0,0.0,22.0,0.0,0.0,8.0,28.0,23.0,2.0,0.0,2.0,361.0,30.0,16.0,1.0,0.0,0.0,23,15290.0,1.75,1.8599999999999999,7.0,8477471,361.0,8.0,2.0,1
801,Dillon Simpson,4.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,50.0,5.0,2.0,0.0,0.0,0.0,3,1959.0,0.48,0.46,0.0,8476416,50.0,2.0,0.0,1
802,Dion Phaneuf,3278.0,575.0,83.0,23.0,54.0,1864.0,47.0,2430.0,13.0,148.0,859.0,3209.0,882.0,333.0,6.0,107.0,23177.0,3970.0,1773.0,249.0,1.0,0.0,804,1114729.0,5.45,5.38,300.0,8470602,23177.0,1284.0,250.0,1
803,Dmitri Kalinin,179.0,33.0,2.0,0.0,2.0,83.0,2.0,101.0,0.0,3.0,40.0,179.0,32.0,16.0,0.0,7.0,1715.0,164.0,66.0,29.0,0.0,0.0,72,78380.0,0.49,0.48,10.0,8467354,1715.0,74.0,14.0,1
804,Dmitri Samorukov,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,43.0,5.0,1.0,0.0,0.0,0.0,3,1933.0,0.9600000000000001,0.88,0.0,8480041,43.0,2.0,0.0,1
805,Dmitri Voronkov,128.0,16.0,18.0,6.0,36.0,83.0,3.0,118.0,9.0,49.0,61.0,283.0,52.0,34.0,2.0,22.0,1379.0,238.0,142.0,15.0,380.0,277.0,75,60556.0,0.56,0.55,9.0,8481716,1379.0,48.0,16.0,2
806,Dmitrij Jaskin,553.0,58.0,27.0,13.0,35.0,753.0,10.0,469.0,4.0,162.0,196.0,606.0,92.0,70.0,8.0,46.0,5222.0,839.0,470.0,106.0,49.0,24.0,315,227165.0,4.49,4.53,49.0,8476436,5222.0,130.0,43.0,3
807,Dmitry Korobov,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,3,1924.0,0.44,0.43,0.0,8477082,41.0,0.0,1.0,1
808,Dmitry Kulikov,3247.0,587.0,46.0,6.0,29.0,1490.0,28.0,1515.0,12.0,93.0,535.0,2531.0,541.0,234.0,3.0,64.0,22819.0,2456.0,1102.0,268.0,0.0,0.0,948,1106667.0,7.08,7.01,137.0,8475179,22819.0,1252.0,188.0,1
809,Dmitry Orlov,2137.0,519.0,70.0,6.0,22.0,1252.0,54.0,1461.0,10.0,107.0,470.0,1969.0,307.0,298.0,6.0,79.0,18279.0,2353.0,1120.0,403.0,1.0,0.0,790,944858.0,6.28,6.14,144.0,8475200,18279.0,865.0,228.0,1
810,Dmytro Timashov,103.0,7.0,4.0,2.0,3.0,95.0,2.0,43.0,0.0,5.0,13.0,38.0,16.0,9.0,1.0,1.0,571.0,67.0,38.0,5.0,0.0,0.0,45,22922.0,0.78,0.73,7.0,8478857,571.0,11.0,5.0,2
811,Dominic Moore,2496.0,212.0,84.0,32.0,96.0,533.0,23.0,968.0,29.0,300.0,355.0,1191.0,379.0,227.0,24.0,70.0,13491.0,1723.0,1009.0,256.0,3255.0,3892.0,672,565663.0,3.9699999999999998,4.01,174.0,8468575,13491.0,301.0,143.0,0
812,Dominic Toninato,283.0,33.0,13.0,7.0,30.0,209.0,1.0,105.0,5.0,48.0,54.0,182.0,67.0,34.0,4.0,14.0,2419.0,241.0,129.0,36.0,441.0,357.0,183,100271.0,2.96,2.94,23.0,8476952,2419.0,85.0,21.0,0
813,Dominic Turgeon,23.0,2.0,0.0,0.0,1.0,6.0,0.0,5.0,0.0,0.0,1.0,18.0,2.0,0.0,0.0,0.0,142.0,10.0,5.0,4.0,27.0,15.0,9,5791.0,0.63,0.61,0.0,8477994,142.0,11.0,0.0,0
814,Dominik Kahun,309.0,49.0,34.0,13.0,25.0,31.0,6.0,253.0,15.0,86.0,71.0,484.0,16.0,83.0,9.0,13.0,3343.0,451.0,293.0,61.0,84.0,67.0,186,151145.0,1.53,1.51,19.0,8480946,3343.0,61.0,49.0,0
815,Dominik Kubalik,575.0,107.0,93.0,36.0,96.0,373.0,26.0,679.0,31.0,229.0,267.0,968.0,93.0,177.0,13.0,59.0,6472.0,1303.0,737.0,81.0,68.0,46.0,357,304728.0,2.62,2.63,50.0,8477330,6472.0,108.0,84.0,2
816,Dominik Simon,385.0,103.0,22.0,5.0,27.0,270.0,8.0,341.0,9.0,109.0,122.0,563.0,70.0,77.0,3.0,25.0,4370.0,610.0,355.0,107.0,67.0,39.0,256,188007.0,3.74,3.7600000000000002,42.0,8478866,4370.0,100.0,55.0,0
817,Dominik Uher,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,2,775.0,0.39,0.36,0.0,8476339,19.0,1.0,0.0,0
818,Donald Brashear,63.0,32.0,1.0,0.0,4.0,162.0,0.0,67.0,1.0,13.0,23.0,102.0,164.0,5.0,0.0,5.0,924.0,100.0,61.0,26.0,0.0,0.0,99,44685.0,0.9199999999999999,0.9199999999999999,38.0,8459246,924.0,17.0,4.0,2
819,Doug Janik,86.0,19.0,0.0,0.0,0.0,21.0,0.0,40.0,0.0,1.0,21.0,64.0,35.0,4.0,0.0,0.0,750.0,67.0,20.0,11.0,0.0,0.0,44,33155.0,1.9100000000000001,1.9100000000000001,7.0,8467928,750.0,44.0,4.0,1
820,Doug Weight,199.0,59.0,13.0,4.0,13.0,62.0,2.0,180.0,7.0,53.0,66.0,474.0,63.0,64.0,3.0,16.0,2093.0,318.0,180.0,45.0,506.0,432.0,106,110285.0,1.69,1.69,28.0,8458361,2093.0,51.0,51.0,0
821,Dougie Hamilton,2139.0,581.0,142.0,32.0,70.0,900.0,77.0,2806.0,33.0,225.0,892.0,2987.0,474.0,460.0,10.0,158.0,19745.0,4511.0,2209.0,235.0,3.0,1.0,771,956188.0,7.029999999999999,6.9399999999999995,69.0,8476462,19745.0,839.0,318.0,1
822,Douglas Murray,1470.0,162.0,6.0,0.0,7.0,970.0,5.0,533.0,1.0,14.0,187.0,854.0,246.0,50.0,0.0,22.0,9352.0,864.0,367.0,91.0,0.0,0.0,382,413165.0,2.62,2.66,53.0,8468114,9352.0,671.0,44.0,1
823,Drake Batherson,444.0,150.0,90.0,31.0,89.0,472.0,25.0,679.0,34.0,283.0,334.0,1383.0,114.0,225.0,16.0,77.0,6799.0,1327.0,717.0,132.0,117.0,81.0,309,326040.0,3.19,3.21,63.0,8480208,6799.0,144.0,135.0,3
824,Drake Caggiula,550.0,92.0,46.0,12.0,47.0,546.0,10.0,342.0,24.0,170.0,139.0,659.0,136.0,91.0,6.0,34.0,5013.0,701.0,420.0,102.0,257.0,155.0,281,222862.0,3.3,3.25,63.0,8479465,5013.0,111.0,45.0,2
