name,I_F_goals_all,playerId_all
MacKenzie Weegar,51.0,8477346
Mackenzie MacEachern,11.0,8476907
Mackie Samoskevich,0.0,8482713
Madison Bowey,5.0,8477474
Magnus Paajarvi,62.0,8475175
Maksim Mayorov,2.0,8474195
Maksim Sushko,0.0,8480201
Maksymilian Szuber,0.0,8483763
Manny Malhotra,51.0,8467334
Marat Khusnutdinov,1.0,8482177
Marc Del Gaizo,0.0,8481743
Marc Johnstone,0.0,8483401
Marc McLaughlin,4.0,8483397
Marc Methot,22.0,8470760
Marc Michaelis,0.0,8482063
Marc Savard,37.0,8462118
Marc Staal,51.0,8471686
Marc-Andre Bergeron,34.0,8469765
Marc-Andre Bourdon,4.0,8474631
Marc-Andre Cliche,3.0,8471718
Marc-Andre Gragnani,3.0,8471752
Marc-Antoine Pouliot,15.0,8470615
Marc-Edouard Vlasic,78.0,8471709
Marcel Goc,57.0,8469473
Marcel Mueller,0.0,8475950
Marco Kasper,0.0,8483464
Marco Rossi,21.0,8482079
Marco Scandella,52.0,8474618
Marco Sturm,37.0,8464979
Marcus Bjork,3.0,8483620
Marcus Foligno,126.0,8475220
Marcus Johansson,174.0,8475149
Marcus Kruger,37.0,8475323
Marcus Pettersson,14.0,8477969
Marcus Sorensen,31.0,8475834
Marek Hrivik,0.0,8475949
Marek Malik,0.0,8459493
Marek Svatos,25.0,8469670
Marek Zidlicky,54.0,8469623
Marian Gaborik,201.0,8468483
Marian Hossa,226.0,8466148
Marian Studenic,3.0,8480226
Marin Studenic,0.0,8480226
Mario Bliznak,1.0,8471863
Mario Ferraro,12.0,8479983
Mario Kempe,6.0,8474131
Mark Alt,0.0,8475729
Mark Arcobello,24.0,8476062
Mark Barberio,13.0,8474717
Mark Bell,0.0,8467335
Mark Borowiecki,15.0,8474697
Mark Cullen,0.0,8470005
Mark Cundari,1.0,8474837
Mark Eaton,8.0,8467580
Mark Fayne,17.0,8471816
Mark Fistric,3.0,8471241
Mark Flood,3.0,8470780
Mark Fraser,4.0,8471748
Mark Friedman,4.0,8478017
Mark Giordano,151.0,8470966
Mark Jankowski,56.0,8476873
Mark Kastelic,14.0,8480355
Mark Katic,0.0,8474063
Mark Letestu,93.0,8473914
Mark Mancari,3.0,8471419
Mark McNeill,0.0,8476471
Mark Olver,10.0,8474705
Mark Parrish,8.0,8465026
Mark Popovic,2.0,8469488
Mark Pysyk,28.0,8475796
Mark Recchi,55.0,8450725
Mark Scheifele,297.0,8476460
Mark Stone,212.0,8475913
Mark Streit,71.0,8468309
Mark Stuart,21.0,8470614
Mark Van Guilder,0.0,8474939
Marko Dano,19.0,8477448
Markus Granlund,58.0,8476440
Markus Hannikainen,8.0,8478541
Markus Naslund,24.0,8458530
Markus Niemelainen,0.0,8479338
Markus Nutivaara,17.0,8478906
Marshall Rifai,0.0,8483546
Martin Erat,91.0,8468064
Martin Fehervary,17.0,8480796
Martin Frk,20.0,8476924
Martin Hanzal,119.0,8471691
Martin Havlat,102.0,8467899
Martin Kaut,6.0,8480822
Martin Marincin,5.0,8475716
Martin Necas,97.0,8480039
Martin Pospisil,8.0,8481028
Martin Skoula,7.0,8467343
Martin St Pierre,2.0,8470366
Martin St. Louis,183.0,8466378
Martins Karsums,1.0,8471277
Marty Reasoner,33.0,8464967
Mason Appleton,47.0,8478891
Mason Geertsen,0.0,8477419
Mason Lohrei,4.0,8482511
Mason Marchment,54.0,8478975
Mason McTavish,38.0,8482745
Mason Morelli,3.0,8481462
Mason Raymond,106.0,8471664
Mason Shaw,8.0,8479972
Mat Clark,0.0,8475162
Matej Blumel,1.0,8481712
Mathew Barzal,128.0,8478445
Mathias Brome,1.0,8482240
Mathieu Carle,0.0,8473438
Mathieu Dandenault,4.0,8460540
Mathieu Darche,22.0,8468463
Mathieu Joseph,55.0,8478472
Mathieu Olivier,13.0,8479671
Mathieu Perreault,143.0,8473618
Mathieu Roy,0.0,8470804
Mathieu Schneider,11.0,8451224
Matias Maccelli,29.0,8481711
Mats Sundin,9.0,8451774
Mats Zuccarello,198.0,8475692
Matt Anderson,0.0,8473944
Matt Bartkowski,8.0,8474749
Matt Beleskey,76.0,8473492
Matt Benning,17.0,8476988
Matt Boldy,75.0,8481557
Matt Bradley,22.0,8465059
Matt Calvert,95.0,8474685
Matt Campanale,0.0,8476208
Matt Carey,1.0,8477836
Matt Carkner,4.0,8467931
Matt Carle,29.0,8470640
Matt Cooke,81.0,8465951
Matt Coronato,3.0,8482679
Matt Cullen,135.0,8464989
Matt D'Agostini,52.0,8471851
Matt Donovan,2.0,8474659
Matt Duchene,341.0,8475168
Matt Dumba,82.0,8476856
Matt Ellis,18.0,8470018
Matt Fraser,11.0,8475671
Matt Frattin,17.0,8474192
Matt Gilroy,11.0,8475118
Matt Greene,16.0,8470121
Matt Grzelcyk,25.0,8476891
Matt Halischuk,33.0,8474094
Matt Hendricks,54.0,8468611
Matt Hunwick,24.0,8471436
Matt Irwin,25.0,8475625
Matt Kassian,4.0,8471719
Matt Kiersted,2.0,8482641
Matt Lashoff,0.0,8471696
Matt Lindblad,0.0,8477228
Matt Lorito,0.0,8478371
Matt Luff,15.0,8479644
Matt Martin,84.0,8474709
Matt Moulson,168.0,8470852
Matt Nieto,85.0,8476442
Matt Niskanen,65.0,8471702
Matt Pelech,1.0,8471700
Matt Pettinger,9.0,8468523
Matt Puempel,11.0,8476477
Matt Read,88.0,8476177
Matt Rempe,1.0,8482460
Matt Roy,24.0,8478911
Matt Savoie,0.0,8483512
Matt Smaby,0.0,8470634
Matt Stajan,90.0,8470162
Matt Taormina,4.0,8475060
Matt Tennyson,4.0,8476807
Matt Walker,3.0,8467408
Matt Watkins,0.0,8471821
Matthew Corrente,0.0,8473580
Matthew Highmore,12.0,8478146
Matthew Kessel,1.0,8482516
Matthew Knies,15.0,8482720
Matthew Konan,0.0,8475395
Matthew Lombardi,44.0,8468695
Matthew Peca,6.0,8476285
Matthew Phillips,1.0,8479547
Matthew Poitras,5.0,8483505
Matthew Tkachuk,218.0,8479314
Mattias Ekholm,77.0,8475218
Mattias Janmark,81.0,8477406
Mattias Norlinder,0.0,8481555
Mattias Ohlund,6.0,8460503
Mattias Ritola,4.0,8471668
Mattias Samuelsson,3.0,8480807
Mattias Tedenby,10.0,8474582
Matty Beniers,42.0,8482665
Mavrik Bourque,0.0,8482145
Max Comtois,38.0,8480031
Max Domi,129.0,8477503
Max Friberg,0.0,8476384
Max Jones,31.0,8479368
Max Lajoie,0.0,8479320
Max McCormick,8.0,8476323
Max Pacioretty,330.0,8474157
Max Reinhart,1.0,8475733
Max Sauve,0.0,8474607
Max Talbot,61.0,8470171
Max Veronneau,2.0,8480314
Max Willman,7.0,8478051
Maxence Guenette,0.0,8481679
Maxim Afinogenov,30.0,8466202
Maxim Lapierre,52.0,8470654
Maxim Letunov,1.0,8477983
Maxim Mamin,10.0,8479553
Maxim Noreau,0.0,8474222
Maxime Fortunus,0.0,8469798
Maxime Lajoie,7.0,8479320
Maxime Macenauer,1.0,8474139
Maxwell Crozier,0.0,8481719
Melker Karlsson,59.0,8477922
Michael Amadio,57.0,8478020
Michael Bournival,12.0,8475739
Michael Bunting,76.0,8478047
Michael Cammalleri,201.0,8469500
Michael Carcone,27.0,8479619
Michael Caruso,0.0,8473416
Michael Chaput,6.0,8475808
Michael Dal Colle,8.0,8477936
Michael Del Zotto,63.0,8474584
Michael Eyssimont,16.0,8479591
Michael Frolik,159.0,8473564
Michael Grabner,176.0,8473546
Michael Kapla,0.0,8480081
Michael Keranen,0.0,8477923
Michael Kesselring,5.0,8480891
Michael Kostka,4.0,8474497
Michael Latta,4.0,8475247
Michael Matheson,0.0,8476875
Michael McCarron,23.0,8477446
Michael McLeod,29.0,8479415
Michael Mersch,1.0,8476352
Michael Nylander,9.0,8458573
Michael Paliotta,0.0,8476394
Michael Peca,4.0,8458976
Michael Pezzetta,15.0,8479543
Michael Raffl,90.0,8477290
Michael Rasmussen,49.0,8479992
Michael Ryan,0.0,8467905
Michael Ryder,137.0,8467545
Michael Sauer,4.0,8471714
Michael Sgarbossa,8.0,8475958
Michael Stone,41.0,8474628
Michael Zalewski,0.0,8477816
Michael Zigomanis,2.0,8467937
Michal Handzus,63.0,8462129
Michal Jordan,3.0,8474661
Michal Kempny,15.0,8479482
Michal Repik,9.0,8474153
Michal Rozsival,22.0,8465058
Micheal Ferland,60.0,8475907
Micheal Haley,11.0,8474230
Michel Ouellet,0.0,8468604
Miikka Salomaki,12.0,8476447
Mika Pyorala,2.0,8475381
Mika Zibanejad,293.0,8476459
Mikael Backlund,200.0,8474150
Mikael Granlund,156.0,8475798
Mikael Pyyhtia,0.0,8482451
Mikael Samuelsson,82.0,8467463
Mike Angelidis,2.0,8471916
Mike Blunden,7.0,8471663
Mike Brown,18.0,8471371
Mike Commodore,9.0,8467915
Mike Comrie,24.0,8467964
Mike Connolly,0.0,8476225
Mike Duco,0.0,8471941
Mike Fisher,163.0,8467370
Mike Green,129.0,8471242
Mike Grier,25.0,8459640
Mike Halmo,1.0,8476765
Mike Hardman,1.0,8482635
Mike Hoffman,227.0,8474884
Mike Iggulden,1.0,8471641
Mike Knuble,90.0,8458590
Mike Komisarek,4.0,8469460
Mike Liambas,0.0,8475436
Mike Lundin,4.0,8471314
Mike Matheson,68.0,8476875
Mike Modano,33.0,8449645
Mike Moore,1.0,8474531
Mike Mottau,3.0,8466309
Mike Reilly,18.0,8476422
Mike Ribeiro,133.0,8467371
Mike Richards,132.0,8470617
Mike Rupp,29.0,8467336
Mike Santorelli,64.0,8471390
Mike Sillinger,2.0,8451359
Mike Sislo,3.0,8476209
Mike Van Ryn,3.0,8467350
Mike Vecchione,0.0,8480087
Mike Vernace,0.0,8471413
Mike Weaver,5.0,8468478
Mike Weber,9.0,8473426
Mike York,0.0,8466266
Mikey Anderson,11.0,8479998
Mikhail Grabovski,121.0,8471362
Mikhail Grigorenko,25.0,8476888
Mikhail Maltsev,6.0,8479573
Mikhail Sergachev,48.0,8479410
Mikhail Vorobyev,2.0,8478844
Mikkel Boedker,117.0,8474571
Mikko Koivu,169.0,8469459
Mikko Lehtonen,0.0,8471747
Mikko Rantanen,263.0,8478420
Milan Hejduk,90.0,8460577
Milan Jurcina,11.0,8469684
Milan Kytnar,0.0,8474128
Milan Lucic,225.0,8473473
Milan Michalek,140.0,8470599
Miles Wood,87.0,8477425
Milos Kelemen,1.0,8483597
Mirco Mueller,5.0,8477509
Miro Heiskanen,53.0,8480036
Miroslav Satan,26.0,8459534
Mitch Callahan,0.0,8475296
Mitch Marner,26.0,8478483
Mitch Reinke,0.0,8480761
Mitchell Chaffee,4.0,8482070
Mitchell Fritz,0.0,8468884
Mitchell Marner,169.0,8478483
Mitchell Stephens,5.0,8478477
Morgan Barron,22.0,8480289
Morgan Ellis,0.0,8475782
Morgan Frost,39.0,8480028
Morgan Geekie,39.0,8479987
Morgan Klimchuk,0.0,8477449
Morgan Rielly,79.0,8476853
Moritz Seider,21.0,8481542
Nail Yakupov,62.0,8476855
Nate Guenin,5.0,8470317
Nate Prosser,11.0,8475613
Nate Raduns,0.0,8474225
Nate Schmidt,47.0,8477220
Nate Thompson,65.0,8470775
Nathan Bastian,29.0,8479414
Nathan Beaulieu,12.0,8476470
Nathan Gerbe,63.0,8471804
Nathan Horton,102.0,8470596
Nathan MacKinnon,336.0,8477492
Nathan McIver,0.0,8470843
Nathan Oystrick,5.0,8470136
Nathan Paetsch,3.0,8469509
Nathan Smith,2.0,8468503
Nathan Walker,20.0,8477573
Nazem Kadri,272.0,8475172
Neal Pionk,34.0,8480145
Nelson Nogier,0.0,8478031
Nic Dowd,70.0,8475343
Nic Petan,7.0,8477464
Nicholas Abruzzese,1.0,8481720
Nicholas Baptiste,7.0,8477491
Nicholas Merkley,3.0,8478447
Nicholas Paul,57.0,8477426
Nicholas Robertson,17.0,8481582
Nicholas Shore,3.0,8476406
Nick Abruzzese,0.0,8481720
Nick Bjugstad,149.0,8475760
Nick Blankenburg,6.0,8483565
Nick Bonino,159.0,8474009
Nick Boynton,7.0,8466145
Nick Caamano,1.0,8479381
Nick Cicek,0.0,8482824
Nick Cousins,71.0,8476393
Nick DeSimone,2.0,8480084
Nick Drazenovic,0.0,8471832
Nick Foligno,226.0,8473422
Nick Holden,52.0,8474207
Nick Jensen,19.0,8475324
Nick Johnson,14.0,8471280
Nick Lappin,5.0,8479250
Nick Leddy,73.0,8475181
Nick Merkley,1.0,8478447
Nick Palmieri,13.0,8473999
Nick Paul,18.0,8477426
Nick Perbix,7.0,8480246
Nick Petrecki,0.0,8474032
Nick Ritchie,84.0,8477941
Nick Schmaltz,122.0,8477951
Nick Schultz,11.0,8468513
Nick Seeler,8.0,8476372
Nick Shore,15.0,8476406
Nick Sorensen,0.0,8477466
Nick Spaling,52.0,8474096
Nick Suzuki,107.0,8480018
Nick Swaney,0.0,8480275
Nick Tarnasky,2.0,8470876
Nicklas Backstrom,257.0,8473563
Nicklas Grossmann,13.0,8471269
Nicklas Jensen,3.0,8476482
Nicklas Lidstrom,51.0,8457063
Niclas Bergfors,35.0,8471697
Niclas Havelid,2.0,8467956
Niclas Wallin,5.0,8468577
Nico Hischier,136.0,8480002
Nico Sturm,39.0,8481477
Nicolas Aube-Kubel,31.0,8477979
Nicolas Beaudin,2.0,8480814
Nicolas Blanchard,0.0,8471853
Nicolas Deschamps,0.0,8474598
Nicolas Deslauriers,51.0,8475235
Nicolas Hague,15.0,8479980
Nicolas Kerdiles,0.0,8476866
Nicolas Meloche,2.0,8478467
Nicolas Roy,53.0,8478462
Nigel Dawes,24.0,8470741
Nik Antropov,89.0,8467353
Nikita Alexandrov,3.0,8481543
Nikita Chibrikov,1.0,8482787
Nikita Filatov,6.0,8474566
Nikita Gusev,17.0,8477038
Nikita Kucherov,319.0,8476453
Nikita Nesterenko,2.0,8481754
Nikita Nesterov,9.0,8476300
Nikita Nikitin,17.0,8471348
Nikita Okhotiuk,3.0,8481537
Nikita Scherbak,6.0,8477957
Nikita Soshnikov,8.0,8478373
Nikita Tryamkin,3.0,8477997
Nikita Zadorov,46.0,8477507
Nikita Zaitsev,22.0,8479458
Niklas Hagman,67.0,8467943
Niklas Hjalmarsson,25.0,8471769
Niklas Kronwall,73.0,8468509
Niko Mikkola,8.0,8478859
Nikolai Knyzhov,3.0,8481812
Nikolai Prokhorkin,4.0,8476947
Nikolaj Ehlers,201.0,8477940
Nikolas Matinpalo,0.0,8484321
Nikolay Goldobin,18.0,8477958
Nikolay Kulemin,121.0,8473579
Nikolay Zherdev,39.0,8470597
Nils Aman,7.0,8482496
Nils Hoglander,50.0,8481535
Nils Lundkvist,9.0,8480878
Nino Niederreiter,223.0,8475799
Noah Cates,24.0,8480220
Noah Dobson,40.0,8480865
Noah Gregor,32.0,8479393
Noah Hanifin,62.0,8478396
Noah Juulsen,2.0,8478454
Noah Welch,1.0,8469505
Noel Acciari,62.0,8478569
Nolan Baumgartner,1.0,8460500
Nolan Foote,6.0,8481518
Nolan Patrick,32.0,8479974
Nolan Yonkman,0.0,8467910
Ole-Kristian Tollefsen,0.0,8470170
Olen Zellweger,2.0,8482803
Oliver Bjorkstrand,151.0,8477416
Oliver Ekman-Larsson,144.0,8475171
Oliver Kylington,17.0,8478430
Oliver Lauridsen,2.0,8475342
Oliver Wahlstrom,34.0,8480789
Olivier Magnan,0.0,8471508
Olle Alsing,0.0,8481629
Olle Lycksell,1.0,8480245
Olli Jokinen,113.0,8466140
Olli Juolevi,2.0,8479355
Olli Maatta,40.0,8476874
Ondrej Kase,57.0,8478131
Ondrej Palat,162.0,8476292
Ondrej Pavel,0.0,8484259
Oscar Fantenberg,5.0,8480147
Oscar Klefbom,34.0,8476472
Oscar Lindberg,39.0,8475715
Oscar Moller,12.0,8474114
Oskar Lindblom,56.0,8478067
Oskar Olausson,0.0,8482712
Oskar Osala,0.0,8473496
Oskar Steen,4.0,8479546
Oskar Sundqvist,56.0,8476897
Oskars Bartulis,1.0,8471756
Ossi Vaananen,1.0,8467369
Otto Koivula,0.0,8479526
Otto Leskinen,0.0,8481105
Owen Beck,0.0,8483424
Owen Nolan,41.0,8449895
Owen Power,12.0,8482671
Owen Tippett,73.0,8480015
P.J. Axelsson,6.0,8462209
P.K. Subban,115.0,8474056
PA Parenteau,114.0,8469707
Par Lindholm,4.0,8480944
Parker Kelly,17.0,8480448
Parker Wotherspoon,0.0,8478450
Pascal Dupuis,107.0,8466393
Pascal Pelletier,0.0,8469752
Pat Maroon,43.0,8474034
Patric Hornqvist,264.0,8471887
Patrice Bergeron,354.0,8470638
Patrice Brisebois,5.0,8445739
Patrice Cormier,1.0,8474616
Patrick Bordeleau,8.0,8471326
Patrick Brown,10.0,8477887
Patrick Cannone,0.0,8476219
Patrick Davis,1.0,8471764
Patrick Dwyer,42.0,8470302
Patrick Eaves,93.0,8470622
Patrick Holland,0.0,8475889
Patrick Kaleta,24.0,8471388
Patrick Kane,450.0,8474141
Patrick Marleau,328.0,8466139
Patrick Maroon,78.0,8474034
Patrick O'Sullivan,31.0,8470649
Patrick Rissmiller,0.0,8470321
Patrick Russell,0.0,8479466
Patrick Sharp,212.0,8469544
Patrick Sieloff,2.0,8476890
Patrick Wey,0.0,8475275
Patrick Wiercioch,16.0,8474605
Patrik Berglund,170.0,8473534
Patrik Elias,144.0,8460542
Patrik Koch,0.0,8484326
Patrik Laine,204.0,8479339
Patrik Nemeth,10.0,8475747
Paul Bissonnette,7.0,8470713
Paul Byron,98.0,8474038
Paul Carey,8.0,8474008
Paul Cotter,22.0,8481032
Paul Gaustad,61.0,8468700
Paul Kariya,20.0,8459426
Paul LaDue,5.0,8476983
Paul Mara,6.0,8466144
Paul Martin,31.0,8468542
Paul Postma,10.0,8474074
Paul Ranger,9.0,8470085
Paul Stastny,241.0,8471669
Paul Szczechura,10.0,8473898
Paul Thompson,0.0,8476200
Pavel Buchnevich,163.0,8477402
Pavel Datsyuk,175.0,8467514
Pavel Dorofeyev,20.0,8481604
Pavel Kubina,27.0,8465210
Pavel Mintyukov,4.0,8483490
Pavel Zacha,111.0,8478401
Pavol Demitra,23.0,8459648
Pavol Regenda,1.0,8483630
Per Ledin,0.0,8473407
Perttu Lindgren,0.0,8471738
Peter Cehlarik,5.0,8477417
Peter Forsberg,0.0,8458520
Peter Harrold,11.0,8472394
Peter Holland,35.0,8475180
Peter LeBlanc,0.0,8473505
Peter Mueller,41.0,8473526
Peter Olvecky,2.0,8471290
Peter Regin,23.0,8471299
Peter Schaefer,1.0,8462093
Petr Kalus,0.0,8471713
Petr Prucha,19.0,8470072
Petr Straka,0.0,8475723
Petr Sykora,48.0,8460465
Petr Vrana,1.0,8470635
Petter Granberg,0.0,8475774
Petteri Lindbohm,2.0,8476989
Petteri Nokelainen,12.0,8471229
Peyton Krebs,20.0,8481522
Phil Kessel,382.0,8473548
Phil Oreskovic,1.0,8471746
Phil Varone,8.0,8475321
Philip Broberg,2.0,8481598
Philip Holm,0.0,8480163
Philip Kemp,0.0,8480274
Philip Larsen,9.0,8474707
Philip McRae,1.0,8474592
Philip Samuelsson,0.0,8475194
Philip Tomasino,23.0,8481577
Philipp Kurashev,41.0,8480798
Philippe Boucher,3.0,8458527
Philippe Cornet,0.0,8474691
Philippe Dupuis,6.0,8470697
Philippe Maillet,0.0,8477544
Philippe Myers,8.0,8479026
Phillip Danault,117.0,8476479
Phillip Di Giuseppe,27.0,8476858
Pierre Engvall,57.0,8478115
Pierre-Cedric Labrie,2.0,8474201
Pierre-Edouard Bellemare,64.0,8477930
Pierre-Luc Dubois,145.0,8479400
Pierre-Luc Letourneau-Leblond,0.0,8471428
Pierre-Marc Bouchard,49.0,8470153
Pierre-Olivier Joseph,8.0,8480058
Pierrick Dube,0.0,8483920
Pius Suter,57.0,8480459
Pontus Aberg,17.0,8476857
Pontus Holmberg,12.0,8480995
Quinn Hughes,43.0,8480800
Quintin Laing,2.0,8466232
Quinton Byfield,28.0,8482124
Quinton Howden,10.0,8475769
R.J. Umberger,131.0,8469469
Radek Bonk,9.0,8460105
Radek Dvorak,48.0,8462041
Radek Faksa,88.0,8476889
Radek Martinek,15.0,8468101
Radek Smolenak,0.0,8471736
Radim Simek,7.0,8480160
Radim Vrbata,182.0,8468085
Radim Zohorna,9.0,8482241
Radko Gudas,40.0,8475462
Rafael Harvey-Pinard,17.0,8481093
Raffi Torres,70.0,8468485
Raitis Ivanans,2.0,8469120
Raman Hrabarenka,0.0,8477127
Randy Jones,11.0,8470905
Raphael Diaz,8.0,8476244
Raphael Lavoie,0.0,8481534
Rasmus Andersson,36.0,8478397
Rasmus Asplund,18.0,8479335
Rasmus Dahlin,66.0,8480839
Rasmus Kupari,9.0,8480845
Rasmus Rissanen,0.0,8475294
Rasmus Ristolainen,53.0,8477499
Rasmus Sandin,16.0,8480873
Ray Macias,0.0,8471786
Ray Whitney,104.0,8458537
Raymond Sawada,1.0,8471265
Reese Johnson,7.0,8481147
Reid Boucher,20.0,8476423
Reilly Smith,213.0,8475191
Reilly Walsh,0.0,8480054
Rem Pitlick,21.0,8479514
Remi Elie,7.0,8477461
Rene Bourque,129.0,8471504
Rhett Gardner,1.0,8479587
Rhett Rakhshani,0.0,8473456
Rich Clune,7.0,8471733
Rich Peverley,79.0,8471514
Richard Panik,86.0,8475209
Richard Park,30.0,8460541
Richard Petiot,0.0,8469564
Richard Zednik,17.0,8460735
Rick Nash,282.0,8470041
Rick Rypien,7.0,8471628
Rickard Rakell,201.0,8476483
Rickard Wallin,2.0,8467491
Ridly Greig,15.0,8482092
Riley Armstrong,0.0,8471516
Riley Barber,0.0,8477003
Riley Cote,0.0,8468786
Riley Damiani,1.0,8480988
Riley Nash,63.0,8474062
Riley Sheahan,74.0,8475772
Riley Stillman,4.0,8479388
Riley Tufte,2.0,8479362
Rinat Valiev,0.0,8477642
Rob Blake,17.0,8445550
Rob Davison,0.0,8467422
Rob Klinkhammer,22.0,8473970
Rob Niedermayer,29.0,8459427
Rob O'Gara,0.0,8476303
Rob Schremp,20.0,8471238
Rob Scuderi,6.0,8467452
Robbie Earl,6.0,8471399
Robbie Russo,0.0,8476418
Robby Fabbri,98.0,8477952
Robert Bortuzzo,20.0,8474145
Robert Hagg,16.0,8477462
Robert Lang,27.0,8456966
Robert Nilsson,20.0,8470608
Robert Thomas,86.0,8480023
Robin Salo,3.0,8480071
Roby Jarventie,0.0,8482162
Robyn Regehr,11.0,8467344
Rocco Grimaldi,30.0,8476428
Rod Brind'Amour,25.0,8445735
Rod Pelley,7.0,8472355
Roland McKeown,0.0,8477981
Roman Cervenka,9.0,8476834
Roman Hamrlik,19.0,8458938
Roman Horak,6.0,8475264
Roman Josi,181.0,8474600
Roman Lyubimov,4.0,8479648
Roman Polak,26.0,8471392
Roman Wick,0.0,8471368
Ron Hainsey,40.0,8468493
Ronalds Kenins,4.0,8477589
Ronnie Attard,2.0,8481521
Roope Hintz,146.0,8478449
Ross Colton,64.0,8479525
Ross Johnston,10.0,8477527
Rostislav Klesla,13.0,8468484
Rostislav Olesz,24.0,8471220
Rourke Chartier,3.0,8478078
Rudolfs Balcers,28.0,8478870
Ruslan Fedotenko,50.0,8468172
Ruslan Iskhakov,0.0,8481016
Ruslan Salei,7.0,8464962
Ryan Bayda,5.0,8468560
Ryan Bourque,0.0,8475243
Ryan Callahan,175.0,8471339
Ryan Carpenter,32.0,8477846
Ryan Carter,37.0,8473646
Ryan Craig,2.0,8470065
Ryan Donato,77.0,8477987
Ryan Dzingel,87.0,8476288
Ryan Ellis,76.0,8475176
Ryan Garbutt,39.0,8476116
Ryan Getzlaf,219.0,8470612
Ryan Graves,31.0,8477435
Ryan Hamilton,1.0,8472424
Ryan Hartman,128.0,8477451
Ryan Hollweg,0.0,8469681
Ryan Johansen,202.0,8475793
Ryan Johnson,4.0,8460527
Ryan Johnston,0.0,8478963
Ryan Jones,54.0,8471323
Ryan Keller,0.0,8471972
Ryan Kesler,219.0,8470616
Ryan Kuffner,0.0,8481426
Ryan Lindgren,10.0,8479324
Ryan Lomberg,28.0,8479066
Ryan MacInnis,0.0,8477974
Ryan Malone,92.0,8467988
Ryan McDonagh,76.0,8474151
Ryan McLeod,32.0,8480802
Ryan Merkley,1.0,8480847
Ryan Murphy,8.0,8476465
Ryan Murray,15.0,8476850
Ryan Nugent-Hopkins,251.0,8476454
Ryan O'Byrne,4.0,8470672
Ryan O'Marra,1.0,8471689
Ryan O'Reilly,281.0,8475158
Ryan Parent,1.0,8471692
Ryan Poehling,31.0,8480068
Ryan Potulny,15.0,8470680
Ryan Pulock,48.0,8477506
Ryan Reaves,63.0,8471817
Ryan Russell,2.0,8471868
Ryan Shannon,28.0,8471634
Ryan Shea,1.0,8478854
Ryan Smyth,102.0,8460496
Ryan Spooner,48.0,8475727
Ryan Sproul,2.0,8476450
Ryan Stanton,4.0,8475598
Ryan Stoa,4.0,8471708
Ryan Stone,0.0,8470625
Ryan Strome,156.0,8476458
Ryan Suter,89.0,8470600
Ryan Thang,0.0,8474143
Ryan Vesce,3.0,8472215
Ryan White,31.0,8473466
Ryan Whitney,18.0,8470309
Ryan Wilson,7.0,8473700
Ryan Winterton,0.0,8482751
Ryane Clowe,93.0,8469622
Ryker Evans,1.0,8482858
Saku Koivu,80.0,8459442
Saku Maenalanen,8.0,8477357
Sam Bennett,137.0,8477935
Sam Carrick,28.0,8475842
Sam Colangelo,1.0,8482118
Sam Gagner,184.0,8474040
Sam Lafferty,35.0,8478043
Sam Malinski,3.0,8484258
Sam Poulin,0.0,8481591
Sam Reinhart,254.0,8477933
Sam Steel,44.0,8479351
Sami Lepisto,6.0,8471279
Sami Niku,2.0,8478915
Sami Salo,32.0,8465202
Sami Vatanen,47.0,8475222
Sammy Blais,27.0,8478104
Sammy Walker,0.0,8480267
Sampo Ranta,0.0,8480846
Samuel Bolduc,4.0,8481541
Samuel Fagemo,3.0,8481239
Samuel Girard,31.0,8479398
Samuel Henley,1.0,8476511
Samuel Knazko,0.0,8482448
Samuel Laberge,0.0,8478956
Samuel Morin,1.0,8477502
Samuel Pahlsson,21.0,8465192
Samuel Walker,1.0,8480267
Santeri Hatakka,0.0,8481701
Sasha Chmelevski,0.0,8480053
Scott Glennie,0.0,8475173
Scott Gomez,50.0,8467351
Scott Hannan,11.0,8466158
Scott Harrington,11.0,8476449
Scott Hartnell,210.0,8468486
Scott Jackson,0.0,8471711
Scott Kosmachuk,0.0,8476910
Scott Laughton,94.0,8476872
Scott Lehman,0.0,8471288
Scott Mayfield,25.0,8476429
Scott Morrow,0.0,8482666
Scott Nichol,16.0,8459687
Scott Niedermayer,24.0,8458517
Scott Parse,14.0,8471386
Scott Perunovich,0.0,8481059
Scott Reedy,7.0,8480060
Scott Sabourin,2.0,8477149
Scott Timmins,1.0,8475304
Scott Walker,10.0,8459547
Scott Wilson,20.0,8476293
Scottie Upshall,107.0,8470105
Sean Avery,25.0,8468224
Sean Bentivoglio,0.0,8473905
Sean Bergenheim,81.0,8470176
Sean Collins,2.0,8473913
Sean Couturier,191.0,8476461
Sean Day,0.0,8479413
Sean Durzi,21.0,8480434
Sean Farrell,1.0,8482081
Sean Kuraly,58.0,8476374
Sean Malone,0.0,8477391
Sean Monahan,244.0,8477497
Sean O'Donnell,4.0,8458637
Sean Walker,27.0,8480336
Sebastian Aho,131.0,8478427
Semyon Der-Arguchintsev,0.0,8480977
Sergei Fedorov,11.0,8446788
Sergei Gonchar,35.0,8458951
Sergei Kostitsyn,61.0,8471859
Sergei Plotnikov,0.0,8478928
Sergei Samsonov,43.0,8466035
Sergei Shirokov,1.0,8473488
Sergei Zubov,0.0,8458494
Sergey Kalinin,10.0,8478566
Sergey Tolchinsky,0.0,8477566
Seth Griffith,8.0,8476495
