name,I_F_goals_all,playerId_all
Dustin Boyd,23.0,8471310
Dustin Brown,259.0,8470606
Dustin Byfuglien,154.0,8470834
Dustin Jeffrey,18.0,8474138
Dustin Kohn,0.0,8471671
Dustin Penner,95.0,8471208
Dwight Helminen,2.0,8470131
Dwight King,53.0,8474100
Dylan Coghlan,6.0,8479639
Dylan Cozens,66.0,8481528
Dylan DeMelo,17.0,8476331
Dylan Gambrell,17.0,8479580
Dylan Guenther,24.0,8482699
Dylan Holloway,9.0,8482077
Dylan Larkin,212.0,8477946
Dylan McIlrath,3.0,8475795
Dylan Olsen,5.0,8475153
Dylan Reese,3.0,8470798
Dylan Samberg,3.0,8480049
Dylan Sikura,3.0,8478106
Dylan Strome,117.0,8478440
Dysin Mayo,4.0,8478062
Ed Jovanovski,27.0,8460492
Eeli Tolvanen,57.0,8480009
Eetu Luostarinen,41.0,8480185
Egor Afanasyev,1.0,8481585
Egor Korshkov,1.0,8479510
Egor Sokolov,1.0,8481102
Egor Yakovlev,2.0,8480948
Egor Zamula,5.0,8481178
Elias Lindholm,218.0,8477496
Elias Pettersson,171.0,8480012
Elliot Desnoyers,0.0,8482452
Elmer Soderblom,5.0,8481725
Emerson Etem,22.0,8475770
Emil Andrae,0.0,8482126
Emil Bemstrom,34.0,8480205
Emil Heineman,0.0,8482476
Emil Lilleberg,0.0,8482929
Emile Poirier,0.0,8477486
Enver Lisin,19.0,8471263
Eriah Hayes,1.0,8477227
Eric Belanger,45.0,8465050
Eric Boulton,15.0,8460720
Eric Brewer,30.0,8466142
Eric Fehr,110.0,8470611
Eric Gelinas,14.0,8475199
Eric Godard,3.0,8468252
Eric Gryba,7.0,8473468
Eric Nystrom,72.0,8470180
Eric O'Dell,3.0,8474603
Eric Perrin,7.0,8466399
Eric Robinson,40.0,8480762
Eric Selleck,0.0,8474554
Eric Staal,330.0,8470595
Eric Tangradi,5.0,8474025
Eric Wellwood,5.0,8474892
Erik Brannstrom,7.0,8480073
Erik Burgdoerfer,0.0,8475982
Erik Cernak,20.0,8478416
Erik Christensen,33.0,8470299
Erik Cole,136.0,8467396
Erik Condra,40.0,8473588
Erik Gudbranson,33.0,8475790
Erik Gustafsson,51.0,8475640
Erik Haula,142.0,8475287
Erik Johnson,87.0,8473446
Erik Karlsson,189.0,8474578
Erik Reitz,1.0,8468650
Esa Lindell,49.0,8476902
Ethan Bear,17.0,8478451
Ethan Del Mastro,0.0,8482807
Ethan Moreau,25.0,8460504
Ethan Prow,1.0,8479289
Evan Bouchard,41.0,8480803
Evan Brophey,0.0,8471730
Evan McEneny,0.0,8477091
Evan Oberg,0.0,8475104
Evan Rodrigues,81.0,8478542
Evander Kane,326.0,8475169
Evgeni Malkin,417.0,8471215
Evgenii Dadonov,132.0,8474149
Evgeny Artyukhin,15.0,8469543
Evgeny Dadonov,10.0,8474149
Evgeny Grachev,1.0,8474634
Evgeny Kuznetsov,173.0,8475744
Evgeny Medvedev,4.0,8478563
Evgeny Svechnikov,20.0,8478431
Fabian Brunnstrom,19.0,8474552
Fabian Zetterlund,33.0,8480188
Fedor Tyutin,40.0,8469492
Fernando Pisani,18.0,8465170
Filip Chlapik,5.0,8478488
Filip Chytil,63.0,8480078
Filip Forsberg,288.0,8476887
Filip Hallander,0.0,8480842
Filip Hronek,35.0,8479425
Filip Kral,0.0,8480820
Filip Kuba,15.0,8462225
Filip Roos,1.0,8483619
Filip Zadina,41.0,8480821
Francis Bouillon,16.0,8465914
Francis Lessard,0.0,8466212
Francis Wathier,0.0,8470777
Francois Beauchemin,58.0,8467400
Frank Corrado,3.0,8476302
Frank Nazar,1.0,8483493
Frank Vatrano,160.0,8478366
Frans Nielsen,163.0,8470144
Frantisek Kaberle,1.0,8467949
Fraser Minten,0.0,8483489
Frazer McLaren,4.0,8473712
Freddie Hamilton,4.0,8475878
Freddy Meyer,9.0,8470578
Freddy Modin,21.0,8460556
Frederic Allard,0.0,8479329
Frederic St-Denis,1.0,8473647
Frederick Gaudreau,43.0,8477919
Frederik Gauthier,13.0,8477512
Fredrik Claesson,7.0,8476368
Fredrik Handemark,1.0,8482248
Fredrik Karlstrom,0.0,8479518
Fredrik Olofsson,4.0,8478028
Fredrik Sjostrom,13.0,8469464
Gabriel Bourque,41.0,8475268
Gabriel Carlsson,3.0,8478506
Gabriel Dumont,4.0,8475254
Gabriel Fortier,1.0,8480863
Gabriel Landeskog,245.0,8476455
Gabriel Vilardi,63.0,8480014
Gaetan Haas,7.0,8481813
Gage Goncalves,0.0,8482201
Gage Quinney,0.0,8479748
Garnet Exelby,1.0,8468090
Garnet Hathaway,65.0,8477903
Garrett Mitchell,0.0,8475291
Garrett Pilon,1.0,8479516
Garrett Stafford,0.0,8471011
Garrett Wilson,2.0,8475253
Garth Murray,0.0,8469528
Gary Roberts,4.0,8450900
Gavin Bayreuther,5.0,8479945
Gavin Brindley,0.0,8484149
Gemel Smith,12.0,8476966
Geoff Kinrade,0.0,8475073
George Parros,14.0,8468095
Georges Laraque,1.0,8462060
Georgii Merkulov,0.0,8483567
Gerald Mayhew,2.0,8479933
German Rubtsov,0.0,8479424
Gerry Mayhew,11.0,8479933
Gilbert Brule,31.0,8471680
Giovanni Fiore,0.0,8479613
Givani Smith,9.0,8479379
Glen Metropolit,22.0,8462823
Glenn Gawdin,0.0,8478446
Graeme Clarke,0.0,8481578
Graham Mink,0.0,8469920
Grant Clitsome,15.0,8471482
Grant Hutton,1.0,8480306
Grant Lewis,0.0,8471253
Greg De Vries,1.0,8460254
Greg Mauldin,5.0,8470203
Greg McKegg,21.0,8475735
Greg Moore,0.0,8470735
Greg Nemisz,0.0,8474587
Greg Pateryn,5.0,8474688
Greg Rallo,1.0,8473867
Greg Zanon,9.0,8468636
Gregory Campbell,57.0,8470169
Gregory Hofmann,2.0,8476345
Gregory Stewart,0.0,8471457
Griffen Molino,0.0,8479969
Griffin Reinhart,0.0,8476852
Grigori Denisenko,0.0,8480844
Guillaume Brisebois,1.0,8478465
Guillaume Desbiens,0.0,8470708
Guillaume Latendresse,55.0,8471670
Guillaume Lefebvre,0.0,8468707
Gustav Forsling,46.0,8478055
Gustav Lindstrom,5.0,8480184
Gustav Nyquist,198.0,8474679
Gustav Olofsson,0.0,8477467
Hal Gill,7.0,8459628
Hampus Lindholm,70.0,8476854
Hardy Haman Aktell,0.0,8479522
Harri Pesonen,0.0,8476849
Harry Zolnierczyk,7.0,8476158
Hayden Hodgson,1.0,8478173
Haydn Fleury,10.0,8477938
Hendrix Lapierre,9.0,8482148
Henri Jokiharju,16.0,8480035
Henrik Borgstrom,13.0,8479404
Henrik Haapala,0.0,8480164
Henrik Samuelsson,0.0,8476868
Henrik Sedin,155.0,8467876
Henrik Tallinder,13.0,8466182
Henrik Zetterberg,184.0,8468083
Henry Thrun,3.0,8481567
Hudson Fasching,15.0,8477392
Hugh Jessiman,0.0,8470605
Hugh McGing,0.0,8481070
Hunter Drew,0.0,8481003
Hunter McKown,0.0,8484125
Hunter Shinkaruk,2.0,8477445
Ian Cole,34.0,8474013
Ian Laperriere,10.0,8459094
Ian McCoshen,4.0,8477452
Ian Mitchell,4.0,8480070
Ian White,36.0,8470273
Igor Ozhiganov,3.0,8480943
Iiro Pakarinen,10.0,8476336
Ilkka Heikkinen,0.0,8475128
Ilkka Pikkarainen,1.0,8470225
Ilya Kovalchuk,191.0,8469454
Ilya Lyubushkin,5.0,8480950
Ilya Mikheyev,60.0,8481624
Ilya Solovyov,0.0,8482470
Ilya Zubov,0.0,8471763
Isaac Ratcliffe,1.0,8480019
Isaak Phillips,1.0,8482192
Isac Lundestrom,31.0,8480806
Isak Rosen,0.0,8482765
Ivan Barbashev,103.0,8477964
Ivan Chekhovich,0.0,8480276
Ivan Miroshnichenko,2.0,8483491
Ivan Provorov,69.0,8478500
Ivan Vishnevskiy,0.0,8473582
J-P Dumont,43.0,8464957
J.C. Beaudin,0.0,8478833
J.J. Moser,16.0,8482655
J.T. Brown,23.0,8476806
J.T. Compher,107.0,8477456
J.T. Miller,238.0,8476468
JC Lipon,0.0,8477076
JJ Peterka,40.0,8482175
JT Wyman,2.0,8471312
Jaccob Slavin,49.0,8476958
Jack Ahcan,1.0,8482072
Jack Drury,12.0,8480835
Jack Eichel,211.0,8478403
Jack Hillen,13.0,8474519
Jack Hughes,114.0,8481559
Jack Johnson,75.0,8471677
Jack McBain,22.0,8480855
Jack Quinn,24.0,8482097
Jack Rathbone,2.0,8480056
Jack Rodewald,0.0,8478268
Jack Roslovic,80.0,8478458
Jack Skille,40.0,8471681
Jack St. Ivany,0.0,8481030
Jack Studnicka,6.0,8480021
Jack Thompson,0.0,8482144
Jackson Blake,0.0,8482809
Jackson Cates,1.0,8482654
Jackson LaCombe,2.0,8481605
Jacob Bernard-Docker,4.0,8480879
Jacob Bryson,4.0,8480196
Jacob De La Rose,0.0,8477455
Jacob Josefson,20.0,8475185
Jacob Larsson,3.0,8478491
Jacob Lucchini,3.0,8481422
Jacob MacDonald,10.0,8479439
Jacob Middleton,4.0,8478136
Jacob Moverare,1.0,8479421
Jacob Nilsson,0.0,8480954
Jacob Perreault,0.0,8482150
Jacob Peterson,14.0,8480216
Jacob Trouba,73.0,8476885
Jacob de la Rose,13.0,8477455
Jaden Schwartz,195.0,8475768
Jaime Sifers,0.0,8472338
Jake Bean,13.0,8479402
Jake Bischoff,0.0,8476987
Jake Chelios,0.0,8477865
Jake Christiansen,1.0,8481161
Jake DeBrusk,138.0,8478498
Jake Dotchin,3.0,8477009
Jake Dowell,9.0,8471352
Jake Evans,27.0,8478133
Jake Gardiner,49.0,8474581
Jake Guentzel,227.0,8477404
Jake Leschyshyn,2.0,8479991
Jake Livingstone,0.0,8484256
Jake McCabe,33.0,8476931
Jake Middleton,10.0,8478136
Jake Muzzin,69.0,8474162
Jake Neighbours,34.0,8482089
Jake Sanderson,14.0,8482105
Jake Virtanen,56.0,8477937
Jake Walman,25.0,8478013
Jakob Chychrun,76.0,8479345
Jakob Forsbacka Karlsson,3.0,8478417
Jakob Lilja,2.0,8481650
Jakob Pelletier,4.0,8481592
Jakob Silfverberg,168.0,8475164
Jakub Galvas,0.0,8480231
Jakub Jerabek,2.0,8480143
Jakub Kindl,16.0,8471693
Jakub Lauko,6.0,8480880
Jakub Nakladal,2.0,8478562
Jakub Petruzalek,0.0,8471477
Jakub Voracek,223.0,8474161
Jakub Vrana,110.0,8477944
Jakub Zboril,1.0,8478415
Jalen Chatfield,14.0,8478970
Jamal Mayers,19.0,8459514
James Hamblin,2.0,8480468
James Malatesta,2.0,8482744
James Neal,296.0,8471707
James Sheppard,19.0,8473536
James Wisniewski,42.0,8470222
James Wright,4.0,8474674
James van Riemsdyk,310.0,8474037
Jamie Arniel,0.0,8474657
Jamie Benn,381.0,8473994
Jamie Devane,0.0,8475190
Jamie Doornbosch,0.0,8475990
Jamie Drysdale,10.0,8482142
Jamie Fraser,0.0,8473827
Jamie Fritsch,0.0,8475115
Jamie Heward,0.0,8456588
Jamie Langenbrunner,63.0,8459457
Jamie Lundmark,13.0,8467882
Jamie McBain,30.0,8473571
Jamie McGinn,117.0,8473465
Jamie Oleksiak,36.0,8476467
Jamie Tardif,0.0,8470704
Jan Hejda,24.0,8470699
Jan Jenik,4.0,8480890
Jan Mursak,2.0,8473569
Jan Rutta,20.0,8480172
Jani Hakanp,8.0,8475825
Jani Hakanpaa,6.0,8475825
Janis Sprukts,0.0,8468714
Janne Kuokkanen,14.0,8479511
Janne Niskala,1.0,8471359
Janne Pesonen,0.0,8471480
Jannik Hansen,109.0,8471498
Jansen Harkins,13.0,8478424
Jared Boll,23.0,8471766
Jared Cowen,15.0,8475174
Jared McCann,162.0,8477955
Jared Ross,0.0,8472248
Jared Spurgeon,110.0,8474716
Jared Staal,0.0,8474615
Jaret Anderson-Dolan,15.0,8479994
Jarkko Ruutu,22.0,8467393
Jarod Palmer,1.0,8475679
Jarome Iginla,251.0,8462042
Jaromir Jagr,120.0,8448208
Jaroslav Spacek,17.0,8467439
Jarred Tinordi,4.0,8475797
Jarret Stoll,85.0,8468526
Jason Akeson,1.0,8475917
Jason Arnott,86.0,8459429
Jason Blake,63.0,8467844
Jason Chimera,121.0,8466251
Jason Demers,45.0,8474218
Jason Dickinson,61.0,8477450
Jason Garrison,49.0,8474520
Jason Jaffray,2.0,8468881
Jason Krog,1.0,8467857
Jason Polin,1.0,8484255
Jason Pominville,214.0,8469506
Jason Robertson,133.0,8480027
Jason Smith,1.0,8458954
Jason Spezza,247.0,8469455
Jason Strudwick,2.0,8460555
Jason Ward,0.0,8466147
Jason Williams,28.0,8468789
Jason Zucker,197.0,8475722
Jasper Weatherby,5.0,8481061
Jassen Cullimore,2.0,8458543
Jay Beagle,58.0,8474291
Jay Bouwmeester,50.0,8470151
Jay Harrison,23.0,8469531
Jay Leach,1.0,8467436
Jay McClement,67.0,8469508
Jay McKee,2.0,8462045
Jay Pandolfo,10.0,8459454
Jay Rosehill,5.0,8470816
Jayce Hawryluk,12.0,8477963
Jaycob Megna,4.0,8477034
Jayden Halbgewachs,0.0,8480304
Jayden Struble,3.0,8481593
Jayson Megna,12.0,8477126
Jean-Francois Jacques,9.0,8470661
Jean-Gabriel Pageau,145.0,8476419
Jean-Luc Foudy,1.0,8482147
Jean-Philippe Cote,0.0,8468745
Jean-Sebastien Dea,5.0,8477520
Jed Ortmeyer,9.0,8470580
Jeff Carter,375.0,8470604
Jeff Finger,8.0,8468113
Jeff Halpern,37.0,8467831
Jeff Hamilton,3.0,8470373
Jeff Hoggan,0.0,8470004
Jeff Malott,0.0,8482408
Jeff Penner,0.0,8474511
Jeff Petry,95.0,8473507
Jeff Schultz,6.0,8471240
Jeff Skinner,357.0,8475784
Jeff Taffe,1.0,8468510
Jeff Tambellini,23.0,8470620
Jeff Woywitka,6.0,8469480
Jeffrey Viel,3.0,8479705
Jere Lehtinen,12.0,8459024
Jeremy Colliton,2.0,8470651
Jeremy Davies,0.0,8479602
Jeremy Lauzon,14.0,8478468
Jeremy Morin,10.0,8475214
Jeremy Roenick,4.0,8450978
Jeremy Welsh,1.0,8476819
Jeremy Williams,5.0,8470809
Jerome Samson,2.0,8474220
Jerred Smithson,22.0,8468162
Jerry D'Amigo,1.0,8475309
Jesper Boqvist,34.0,8480003
Jesper Bratt,130.0,8479407
Jesper Fast,91.0,8475855
Jesper Froden,1.0,8482834
Jesperi Kotkaniemi,64.0,8480829
Jesse Blacker,0.0,8475203
Jesse Boulerice,0.0,8465067
Jesse Joensuu,13.0,8473514
Jesse Puljujarvi,54.0,8479344
Jesse Winchester,20.0,8474498
Jesse Ylnen,4.0,8481058
Jesse Ylonen,8.0,8481058
Jim O'Brien,8.0,8474024
Jim Slater,44.0,8470289
Jim Vandermeer,8.0,8468213
Jimmy Hayes,54.0,8474625
Jimmy Schuldt,0.0,8481486
Jimmy Vesey,96.0,8476918
Jiri Hudler,135.0,8470201
Jiri Kulich,0.0,8483468
Jiri Novotny,4.0,8469475
Jiri Sekac,10.0,8478137
Jiri Smejkal,1.0,8484314
Jiri Tlusty,79.0,8473482
Joachim Blichfeld,1.0,8479571
Joakim Andersson,15.0,8474168
Joakim Lindstrom,15.0,8470152
Joakim Nordstrom,32.0,8475807
Joakim Nygard,3.0,8481638
Joakim Ryan,4.0,8477046
Jochen Hecht,54.0,8462077
Jody Shelley,6.0,8462535
Joe Callahan,0.0,8470086
Joe Colborne,42.0,8474577
Joe Corvo,44.0,8466215
Joe Finley,0.0,8471701
Joe Hicketts,0.0,8478176
Joe Morrow,9.0,8476476
Joe Pavelski,443.0,8470794
Joe Piskula,0.0,8473921
Joe Sakic,2.0,8451101
Joe Snively,6.0,8481441
Joe Thornton,190.0,8466138
Joe Veleno,30.0,8480813
Joe Vitale,11.0,8471856
Joe Whitney,1.0,8476227
Joel Armia,92.0,8476469
Joel Edmundson,29.0,8476441
Joel Eriksson Ek,122.0,8478493
Joel Farabee,82.0,8480797
Joel Hanley,3.0,8477810
Joel Kellman,4.0,8481516
Joel Kiviranta,19.0,8481641
Joel L'Esperance,5.0,8480769
Joel Lundqvist,1.0,8468548
Joel Perrault,3.0,8469584
Joel Persson,0.0,8480940
Joel Rechlicz,0.0,8474383
Joel Teasdale,0.0,8480034
Joel Vermin,0.0,8477326
Joel Ward,132.0,8468208
Joey Anderson,19.0,8479315
Joey Crabb,21.0,8470156
Joey Hishon,1.0,8475767
Joey Keane,0.0,8480466
Joffrey Lupul,128.0,8470207
Johan Franzen,138.0,8471309
Johan Harju,1.0,8474085
Johan Larsson,53.0,8475728
Johan Motin,0.0,8474662
Johan Sundstrom,0.0,8476445
John Albert,1.0,8474012
John Beecher,7.0,8481556
John Carlson,151.0,8474590
John Erskine,9.0,8467365
John Gilmour,2.0,8477337
John Hayden,17.0,8477401
John Klingberg,83.0,8475906
John Leonard,6.0,8481077
John Ludvig,3.0,8481206
John Madden,32.0,8466371
John Marino,18.0,8478507
John McCarthy,3.0,8473562
John McFarland,0.0,8475756
John Mitchell,70.0,8470750
John Moore,38.0,8475186
John Negrin,0.0,8474076
John Persson,1.0,8476367
John Quenneville,2.0,8477961
John Ramage,0.0,8475829
John Scott,5.0,8473722
John Tavares,456.0,8475166
John Zeiler,0.0,8470113
John-Michael Liles,43.0,8468639
Johnathan Kovacevic,9.0,8480192
Johnny Boychuk,54.0,8470187
Johnny Gaudreau,243.0,8476346
Johnny Oduya,33.0,8469665
Jon Disalvatore,0.0,8468584
Jon Kalinski,1.0,8474177
Jon Lizotte,0.0,8481489
Jon Matsumoto,2.0,8473444
Jon Merrill,22.0,8475750
Jon Sim,23.0,8465024
Jonah Gadjovich,6.0,8479981
Jonas Andersson,0.0,8467906
Jonas Brodin,54.0,8476463
Jonas Frogren,1.0,8467531
Jonas Holos,0.0,8474730
Jonas Junland,0.0,8473510
Jonas Rondbjerg,3.0,8480007
Jonas Siegenthaler,8.0,8478399
Jonatan Berggren,17.0,8481013
Jonathan Cheechoo,17.0,8467357
Jonathan Dahlen,12.0,8479373
Jonathan Davidsson,0.0,8480247
Jonathan Drouin,96.0,8477494
Jonathan Ericsson,26.0,8470318
Jonathan Gruden,1.0,8480836
Jonathan Huberdeau,223.0,8476456
Jonathan Marchessault,230.0,8476539
Jonathan Racine,0.0,8476411
Jonathan Rheault,0.0,8473616
Jonathan Toews,348.0,8473604
Jonathon Blum,7.0,8474164
Joni Pitkanen,24.0,8470137
Jonny Brodzinski,15.0,8477380
Joona Koppanen,0.0,8479533
Joona Luoto,1.0,8481649
Joonas Donskoi,80.0,8475820
Joonas Kemppainen,2.0,8478564
Joonas Nattinen,0.0,8475198
Joonas Rask,0.0,8475893
Jordan Caron,12.0,8475150
Jordan Eberle,299.0,8474586
Jordan Greenway,52.0,8478413
Jordan Gross,3.0,8480913
Jordan Harris,8.0,8480887
Jordan Hendry,3.0,8472370
Jordan Kyrou,115.0,8479385
Jordan Lavallee-Smotherman,0.0,8471778
Jordan Leopold,45.0,8467917
Jordan Martinook,80.0,8476921
Jordan Nolan,24.0,8475325
Jordan Oesterle,19.0,8477851
Jordan Schmaltz,0.0,8476877
Jordan Schroeder,18.0,8475147
Jordan Spence,4.0,8481606
Jordan Staal,245.0,8473533
Jordan Szwarz,4.0,8475224
Jordan Weal,32.0,8475738
Jordie Benn,26.0,8474818
Jordin Tootoo,43.0,8469547
Jori Lehtera,34.0,8474627
Josef Melichar,0.0,8466203
Joseph Blandisi,10.0,8477010
Joseph Cramarossa,5.0,8476390
Joseph Gambardella,0.0,8479970
Joseph LaBate,0.0,8476425
Joseph Motzko,1.0,8470564
Josh Anderson,131.0,8476981
Josh Archibald,45.0,8476326
Josh Bailey,183.0,8474573
Josh Brown,11.0,8477384
Josh Currie,2.0,8477680
Josh Doan,5.0,8482659
Josh Dunne,0.0,8482623
Josh Gorges,16.0,8470324
Josh Gratton,1.0,8469844
Josh Green,1.0,8464984
Josh Hennessy,0.0,8470636
Josh Jacobs,0.0,8477972
Josh Jooris,23.0,8477591
Josh Leivo,41.0,8476410
Josh Mahura,10.0,8479372
Josh Manson,38.0,8476312
Josh Morrissey,67.0,8477504
Josh Norris,70.0,8480064
Josh Teves,0.0,8481425
Joshua Ho-Sang,7.0,8477959
Joshua Roy,4.0,8482749
Josiah Slavin,0.0,8481004
Juho Lammikko,11.0,8477996
Jujhar Khaira,33.0,8476915
Julian Melchiori,0.0,8475815
Julien Brouillette,1.0,8475567
Julien Gauthier,19.0,8479328
Julius Honka,2.0,8477945
Juraj Slafkovsky,24.0,8483515
Jussi Jokinen,144.0,8469638
Justin Abdelkader,106.0,8471716
Justin Auger,0.0,8477428
Justin Bailey,10.0,8477473
Justin Barron,12.0,8482111
Justin Braun,34.0,8474027
Justin Brazeau,5.0,8479638
Justin Danforth,22.0,8479941
Justin DiBenedetto,0.0,8474731
Justin Dowling,7.0,8475413
Justin Falk,3.0,8473992
Justin Faulk,126.0,8475753
Justin Florek,1.0,8475845
Justin Fontaine,27.0,8476235
Justin Hodgman,1.0,8474793
Justin Holl,11.0,8475718
Justin Johnson,0.0,8476086
Justin Kirkland,0.0,8477993
Justin Kloos,0.0,8480082
Justin Mercier,1.0,8471829
Justin Richards,0.0,8482179
Justin Schultz,71.0,8474602
Justin Shugg,0.0,8475826
Justin Sourdif,0.0,8482088
Justin Williams,198.0,8468508
Juuso Parssinen,14.0,8481704
Juuso Riikola,3.0,8480945
Juuso Valimaki,9.0,8479976
Jyrki Jokipakka,3.0,8476279
K'Andre Miller,29.0,8480817
Kaapo Kakko,57.0,8481554
Kaedan Korczak,1.0,8481527
Kael Mouillierat,1.0,8476147
Kaiden Guhle,10.0,8482087
Kailer Yamamoto,58.0,8479977
Kale Clague,2.0,8479348
Kalle Kossila,2.0,8479290
Kamil Kreps,9.0,8470631
Karl Alzner,20.0,8473991
Karl Stollery,0.0,8476798
Karlis Skrastins,9.0,8467519
Karson Kuhlman,12.0,8480901
Kaspars Daugavins,6.0,8473484
Kasper Bjorkqvist,1.0,8479512
Kasperi Kapanen,84.0,8477953
Keaton Ellerby,4.0,8474184
Keaton Middleton,0.0,8479387
Keegan Kolesar,26.0,8478434
Keegan Lowe,0.0,8476397
Keith Aucoin,12.0,8469779
Keith Aulie,4.0,8474048
Keith Ballard,19.0,8470054
Keith Tkachuk,38.0,8458229
Keith Yandle,97.0,8471735
Kellan Lain,1.0,8477201
Ken Klee,1.0,8456850
Kenndal McArdle,1.0,8471694
Kenny Agostino,8.0,8475844
Kent Huskins,9.0,8467478
Kent Johnson,22.0,8482660
Kerby Rychel,3.0,8477510
Kevan Miller,13.0,8476191
Kevin Bahl,4.0,8480860
Kevin Bieksa,49.0,8469598
Kevin Connauton,28.0,8475246
Kevin Czuczman,0.0,8477814
Kevin Fiala,176.0,8477942
Kevin Gravel,1.0,8475857
Kevin Hayes,168.0,8475763
Kevin Henderson,1.0,8471912
Kevin Klein,37.0,8470630
Kevin Korchinski,5.0,8483466
Kevin Labanc,82.0,8478099
Kevin Marshall,0.0,8474163
Kevin Porter,29.0,8471331
Kevin Quick,0.0,8473433
Kevin Rooney,27.0,8479291
Kevin Roy,6.0,8476971
Kevin Shattenkirk,103.0,8474031
Kevin Stenlund,28.0,8478831
Kevin Westgarth,7.0,8473908
Kiefer Sherwood,24.0,8480748
Kieffer Bellows,14.0,8479356
Kim Johnsson,9.0,8460770
Kimmo Timonen,30.0,8459670
Kirby Dach,33.0,8481523
Kirill Kaprizov,160.0,8478864
Kirill Marchenko,44.0,8480893
Kirill Semyonov,0.0,8482815
Kirk Maltby,9.0,8459001
Klas Dahlbeck,6.0,8476403
Klim Kostin,24.0,8480011
Kole Lind,2.0,8479986
Kole Sherwood,0.0,8478949
Korbinian Holzer,6.0,8473560
Kris Chucko,0.0,8471237
Kris Draper,20.0,8446485
Kris Fredheim,0.0,8471846
Kris Letang,159.0,8471724
Kris Newbury,1.0,8470232
Kris Russell,46.0,8471729
Kris Versteeg,147.0,8471346
Kristian Huselius,58.0,8466181
Kristian Reichel,1.0,8480443
Kristian Vesalainen,2.0,8480005
Kristians Rubins,0.0,8479729
Kristopher Foucault,0.0,8475219
Krys Barch,8.0,8467428
Krys Kolanos,3.0,8468499
Kurt Sauer,1.0,8468568
Kurtis Foster,22.0,8468520
Kurtis Gabriel,2.0,8476545
Kurtis MacDermid,11.0,8477073
Kurtis McLean,1.0,8472008
Kyle Baun,0.0,8478393
Kyle Brodziak,114.0,8470803
Kyle Burroughs,5.0,8477335
Kyle Calder,8.0,8466260
Kyle Capobianco,5.0,8478476
Kyle Chipchura,27.0,8471231
Kyle Clifford,66.0,8475160
Kyle Connor,243.0,8478398
Kyle Criscuolo,1.0,8479304
Kyle Cumiskey,8.0,8471879
Kyle Greentree,0.0,8473904
Kyle MacLean,4.0,8481237
Kyle Okposo,239.0,8473449
Kyle Palmieri,246.0,8475151
Kyle Quincey,35.0,8470724
Kyle Rau,2.0,8476415
Kyle Turris,168.0,8474068
Kyle Wellwood,61.0,8469581
Kyle Wilson,5.0,8471483
Ladislav Smid,9.0,8471222
Lance Bouma,30.0,8474642
Landon Ferraro,7.0,8475157
Landon Slaggert,1.0,8482172
Landon Wilson,2.0,8459441
Lane Hutson,0.0,8483457
Lane MacDermid,2.0,8475283
Lane Pederson,4.0,8478967
Lars Eller,178.0,8474189
Lasse Kukkonen,0.0,8470743
Lassi Thomson,0.0,8481575
Laurent Dauphin,8.0,8477460
Lauri Korpikoski,86.0,8471232
Lawrence Nycholat,0.0,8468184
Lawrence Pilut,2.0,8480935
Lawson Crouse,103.0,8478474
Lean Bergmann,0.0,8481640
Lee Stempniak,149.0,8470740
Lee Sweatt,1.0,8473931
Lennart Petrell,7.0,8471402
Leo Carlsson,12.0,8484153
Leo Komarov,62.0,8473463
Leon Draisaitl,347.0,8477934
Liam Foudy,7.0,8480853
Liam O'Brien,11.0,8477070
Liam Ohgren,1.0,8483499
Liam Reddox,6.0,8471324
Lias Andersson,7.0,8480072
Libor Hajek,4.0,8479333
Libor Sulak,0.0,8480161
Linden Vey,14.0,8475223
Linus Hogberg,0.0,8479534
Linus Karlsson,0.0,8481024
Linus Klasen,0.0,8475677
Linus Omark,8.0,8474059
Linus Sandin,0.0,8482243
Logan Brown,7.0,8479366
Logan Cooley,20.0,8483431
Logan Couture,323.0,8474053
Logan Mailloux,0.0,8482733
Logan Morrison,0.0,8483012
Logan O'Connor,35.0,8481186
Logan Shaw,16.0,8476400
Logan Stankoven,6.0,8482702
Logan Stanley,4.0,8479378
Loui Eriksson,232.0,8470626
Louie Belpedio,2.0,8478011
Louis Crevier,0.0,8481806
Louis Leblanc,5.0,8475183
Lubomir Visnovsky,58.0,8468598
Luca Caputi,3.0,8473997
Luca Del Bel Belluz,1.0,8483432
Luca Sbisa,20.0,8474579
Lucas Carlsson,3.0,8479523
Lucas Condotta,1.0,8483549
Lucas Johansen,0.0,8479321
Lucas Lessio,3.0,8476451
Lucas Raymond,71.0,8482078
Lucas Wallmark,23.0,8478027
Lukas Cormier,0.0,8482141
Lukas Kaspar,2.0,8471235
Lukas Krajicek,3.0,8469477
Lukas Radil,7.0,8480780
Lukas Reichel,12.0,8482117
Lukas Rousek,1.0,8481751
Lukas Sedlak,18.0,8476310
Lukas Vejdemo,2.0,8478838
Luke Adam,15.0,8474609
Luke Evangelista,23.0,8482146
Luke Gazdic,5.0,8473989
Luke Glendening,79.0,8476822
Luke Hughes,10.0,8482684
Luke Johnson,1.0,8477366
Luke Kunin,62.0,8479316
Luke Philp,0.0,8478224
Luke Richardson,0.0,8450824
Luke Schenn,43.0,8474568
Luke Witkowski,2.0,8474722
Mac Hollowell,0.0,8480439
MacGregor Sharp,0.0,8475085
MacKenzie Entwistle,15.0,8480025
