gameDate,homeRoadFlag,goals,assists,points,plusMinus,powerPlayGoals,powerPlayPoints,gameWinningGoals,otGoals,shots,shifts,opponentAbbrev,pim,toi
2020-02-08,H,0,0,0,1,0,0,0,0,0,27,DAL,2,22:15
2020-02-06,H,0,0,0,0,0,0,0,0,0,24,WPG,2,21:50
2020-02-04,H,0,2,2,3,0,0,0,0,1,25,CAR,0,20:26
2020-02-01,R,0,1,1,0,0,0,0,0,1,27,WPG,0,22:52
2020-01-31,R,0,0,0,-2,0,0,0,0,0,28,EDM,0,20:49
2020-01-28,R,0,0,0,0,0,0,0,0,0,29,CGY,0,23:15
2020-01-27,R,0,0,0,0,0,0,0,0,3,24,VAN,0,18:57
2020-01-18,R,0,0,0,-1,0,0,0,0,0,26,COL,0,22:45
2020-01-15,H,0,0,0,-1,0,0,0,0,3,26,PHI,0,19:30
2020-01-13,H,0,0,0,1,0,0,0,0,1,26,ANA,0,20:55
2020-01-11,H,0,0,0,1,0,0,0,0,2,25,NYR,0,20:40
2020-01-09,H,0,0,0,1,0,0,0,0,1,26,BUF,0,23:14
2020-01-07,H,0,0,0,1,0,0,0,0,0,29,SJS,0,21:30
2020-01-04,R,0,0,0,-2,0,0,0,0,0,34,VGK,0,26:13
2020-01-02,R,0,0,0,1,0,0,0,0,2,32,COL,2,21:54
2019-12-31,R,0,0,0,1,0,0,0,0,2,21,ARI,0,20:50
2019-12-29,H,0,0,0,0,0,0,0,0,0,23,WPG,0,20:22
2019-12-27,R,0,0,0,-2,0,0,0,0,1,27,WPG,0,20:00
2019-12-23,R,0,0,0,0,0,0,0,0,1,31,LAK,2,22:50
2019-12-21,R,0,0,0,0,0,0,0,0,1,26,SJS,0,20:36
2019-12-18,H,0,0,0,0,0,0,0,0,0,27,EDM,0,21:50
2019-12-16,H,0,0,0,2,0,0,0,0,0,25,COL,0,21:13
2019-12-14,H,0,0,0,-3,0,0,0,0,0,27,CHI,0,19:34
2019-12-12,H,0,0,0,1,0,0,0,0,2,29,VGK,0,25:13
2019-12-10,R,0,0,0,0,0,0,0,0,1,25,BUF,2,19:48
2019-12-07,H,0,0,0,-2,0,0,0,0,1,21,TOR,0,17:57
2019-12-04,R,0,0,0,-2,0,0,0,0,2,27,PIT,0,20:42
2019-12-02,R,0,0,0,1,0,0,0,0,1,29,CHI,0,22:55
2019-11-30,H,0,1,1,2,0,0,0,0,0,27,PIT,0,22:10
2019-11-29,R,0,1,1,1,0,0,0,0,1,32,DAL,0,22:06
2019-11-27,R,0,1,1,1,0,0,0,0,2,30,TBL,0,26:01
2019-11-25,R,0,0,0,1,0,0,0,0,0,28,NSH,0,25:27
2019-11-23,H,0,0,0,-2,0,0,0,0,0,22,NSH,0,18:04
2019-11-21,H,0,0,0,0,0,0,0,0,3,27,CGY,0,24:12
2019-11-19,H,0,0,0,0,0,0,0,0,1,25,TBL,2,17:40
2019-11-16,H,0,0,0,0,0,0,0,0,3,27,ANA,0,21:49
2019-11-15,R,0,0,0,-1,0,0,0,0,3,28,CBJ,0,22:15
2019-11-12,H,0,0,0,0,0,0,0,0,0,25,ARI,0,22:00
2019-11-09,R,0,0,0,1,0,0,0,0,1,29,CGY,0,22:22
2019-11-06,R,0,0,0,1,0,0,0,0,1,27,EDM,0,22:26
2019-11-05,R,0,0,0,1,0,0,0,0,0,31,VAN,0,23:54
2019-11-02,R,0,0,0,0,0,0,0,0,1,24,MIN,0,21:24
2019-11-01,H,0,0,0,2,0,0,0,0,1,26,CBJ,0,20:57
2019-10-30,H,0,0,0,0,0,0,0,0,1,29,MIN,0,23:03
2019-10-27,R,0,1,1,-1,0,0,0,0,0,28,DET,0,21:53
2019-10-26,R,0,0,0,0,0,0,0,0,1,32,BOS,0,19:38
2019-10-24,H,0,0,0,0,0,0,0,0,2,27,LAK,0,22:27
2019-10-21,H,0,0,0,1,0,0,0,0,0,29,COL,4,22:51
2019-10-19,H,0,0,0,0,0,0,0,0,0,21,MTL,0,15:56
2019-10-17,H,0,0,0,0,0,0,0,0,1,27,VAN,0,19:18
2019-10-14,R,0,0,0,-1,0,0,0,0,1,25,NYI,0,21:06
2019-10-12,R,0,1,1,-1,0,0,0,0,0,31,MTL,2,21:59
2019-10-10,R,1,0,1,1,0,0,0,0,3,27,OTT,0,21:56
2019-10-07,R,0,0,0,1,0,0,0,0,0,26,TOR,0,21:07
2019-10-05,H,0,0,0,0,0,0,0,0,1,27,DAL,2,18:35
2019-10-02,H,0,0,0,0,0,0,0,0,0,29,WSH,0,24:31
