gameDate,homeRoadFlag,goals,assists,points,plusMinus,powerPlayGoals,powerPlayPoints,gameWinningGoals,otGoals,shots,shifts,opponentAbbrev,pim,toi
2025-03-15,H,0,0,0,-3,0,0,0,0,2,27,WSH,0,22:57
2025-03-13,H,0,1,1,-1,0,0,0,0,2,25,CHI,0,22:11
2025-03-11,H,0,0,0,1,0,0,0,0,1,24,NSH,0,21:17
2025-03-08,H,0,1,1,0,0,0,0,0,1,28,NYI,0,20:42
2025-03-06,R,0,0,0,-1,0,0,0,0,1,25,COL,0,20:25
2025-03-04,R,0,2,2,2,0,0,0,0,0,25,BUF,0,22:34
2025-03-03,R,0,1,1,0,0,0,0,0,0,28,TOR,0,21:28
2025-03-01,R,0,0,0,0,0,0,0,0,1,22,OTT,0,19:33
2025-02-27,R,0,1,1,2,0,0,0,0,2,24,MTL,2,18:07
2025-02-24,R,0,0,0,0,0,0,0,0,0,23,WPG,0,16:13
2025-02-23,R,0,1,1,1,0,0,0,0,1,20,CGY,0,13:27
2025-02-08,H,0,0,0,-1,0,0,0,0,0,19,DAL,0,13:13
2025-02-06,H,0,0,0,0,0,0,0,0,0,18,VAN,0,14:33
2025-02-04,H,0,0,0,0,0,0,0,0,1,17,MTL,0,12:31
2025-01-10,R,0,0,0,0,0,0,0,0,0,20,UTA,0,16:30
2025-01-07,H,0,0,0,-1,0,0,0,0,1,14,VGK,0,13:52
2024-12-31,H,0,0,0,-1,0,0,0,0,0,20,PHI,0,17:20
2024-12-28,H,0,0,0,0,0,0,0,0,1,19,CGY,0,14:51
2024-12-27,H,1,0,1,1,0,0,0,0,3,22,VGK,0,16:07
2024-12-23,R,0,0,0,1,0,0,0,0,2,21,VAN,0,16:18
2024-12-19,H,0,0,0,-1,0,0,0,0,1,19,COL,0,14:14
2024-12-17,H,0,0,0,0,0,0,0,0,0,19,WPG,2,16:11
2024-12-14,H,0,0,0,1,0,0,0,0,1,22,UTA,0,12:56
2024-12-12,R,0,0,0,0,0,0,0,0,1,18,STL,0,15:40
